WHITTLE RD at BRITANNIA RD,6:27:00 AM,6:54:00 AM,7:24:00 AM,7:54:00 AM,8:21:00 AM,8:45:00 AM,9:11:00 AM,9:51:00 AM,10:28:00 AM,11:03:00 AM,11:38:00 AM,12:13:00 PM,12:48:00 PM,1:23:00 PM,1:58:00 PM,2:33:00 PM,2:54:00 PM,3:14:00 PM,3:50:00 PM,4:17:00 PM,4:40:00 PM,5:07:00 PM,5:36:00 PM,6:03:00 PM,6:30:00 PM,6:56:00 PM,7:21:00 PM,8:01:00 PM,8:36:00 PM,9:11:00 PM,9:46:00 PM,10:21:00 PM,10:56:00 PM,11:36:00 PM,12:09:00 AM,,,
BRITANNIA RD at HURONTARIO ST,6:28:00 AM,6:55:00 AM,7:25:00 AM,7:55:00 AM,8:22:00 AM,8:46:00 AM,9:12:00 AM,9:52:00 AM,10:29:00 AM,11:04:00 AM,11:39:00 AM,12:14:00 PM,12:49:00 PM,1:24:00 PM,1:59:00 PM,2:37:00 PM,2:58:00 PM,3:18:00 PM,3:54:00 PM,4:21:00 PM,4:44:00 PM,5:11:00 PM,5:40:00 PM,6:07:00 PM,6:34:00 PM,6:57:00 PM,7:22:00 PM,8:02:00 PM,8:37:00 PM,9:12:00 PM,9:47:00 PM,10:22:00 PM,10:57:00 PM,11:37:00 PM,12:10:00 AM,,,
BRITANNIA RD at MAVIS RD,6:33:00 AM,7:00:00 AM,7:30:00 AM,8:00:00 AM,8:27:00 AM,8:51:00 AM,9:17:00 AM,9:57:00 AM,10:34:00 AM,11:09:00 AM,11:44:00 AM,12:19:00 PM,12:54:00 PM,1:29:00 PM,2:04:00 PM,2:42:00 PM,3:03:00 PM,3:23:00 PM,3:59:00 PM,4:26:00 PM,4:49:00 PM,5:16:00 PM,5:45:00 PM,6:12:00 PM,6:39:00 PM,7:02:00 PM,7:27:00 PM,8:07:00 PM,8:42:00 PM,9:17:00 PM,9:52:00 PM,10:27:00 PM,11:02:00 PM,11:42:00 PM,12:15:00 AM,,,
BRITANNIA RD at CREDITVIEW RD,5:25:00 AM,5:52:00 AM,6:19:00 AM,6:38:00 AM,7:06:00 AM,7:36:00 AM,8:06:00 AM,8:33:00 AM,8:56:00 AM,9:22:00 AM,10:02:00 AM,10:39:00 AM,11:14:00 AM,11:49:00 AM,12:24:00 PM,12:59:00 PM,1:34:00 PM,2:09:00 PM,2:47:00 PM,3:08:00 PM,3:28:00 PM,4:04:00 PM,4:31:00 PM,4:54:00 PM,5:21:00 PM,5:50:00 PM,6:17:00 PM,6:44:00 PM,7:06:00 PM,7:31:00 PM,8:11:00 PM,8:46:00 PM,9:21:00 PM,9:56:00 PM,10:31:00 PM,11:06:00 PM,11:46:00 PM,12:19:00 AM
BRITANNIA RD at QUEEN ST N,5:28:00 AM,5:55:00 AM,6:22:00 AM,6:41:00 AM,7:09:00 AM,7:39:00 AM,8:09:00 AM,8:36:00 AM,8:59:00 AM,9:25:00 AM,10:05:00 AM,10:42:00 AM,11:17:00 AM,11:52:00 AM,12:27:00 PM,1:02:00 PM,1:37:00 PM,2:13:00 PM,2:51:00 PM,3:12:00 PM,3:32:00 PM,4:08:00 PM,4:35:00 PM,4:58:00 PM,5:25:00 PM,5:54:00 PM,6:21:00 PM,6:48:00 PM,7:09:00 PM,7:34:00 PM,8:14:00 PM,8:49:00 PM,9:24:00 PM,9:59:00 PM,10:34:00 PM,11:09:00 PM,11:49:00 PM,12:22:00 AM
BRITANNIA RD at ERIN MILLS PKY,5:32:00 AM,5:59:00 AM,6:26:00 AM,6:45:00 AM,7:13:00 AM,7:43:00 AM,8:13:00 AM,8:40:00 AM,9:03:00 AM,9:29:00 AM,10:09:00 AM,10:46:00 AM,11:21:00 AM,11:56:00 AM,12:31:00 PM,1:06:00 PM,1:41:00 PM,2:17:00 PM,2:55:00 PM,3:16:00 PM,3:36:00 PM,4:12:00 PM,4:39:00 PM,5:02:00 PM,5:29:00 PM,5:58:00 PM,6:25:00 PM,6:52:00 PM,7:13:00 PM,7:38:00 PM,8:18:00 PM,8:53:00 PM,9:28:00 PM,10:03:00 PM,10:38:00 PM,11:13:00 PM,11:53:00 PM,12:26:00 AM
BRITANNIA RD FIRST STOP west of ERIN MILLS PKY,5:32:00 AM,5:59:00 AM,6:26:00 AM,6:45:00 AM,7:13:00 AM,7:43:00 AM,8:13:00 AM,8:40:00 AM,9:03:00 AM,9:29:00 AM,10:09:00 AM,10:46:00 AM,11:21:00 AM,11:56:00 AM,12:31:00 PM,1:06:00 PM,1:41:00 PM,2:17:00 PM,2:55:00 PM,3:16:00 PM,3:36:00 PM,4:12:00 PM,4:39:00 PM,5:02:00 PM,5:29:00 PM,5:58:00 PM,6:25:00 PM,6:52:00 PM,7:13:00 PM,7:38:00 PM,8:18:00 PM,8:53:00 PM,9:28:00 PM,10:03:00 PM,10:38:00 PM,11:13:00 PM,11:53:00 PM,12:26:00 AM
BRITANNIA RD at WINSTON CHURCHILL BLVD,5:35:00 AM,6:02:00 AM,6:29:00 AM,6:49:00 AM,7:17:00 AM,7:47:00 AM,8:17:00 AM,8:43:00 AM,9:06:00 AM,9:32:00 AM,10:12:00 AM,10:49:00 AM,11:24:00 AM,11:59:00 AM,12:34:00 PM,1:09:00 PM,1:44:00 PM,2:20:00 PM,2:58:00 PM,3:19:00 PM,3:39:00 PM,4:15:00 PM,4:42:00 PM,5:05:00 PM,5:32:00 PM,6:01:00 PM,6:28:00 PM,6:55:00 PM,7:16:00 PM,7:41:00 PM,8:21:00 PM,8:56:00 PM,9:31:00 PM,10:06:00 PM,10:41:00 PM,11:16:00 PM,11:56:00 PM,12:29:00 AM
BRITANNIA RD at NINTH LINE,5:40:00 AM,6:07:00 AM,6:34:00 AM,6:54:00 AM,7:22:00 AM,7:52:00 AM,8:22:00 AM,8:48:00 AM,9:11:00 AM,9:37:00 AM,10:17:00 AM,10:54:00 AM,11:29:00 AM,12:04:00 PM,12:39:00 PM,1:14:00 PM,1:49:00 PM,2:25:00 PM,3:03:00 PM,3:24:00 PM,3:44:00 PM,4:20:00 PM,4:47:00 PM,5:10:00 PM,5:37:00 PM,6:06:00 PM,6:33:00 PM,7:00:00 PM,7:21:00 PM,7:46:00 PM,8:26:00 PM,9:01:00 PM,9:36:00 PM,10:11:00 PM,10:46:00 PM,11:21:00 PM,12:01:00 AM,12:34:00 AM
LISGAR DR at DOUG LEAVENS BLVD,5:45:00 AM,6:12:00 AM,6:39:00 AM,6:59:00 AM,7:27:00 AM,7:57:00 AM,8:27:00 AM,8:53:00 AM,9:16:00 AM,9:42:00 AM,10:22:00 AM,10:59:00 AM,11:34:00 AM,12:09:00 PM,12:44:00 PM,1:19:00 PM,1:54:00 PM,2:31:00 PM,3:09:00 PM,3:30:00 PM,3:50:00 PM,4:26:00 PM,4:53:00 PM,5:16:00 PM,5:43:00 PM,6:12:00 PM,6:39:00 PM,7:05:00 PM,7:26:00 PM,7:51:00 PM,8:31:00 PM,9:06:00 PM,9:41:00 PM,10:16:00 PM,10:51:00 PM,11:26:00 PM,12:06:00 AM,12:39:00 AM
