MEADOWVALE TOWN CENTRE BUS TERMINAL PLATFORM C,8:56:00 AM,9:41:00 AM,10:26:00 AM,11:11:00 AM,11:56:00 AM,12:41:00 PM,1:26:00 PM,2:11:00 PM,2:56:00 PM,3:41:00 PM,4:26:00 PM,5:11:00 PM,5:56:00 PM,6:41:00 PM,7:26:00 PM,8:11:00 PM
WINSTON CHURCHILL BLVD at BATTLEFORD RD,8:59:00 AM,9:44:00 AM,10:29:00 AM,11:14:00 AM,11:59:00 AM,12:44:00 PM,1:29:00 PM,2:14:00 PM,2:59:00 PM,3:44:00 PM,4:29:00 PM,5:14:00 PM,5:59:00 PM,6:44:00 PM,7:29:00 PM,8:14:00 PM
WINSTON CHURCHILL BLVD at BRITANNIA RD,9:02:00 AM,9:47:00 AM,10:32:00 AM,11:17:00 AM,12:02:00 PM,12:47:00 PM,1:32:00 PM,2:17:00 PM,3:02:00 PM,3:47:00 PM,4:32:00 PM,5:17:00 PM,6:02:00 PM,6:47:00 PM,7:32:00 PM,8:17:00 PM
WINSTON CHURCHILL BLVD at THOMAS ST,9:05:00 AM,9:50:00 AM,10:35:00 AM,11:20:00 AM,12:05:00 PM,12:50:00 PM,1:35:00 PM,2:20:00 PM,3:05:00 PM,3:50:00 PM,4:35:00 PM,5:20:00 PM,6:05:00 PM,6:50:00 PM,7:35:00 PM,8:20:00 PM
WINSTON CHURCHILL BLVD at EGLINTON AVE,9:09:00 AM,9:54:00 AM,10:39:00 AM,11:24:00 AM,12:09:00 PM,12:54:00 PM,1:39:00 PM,2:24:00 PM,3:09:00 PM,3:54:00 PM,4:39:00 PM,5:24:00 PM,6:09:00 PM,6:54:00 PM,7:39:00 PM,8:24:00 PM
WINSTON CHURCHILL BLVD south of EGLINTON AVE,9:09:00 AM,9:54:00 AM,10:39:00 AM,11:24:00 AM,12:09:00 PM,12:54:00 PM,1:39:00 PM,2:24:00 PM,3:09:00 PM,3:54:00 PM,4:39:00 PM,5:24:00 PM,6:09:00 PM,6:54:00 PM,7:39:00 PM,8:24:00 PM
WINSTON CHURCHILL BLVD at BURNHAMTHORPE RD,9:13:00 AM,9:58:00 AM,10:43:00 AM,11:28:00 AM,12:13:00 PM,12:58:00 PM,1:43:00 PM,2:28:00 PM,3:13:00 PM,3:58:00 PM,4:43:00 PM,5:28:00 PM,6:13:00 PM,6:58:00 PM,7:43:00 PM,8:28:00 PM
WINSTON CHURCHILL BLVD at DUNDAS ST W,9:18:00 AM,10:03:00 AM,10:48:00 AM,11:33:00 AM,12:18:00 PM,1:03:00 PM,1:48:00 PM,2:33:00 PM,3:18:00 PM,4:03:00 PM,4:48:00 PM,5:33:00 PM,6:18:00 PM,7:03:00 PM,7:48:00 PM,8:33:00 PM
WINSTON CHURCHILL BLVD at PLYMOUTH DR,9:20:00 AM,10:05:00 AM,10:50:00 AM,11:35:00 AM,12:20:00 PM,1:05:00 PM,1:50:00 PM,2:35:00 PM,3:20:00 PM,4:05:00 PM,4:50:00 PM,5:35:00 PM,6:20:00 PM,7:05:00 PM,7:50:00 PM,8:35:00 PM
BRISTOL CIRCLE at LONDON LANE,9:23:00 AM,10:08:00 AM,10:53:00 AM,11:38:00 AM,12:23:00 PM,1:08:00 PM,1:53:00 PM,2:38:00 PM,3:23:00 PM,4:08:00 PM,4:53:00 PM,5:38:00 PM,6:23:00 PM,7:08:00 PM,7:53:00 PM,8:38:00 PM
BRISTOL CIRCLE at WINSTON PARK DR,9:23:00 AM,10:08:00 AM,10:53:00 AM,11:38:00 AM,12:23:00 PM,1:08:00 PM,1:53:00 PM,2:38:00 PM,3:23:00 PM,4:08:00 PM,4:53:00 PM,5:38:00 PM,6:23:00 PM,7:08:00 PM,7:53:00 PM,8:38:00 PM
PLYMOUTH DR at WINSTON CHURCHILL BLVD,9:25:00 AM,10:10:00 AM,10:55:00 AM,11:40:00 AM,12:25:00 PM,1:10:00 PM,1:55:00 PM,2:40:00 PM,3:25:00 PM,4:10:00 PM,4:55:00 PM,5:40:00 PM,6:25:00 PM,7:10:00 PM,7:55:00 PM,8:40:00 PM
WINSTON CHURCHILL BLVD at KINGSWAY DR,9:28:00 AM,10:13:00 AM,10:58:00 AM,11:43:00 AM,12:28:00 PM,1:13:00 PM,1:58:00 PM,2:43:00 PM,3:28:00 PM,4:13:00 PM,4:58:00 PM,5:43:00 PM,6:28:00 PM,7:13:00 PM,7:58:00 PM,8:43:00 PM
WINSTON CHURCHILL BLVD south of KINGSWAY DR,9:28:00 AM,10:13:00 AM,10:58:00 AM,11:43:00 AM,12:28:00 PM,1:13:00 PM,1:58:00 PM,2:43:00 PM,3:28:00 PM,4:13:00 PM,4:58:00 PM,5:43:00 PM,6:28:00 PM,7:13:00 PM,7:58:00 PM,8:43:00 PM
ROYAL WINDSOR DR FIRST east of WINSTON CHURCHILL,9:31:00 AM,10:16:00 AM,11:01:00 AM,11:46:00 AM,12:31:00 PM,1:16:00 PM,2:01:00 PM,2:46:00 PM,3:31:00 PM,4:16:00 PM,5:01:00 PM,5:46:00 PM,6:31:00 PM,7:16:00 PM,8:01:00 PM,8:46:00 PM
CLARKSON GO STATION PLATFORM B,9:36:00 AM,10:21:00 AM,11:06:00 AM,11:51:00 AM,12:36:00 PM,1:21:00 PM,2:06:00 PM,2:51:00 PM,3:36:00 PM,4:21:00 PM,5:06:00 PM,5:51:00 PM,6:36:00 PM,7:21:00 PM,8:06:00 PM,8:51:00 PM
