TRILLIUM HOSPITAL BUS TERMINAL,7:49:00 AM,8:11:00 AM,8:33:00 AM,8:55:00 AM,9:17:00 AM,9:39:00 AM,10:01:00 AM,10:23:00 AM,10:45:00 AM,11:07:00 AM,11:29:00 AM,11:51:00 AM,12:13:00 PM,12:35:00 PM,12:57:00 PM,1:20:00 PM,1:41:00 PM,2:02:00 PM,2:25:00 PM,2:47:00 PM,3:09:00 PM,3:31:00 PM,3:53:00 PM,4:16:00 PM,4:37:00 PM,4:59:00 PM,5:21:00 PM,5:43:00 PM,6:05:00 PM,6:27:00 PM,6:50:00 PM,7:11:00 PM,7:32:00 PM,7:55:00 PM,8:17:00 PM,8:39:00 PM,9:01:00 PM,9:23:00 PM,9:45:00 PM,10:07:00 PM,10:29:00 PM
CONFEDERATION PKY at DUNDAS ST,7:53:00 AM,8:15:00 AM,8:37:00 AM,8:59:00 AM,9:21:00 AM,9:43:00 AM,10:05:00 AM,10:27:00 AM,10:49:00 AM,11:11:00 AM,11:33:00 AM,11:55:00 AM,12:17:00 PM,12:39:00 PM,1:01:00 PM,1:24:00 PM,1:45:00 PM,2:06:00 PM,2:29:00 PM,2:51:00 PM,3:13:00 PM,3:35:00 PM,3:57:00 PM,4:20:00 PM,4:41:00 PM,5:03:00 PM,5:25:00 PM,5:47:00 PM,6:09:00 PM,6:31:00 PM,6:54:00 PM,7:15:00 PM,7:36:00 PM,7:59:00 PM,8:21:00 PM,8:43:00 PM,9:05:00 PM,9:27:00 PM,9:49:00 PM,10:11:00 PM,10:33:00 PM
REDMOND RD at FAIRVIEW RD,7:58:00 AM,8:20:00 AM,8:42:00 AM,9:04:00 AM,9:26:00 AM,9:48:00 AM,10:10:00 AM,10:32:00 AM,10:54:00 AM,11:16:00 AM,11:38:00 AM,12:00:00 PM,12:22:00 PM,12:44:00 PM,1:06:00 PM,1:29:00 PM,1:50:00 PM,2:11:00 PM,2:34:00 PM,2:56:00 PM,3:18:00 PM,3:40:00 PM,4:02:00 PM,4:25:00 PM,4:46:00 PM,5:08:00 PM,5:30:00 PM,5:52:00 PM,6:14:00 PM,6:36:00 PM,6:59:00 PM,7:20:00 PM,7:41:00 PM,8:04:00 PM,8:26:00 PM,8:48:00 PM,9:10:00 PM,9:32:00 PM,9:54:00 PM,10:16:00 PM,10:38:00 PM
CONFEDERATION PKY at BURNHAMTHORPE RD,8:02:00 AM,8:24:00 AM,8:46:00 AM,9:08:00 AM,9:30:00 AM,9:52:00 AM,10:14:00 AM,10:36:00 AM,10:58:00 AM,11:20:00 AM,11:42:00 AM,12:04:00 PM,12:26:00 PM,12:48:00 PM,1:10:00 PM,1:33:00 PM,1:54:00 PM,2:15:00 PM,2:38:00 PM,3:00:00 PM,3:22:00 PM,3:44:00 PM,4:06:00 PM,4:29:00 PM,4:50:00 PM,5:12:00 PM,5:34:00 PM,5:56:00 PM,6:18:00 PM,6:40:00 PM,7:03:00 PM,7:24:00 PM,7:45:00 PM,8:08:00 PM,8:30:00 PM,8:52:00 PM,9:14:00 PM,9:36:00 PM,9:58:00 PM,10:20:00 PM,10:42:00 PM
RATHBURN RD at LIVING ARTS DR,8:04:00 AM,8:26:00 AM,8:48:00 AM,9:10:00 AM,9:32:00 AM,9:54:00 AM,10:16:00 AM,10:38:00 AM,11:00:00 AM,11:22:00 AM,11:44:00 AM,12:06:00 PM,12:28:00 PM,12:50:00 PM,1:12:00 PM,1:35:00 PM,1:56:00 PM,2:17:00 PM,2:40:00 PM,3:02:00 PM,3:24:00 PM,3:46:00 PM,4:08:00 PM,4:31:00 PM,4:52:00 PM,5:14:00 PM,5:36:00 PM,5:58:00 PM,6:20:00 PM,6:42:00 PM,7:05:00 PM,7:26:00 PM,7:47:00 PM,8:10:00 PM,8:32:00 PM,8:54:00 PM,9:16:00 PM,9:38:00 PM,10:00:00 PM,10:22:00 PM,10:44:00 PM
CITY CENTRE BUS TERMINAL PLATFORM J,8:07:00 AM,8:29:00 AM,8:51:00 AM,9:13:00 AM,9:35:00 AM,9:57:00 AM,10:19:00 AM,10:41:00 AM,11:03:00 AM,11:25:00 AM,11:47:00 AM,12:09:00 PM,12:31:00 PM,12:53:00 PM,1:15:00 PM,1:38:00 PM,1:59:00 PM,2:20:00 PM,2:43:00 PM,3:05:00 PM,3:27:00 PM,3:49:00 PM,4:11:00 PM,4:34:00 PM,4:55:00 PM,5:17:00 PM,5:39:00 PM,6:01:00 PM,6:23:00 PM,6:45:00 PM,7:08:00 PM,7:29:00 PM,7:50:00 PM,8:13:00 PM,8:35:00 PM,8:57:00 PM,9:19:00 PM,9:41:00 PM,10:03:00 PM,10:25:00 PM,10:47:00 PM
