JOYMAR DR at TANNERY ST,2:45 PM[G]
QUEEN ST at BARRY AVE,2:50 PM[G]
EGLINTON AVE at MISSISSAUGA RD,2:53 PM[G]
CREDITVIEW RD at CUTHBERT AVE,2:56 PM[G]
CREDITVIEW RD at CAROLYN DR,2:59 PM[G]
BRISTOL RD W at BATHGATE RD,3:00 PM[G]
RIVER GROVE AVE north of ASTRELLA CR (north leg),3:04 PM[G]
SILKEN LAUMANN WAY at BRITANNIA RD,3:08 PM[G]
FALCONER DR at KINSMEN GATE,3:14 PM[G]
FALCONER DR at PLAINSMAN RD,3:18 PM[G]
