CITY CENTRE BUS TERMINAL PLATFORM I,5:15:00 AM,5:33:00 AM,5:52:00 AM,6:11:00 AM,6:31:00 AM,6:51:00 AM,7:11:00 AM,7:31:00 AM,7:52:00 AM,8:13:00 AM,8:34:00 AM,8:55:00 AM,9:14:00 AM,9:33:00 AM,2:37:00 PM,2:57:00 PM,3:17:00 PM,3:37:00 PM,3:59:00 PM,4:21:00 PM,4:40:00 PM,5:05:00 PM,5:27:00 PM,5:52:00 PM,6:08:00 PM,6:28:00 PM,6:48:00 PM,7:08:00 PM
CENTRAL PARKWAY STATION EAST PLATFORM A,5:17:00 AM,5:35:00 AM,5:54:00 AM,6:13:00 AM,6:33:00 AM,6:53:00 AM,7:13:00 AM,7:33:00 AM,7:54:00 AM,8:15:00 AM,8:36:00 AM,8:57:00 AM,9:16:00 AM,9:35:00 AM,2:39:00 PM,2:59:00 PM,3:19:00 PM,3:39:00 PM,4:01:00 PM,4:23:00 PM,4:42:00 PM,5:07:00 PM,5:29:00 PM,5:54:00 PM,6:10:00 PM,6:30:00 PM,6:50:00 PM,7:10:00 PM
CAWTHRA STATION EAST PLATFORM A,5:18:00 AM,5:36:00 AM,5:55:00 AM,6:14:00 AM,6:34:00 AM,6:54:00 AM,7:14:00 AM,7:34:00 AM,7:55:00 AM,8:16:00 AM,8:37:00 AM,8:58:00 AM,9:17:00 AM,9:36:00 AM,2:40:00 PM,3:00:00 PM,3:20:00 PM,3:40:00 PM,4:02:00 PM,4:24:00 PM,4:43:00 PM,5:08:00 PM,5:30:00 PM,5:55:00 PM,6:11:00 PM,6:31:00 PM,6:51:00 PM,7:11:00 PM
TOMKEN STATION EAST PLATFORM A,5:19:00 AM,5:37:00 AM,5:56:00 AM,6:15:00 AM,6:35:00 AM,6:55:00 AM,7:15:00 AM,7:35:00 AM,7:56:00 AM,8:17:00 AM,8:38:00 AM,8:59:00 AM,9:18:00 AM,9:37:00 AM,2:41:00 PM,3:01:00 PM,3:21:00 PM,3:41:00 PM,4:03:00 PM,4:25:00 PM,4:44:00 PM,5:09:00 PM,5:31:00 PM,5:56:00 PM,6:12:00 PM,6:32:00 PM,6:52:00 PM,7:12:00 PM
DIXIE STATION EAST PLATFORM A,5:21:00 AM,5:39:00 AM,5:58:00 AM,6:17:00 AM,6:37:00 AM,6:57:00 AM,7:17:00 AM,7:37:00 AM,7:58:00 AM,8:19:00 AM,8:40:00 AM,9:01:00 AM,9:20:00 AM,9:39:00 AM,2:43:00 PM,3:03:00 PM,3:23:00 PM,3:43:00 PM,4:05:00 PM,4:27:00 PM,4:46:00 PM,5:11:00 PM,5:33:00 PM,5:58:00 PM,6:14:00 PM,6:34:00 PM,6:54:00 PM,7:14:00 PM
EXPLORER DR at SATELLITE DR,5:29:00 AM,5:47:00 AM,6:07:00 AM,6:26:00 AM,6:46:00 AM,7:06:00 AM,7:26:00 AM,7:46:00 AM,8:07:00 AM,8:28:00 AM,8:49:00 AM,9:10:00 AM,9:29:00 AM,9:46:00 AM,2:50:00 PM,3:10:00 PM,3:30:00 PM,3:52:00 PM,4:14:00 PM,4:36:00 PM,4:55:00 PM,5:20:00 PM,5:42:00 PM,6:07:00 PM,6:21:00 PM,6:41:00 PM,7:01:00 PM,7:21:00 PM
EXPLORER DR east of SATELLITE DR,5:29:00 AM,5:47:00 AM,6:07:00 AM,6:26:00 AM,6:46:00 AM,7:06:00 AM,7:26:00 AM,7:46:00 AM,8:07:00 AM,8:28:00 AM,8:49:00 AM,9:10:00 AM,9:29:00 AM,9:46:00 AM,2:50:00 PM,3:10:00 PM,3:30:00 PM,3:52:00 PM,4:14:00 PM,4:36:00 PM,4:55:00 PM,5:20:00 PM,5:42:00 PM,6:07:00 PM,6:21:00 PM,6:41:00 PM,7:01:00 PM,7:21:00 PM
SKYMARK HUB,5:33:00 AM,5:51:00 AM,6:11:00 AM,6:30:00 AM,6:50:00 AM,7:10:00 AM,7:30:00 AM,7:50:00 AM,8:11:00 AM,8:32:00 AM,8:53:00 AM,9:14:00 AM,9:33:00 AM,9:50:00 AM,2:54:00 PM,3:14:00 PM,3:34:00 PM,3:56:00 PM,4:18:00 PM,4:40:00 PM,4:59:00 PM,5:24:00 PM,5:46:00 PM,6:11:00 PM,6:25:00 PM,6:45:00 PM,7:05:00 PM,7:25:00 PM
