KENNEDY RD at BRUNEL RD,2:31 PM[n],2:56 PM[n],3:19 PM[n],3:43 PM[n],4:07 PM[n],4:30 PM[n],4:54 PM[n],5:19 PM[n],5:43 PM[n],6:05 PM[n],6:26 PM[n],6:49 PM[n],7:14 PM[n],7:42 PM[n],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRUNEL RD west of WHITTLE RD,2:34 PM[n],2:59 PM[n],3:22 PM[n],3:46 PM[n],4:10 PM[n],4:33 PM[n],4:57 PM[n],5:22 PM[n],5:46 PM[n],6:08 PM[n],6:29 PM[n],6:52 PM[n],7:17 PM[n],7:45 PM[n],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO ST at MATHESON BLVD W,4:44:00 AM,4:53 AM[d],5:03:00 AM,5:10 AM[d],5:19:00 AM,5:24 AM[d],5:35:00 AM,5:38 AM[d],5:50:00 AM,5:57 AM[d],6:04:00 AM,6:09 AM[d],6:16:00 AM,6:24 AM[d],6:29:00 AM,6:34 AM[d],6:38:00 AM,6:43 AM[d],6:49:00 AM,6:58:00 AM,6:59 AM[d],7:00:00 AM,7:08 AM[d],7:12:00 AM,7:18:00 AM,7:23:00 AM,7:27 AM[d],7:35:00 AM,7:40 AM[d],7:48:00 AM,7:52 AM[d],8:00:00 AM,8:04 AM[d],8:12:00 AM,8:17 AM[d],8:24:00 AM,8:30 AM[d],8:36:00 AM,8:41 AM[d],8:48:00 AM,8:54 AM[d],9:00:00 AM,9:06 AM[d],9:12:00 AM,9:18 AM[d],9:24:00 AM,9:29 AM[d],9:35:00 AM,9:40 AM[d],9:46:00 AM,9:51 AM[d],9:59:00 AM,10:07 AM[d],10:16:00 AM,10:23 AM[d],10:30:00 AM,10:38 AM[d],10:46:00 AM,10:54 AM[d],11:02:00 AM,11:10 AM[d],11:18:00 AM,11:26 AM[d],11:34:00 AM,11:42 AM[d],11:50:00 AM,11:58 AM[d],12:07:00 PM,12:15 PM[d],12:23:00 PM,12:31 PM[d],12:39:00 PM,12:47 PM[d],12:56:00 PM,1:04 PM[d],1:12:00 PM,1:20 PM[d],1:28:00 PM,1:36 PM[d],1:44:00 PM,1:52 PM[d],2:00:00 PM,2:08 PM[d],2:16:00 PM,2:24 PM[d],2:32:00 PM,2:38 PM[n],2:44:00 PM,2:51 PM[d],2:57:00 PM,3:03 PM[n],3:09:00 PM,3:15 PM[d],3:21:00 PM,3:27 PM[n],3:33:00 PM,3:39 PM[d],3:45:00 PM,3:51 PM[n],3:57:00 PM,4:03 PM[d],4:10:00 PM,4:15 PM[n],4:21:00 PM,4:27 PM[d],4:34:00 PM,4:38 PM[n],4:43:00 PM,4:50 PM[d],4:55:00 PM,5:02 PM[n],5:09:00 PM,5:15 PM[d],5:21:00 PM,5:27 PM[n],5:33:00 PM,5:39 PM[d],5:45:00 PM,5:51 PM[n],5:56:00 PM,6:01 PM[d],6:06:00 PM,6:13 PM[n],6:18:00 PM,6:24 PM[d],6:28:00 PM,6:33 PM[n],6:38:00 PM,6:44 PM[d],6:50:00 PM,6:56 PM[n],7:00:00 PM,7:09 PM[d],7:19:00 PM,7:21 PM[n],7:30:00 PM,7:34 PM[d],7:42:00 PM,7:48 PM[n],7:53:00 PM,8:06:00 PM,8:18:00 PM,8:29:00 PM,8:41:00 PM,8:53:00 PM,9:09:00 PM,9:20:00 PM,9:32:00 PM,9:44:00 PM,9:56:00 PM,10:08:00 PM,10:20:00 PM,10:32:00 PM,10:44:00 PM,10:56:00 PM,11:05:00 PM,11:16:00 PM,11:29:00 PM,11:48:00 PM,12:07:00 AM,12:23:00 AM,12:37:00 AM,12:49:00 AM,1:04:00 AM,1:22 AM[g],,
HURONTARIO ST at ANDRIKA CRT,4:45:00 AM,4:54 AM[d],5:04:00 AM,5:11 AM[d],5:20:00 AM,5:25 AM[d],5:36:00 AM,5:39 AM[d],5:51:00 AM,5:58 AM[d],6:05:00 AM,6:10 AM[d],6:17:00 AM,6:25 AM[d],6:30:00 AM,6:35 AM[d],6:39:00 AM,6:44 AM[d],6:50:00 AM,6:59:00 AM,7:00 AM[d],7:01:00 AM,7:09 AM[d],7:13:00 AM,7:19:00 AM,7:24:00 AM,7:28 AM[d],7:36:00 AM,7:41 AM[d],7:49:00 AM,7:53 AM[d],8:01:00 AM,8:05 AM[d],8:13:00 AM,8:18 AM[d],8:25:00 AM,8:31 AM[d],8:37:00 AM,8:42 AM[d],8:49:00 AM,8:55 AM[d],9:01:00 AM,9:07 AM[d],9:13:00 AM,9:19 AM[d],9:25:00 AM,9:30 AM[d],9:36:00 AM,9:41 AM[d],9:47:00 AM,9:52 AM[d],10:00:00 AM,10:08 AM[d],10:17:00 AM,10:24 AM[d],10:31:00 AM,10:39 AM[d],10:47:00 AM,10:55 AM[d],11:03:00 AM,11:11 AM[d],11:19:00 AM,11:27 AM[d],11:35:00 AM,11:43 AM[d],11:51:00 AM,11:59 AM[d],12:08:00 PM,12:16 PM[d],12:24:00 PM,12:32 PM[d],12:40:00 PM,12:48 PM[d],12:57:00 PM,1:05 PM[d],1:13:00 PM,1:21 PM[d],1:29:00 PM,1:37 PM[d],1:45:00 PM,1:53 PM[d],2:01:00 PM,2:09 PM[d],2:17:00 PM,2:25 PM[d],2:33:00 PM,2:39 PM[n],2:45:00 PM,2:52 PM[d],2:58:00 PM,3:04 PM[n],3:10:00 PM,3:16 PM[d],3:22:00 PM,3:28 PM[n],3:34:00 PM,3:40 PM[d],3:46:00 PM,3:52 PM[n],3:58:00 PM,4:04 PM[d],4:11:00 PM,4:16 PM[n],4:22:00 PM,4:28 PM[d],4:35:00 PM,4:39 PM[n],4:44:00 PM,4:51 PM[d],4:56:00 PM,5:03 PM[n],5:10:00 PM,5:16 PM[d],5:22:00 PM,5:28 PM[n],5:34:00 PM,5:40 PM[d],5:46:00 PM,5:52 PM[n],5:57:00 PM,6:02 PM[d],6:07:00 PM,6:14 PM[n],6:19:00 PM,6:25 PM[d],6:29:00 PM,6:34 PM[n],6:39:00 PM,6:45 PM[d],6:51:00 PM,6:57 PM[n],7:01:00 PM,7:10 PM[d],7:20:00 PM,7:22 PM[n],7:31:00 PM,7:35 PM[d],7:43:00 PM,7:49 PM[n],7:54:00 PM,8:19:00 PM,8:30:00 PM,8:42:00 PM,8:54:00 PM,9:10:00 PM,9:21:00 PM,9:33:00 PM,9:45:00 PM,9:57:00 PM,10:09:00 PM,10:21:00 PM,10:33:00 PM,10:45:00 PM,10:57:00 PM,11:05:00 PM,11:16:00 PM,11:29:00 PM,11:48:00 PM,12:07:00 AM,12:23:00 AM,12:37:00 AM,12:49:00 AM,1:04:00 AM,1:22 AM[g],,,
HURONTARIO ST at EGLINTON AVE,4:50:00 AM,4:59 AM[d],5:09:00 AM,5:16 AM[d],5:25:00 AM,5:30 AM[d],5:41:00 AM,5:44 AM[d],5:56:00 AM,6:03 AM[d],6:10:00 AM,6:15 AM[d],6:22:00 AM,6:30 AM[d],6:35:00 AM,6:40 AM[d],6:44:00 AM,6:50 AM[d],6:56:00 AM,7:05:00 AM,7:06 AM[d],7:07:00 AM,7:15 AM[d],7:19:00 AM,7:25:00 AM,7:30:00 AM,7:34 AM[d],7:42:00 AM,7:47 AM[d],7:55:00 AM,7:59 AM[d],8:07:00 AM,8:11 AM[d],8:19:00 AM,8:24 AM[d],8:31:00 AM,8:37 AM[d],8:43:00 AM,8:48 AM[d],8:55:00 AM,9:01 AM[d],9:06:00 AM,9:12 AM[d],9:18:00 AM,9:24 AM[d],9:30:00 AM,9:35 AM[d],9:41:00 AM,9:46 AM[d],9:52:00 AM,9:57 AM[d],10:05:00 AM,10:13 AM[d],10:22:00 AM,10:29 AM[d],10:36:00 AM,10:44 AM[d],10:52:00 AM,11:00 AM[d],11:08:00 AM,11:16 AM[d],11:24:00 AM,11:32 AM[d],11:40:00 AM,11:48 AM[d],11:56:00 AM,12:04 PM[d],12:13:00 PM,12:21 PM[d],12:29:00 PM,12:37 PM[d],12:45:00 PM,12:53 PM[d],1:02:00 PM,1:10 PM[d],1:18:00 PM,1:26 PM[d],1:34:00 PM,1:42 PM[d],1:50:00 PM,1:58 PM[d],2:06:00 PM,2:14 PM[d],2:22:00 PM,2:30 PM[d],2:38:00 PM,2:44 PM[n],2:51:00 PM,2:58 PM[d],3:04:00 PM,3:10 PM[n],3:16:00 PM,3:22 PM[d],3:28:00 PM,3:35 PM[n],3:40:00 PM,3:46 PM[d],3:52:00 PM,3:59 PM[n],4:04:00 PM,4:10 PM[d],4:17:00 PM,4:23 PM[n],4:28:00 PM,4:34 PM[d],4:41:00 PM,4:46 PM[n],4:50:00 PM,4:57 PM[d],5:02:00 PM,5:10 PM[n],5:16:00 PM,5:22 PM[d],5:28:00 PM,5:35 PM[n],5:40:00 PM,5:46 PM[d],5:52:00 PM,5:59 PM[n],6:03:00 PM,6:08 PM[d],6:13:00 PM,6:20 PM[n],6:25:00 PM,6:31 PM[d],6:34:00 PM,6:39 PM[n],6:44:00 PM,6:50 PM[d],6:56:00 PM,7:02 PM[n],7:06:00 PM,7:15 PM[d],7:25:00 PM,7:27 PM[n],7:36:00 PM,7:40 PM[d],7:48:00 PM,7:53 PM[n],7:58:00 PM,8:23:00 PM,8:34:00 PM,8:46:00 PM,8:58:00 PM,9:14:00 PM,9:25:00 PM,9:37:00 PM,9:49:00 PM,10:01:00 PM,10:13:00 PM,10:25:00 PM,10:37:00 PM,10:49:00 PM,11:01:00 PM,11:09:00 PM,11:20:00 PM,11:33:00 PM,11:52:00 PM,12:11:00 AM,12:27:00 AM,12:41:00 AM,12:53:00 AM,1:08:00 AM,1:26 AM[g],,,
CITY CENTRE BUS TERMINAL PLATFORM D,4:33:00 AM,4:44:00 AM,4:55:00 AM,5:04 AM[d],5:14:00 AM,5:21 AM[d],5:31:00 AM,5:36 AM[d],5:47:00 AM,5:50 AM[d],6:02:00 AM,6:10 AM[d],6:17:00 AM,6:22 AM[d],6:29:00 AM,6:37 AM[d],6:42:00 AM,6:47 AM[d],6:51:00 AM,6:57 AM[d],7:03:00 AM,7:13:00 AM,7:14 AM[d],7:15:00 AM,7:23 AM[d],7:27:00 AM,7:33:00 AM,7:38:00 AM,7:42 AM[d],7:50:00 AM,7:55 AM[d],7:56 AM[G],8:03:00 AM,8:07 AM[d],8:15:00 AM,8:19 AM[d],8:27:00 AM,8:32 AM[d],8:39:00 AM,8:45 AM[d],8:51:00 AM,8:56 AM[d],9:03:00 AM,9:09 AM[d],9:14:00 AM,9:20 AM[d],9:26:00 AM,9:32 AM[d],9:38:00 AM,9:43 AM[d],9:49:00 AM,9:54 AM[d],10:00:00 AM,10:05 AM[d],10:13:00 AM,10:21 AM[d],10:30:00 AM,10:37 AM[d],10:44:00 AM,10:52 AM[d],11:00:00 AM,11:08 AM[d],11:16:00 AM,11:24 AM[d],11:32:00 AM,11:40 AM[d],11:48:00 AM,11:56 AM[d],12:04:00 PM,12:12 PM[d],12:21:00 PM,12:29 PM[d],12:37:00 PM,12:45 PM[d],12:53:00 PM,1:01 PM[d],1:10:00 PM,1:18 PM[d],1:26:00 PM,1:34 PM[d],1:42:00 PM,1:50 PM[d],1:58:00 PM,2:06 PM[d],2:14:00 PM,2:22 PM[d],2:30:00 PM,2:38 PM[d],2:46:00 PM,2:52 PM[n],2:59:00 PM,3:06 PM[d],3:12:00 PM,3:18 PM[n],3:25:00 PM,3:31 PM[d],3:37:00 PM,3:44 PM[n],3:49:00 PM,3:55 PM[d],4:01:00 PM,4:08 PM[n],4:13:00 PM,4:19 PM[d],4:26:00 PM,4:32 PM[n],4:37:00 PM,4:43 PM[d],4:50:00 PM,4:55 PM[n],4:59:00 PM,5:06 PM[d],5:11:00 PM,5:19 PM[n],5:25:00 PM,5:31 PM[d],5:37:00 PM,5:44 PM[n],5:49:00 PM,5:55 PM[d],6:01:00 PM,6:08 PM[n],6:12:00 PM,6:17 PM[d],6:22:00 PM,6:29 PM[n],6:34:00 PM,6:39 PM[d],6:42:00 PM,6:47 PM[n],6:52:00 PM,6:58 PM[d],7:04:00 PM,7:10 PM[n],7:14:00 PM,7:23 PM[d],7:33:00 PM,7:35 PM[n],7:44:00 PM,7:48 PM[d],7:56:00 PM,8:01 PM[n],8:06:00 PM,8:31:00 PM,8:42:00 PM,8:53:00 PM,9:05:00 PM,9:21:00 PM,9:32:00 PM,9:44:00 PM,9:56:00 PM,10:08:00 PM,10:20:00 PM,10:32:00 PM,10:44:00 PM,10:56:00 PM,11:08:00 PM,11:16:00 PM,11:27:00 PM,11:40:00 PM,11:59:00 PM,12:16:00 AM,12:35:00 AM,12:46:00 AM,12:58:00 AM,1:16:00 AM,1:31 AM[g]
HURONTARIO ST at BURNHAMTHORPE RD W,4:36:00 AM,4:47:00 AM,4:58:00 AM,5:08 AM[d],5:18:00 AM,5:25 AM[d],5:35:00 AM,5:40 AM[d],5:51:00 AM,5:54 AM[d],6:07:00 AM,6:15 AM[d],6:22:00 AM,6:27 AM[d],6:34:00 AM,6:42 AM[d],6:47:00 AM,6:53 AM[d],6:57:00 AM,7:03 AM[d],7:09:00 AM,7:19:00 AM,7:20 AM[d],7:21:00 AM,7:29 AM[d],7:33:00 AM,7:39:00 AM,7:44:00 AM,7:48 AM[d],7:56:00 AM,8:01 AM[d],8:02 AM[G],8:09:00 AM,8:13 AM[d],8:21:00 AM,8:25 AM[d],8:33:00 AM,8:38 AM[d],8:45:00 AM,8:51 AM[d],8:57:00 AM,9:02 AM[d],9:10:00 AM,9:16 AM[d],9:20:00 AM,9:26 AM[d],9:32:00 AM,9:38 AM[d],9:44:00 AM,9:49 AM[d],9:55:00 AM,10:00 AM[d],10:06:00 AM,10:11 AM[d],10:19:00 AM,10:27 AM[d],10:36:00 AM,10:43 AM[d],10:50:00 AM,10:58 AM[d],11:06:00 AM,11:14 AM[d],11:22:00 AM,11:30 AM[d],11:38:00 AM,11:46 AM[d],11:55:00 AM,12:03 PM[d],12:11:00 PM,12:19 PM[d],12:28:00 PM,12:36 PM[d],12:44:00 PM,12:52 PM[d],1:00:00 PM,1:08 PM[d],1:17:00 PM,1:25 PM[d],1:33:00 PM,1:41 PM[d],1:49:00 PM,1:57 PM[d],2:05:00 PM,2:13 PM[d],2:21:00 PM,2:29 PM[d],2:37:00 PM,2:45 PM[d],2:54:00 PM,3:00 PM[n],3:07:00 PM,3:13 PM[d],3:20:00 PM,3:26 PM[n],3:33:00 PM,3:39 PM[d],3:45:00 PM,3:52 PM[n],3:57:00 PM,4:03 PM[d],4:09:00 PM,4:16 PM[n],4:21:00 PM,4:27 PM[d],4:34:00 PM,4:40 PM[n],4:45:00 PM,4:51 PM[d],4:58:00 PM,5:03 PM[n],5:07:00 PM,5:14 PM[d],5:19:00 PM,5:27 PM[n],5:33:00 PM,5:39 PM[d],5:45:00 PM,5:52 PM[n],5:57:00 PM,6:03 PM[d],6:08:00 PM,6:15 PM[n],6:19:00 PM,6:24 PM[d],6:29:00 PM,6:36 PM[n],6:41:00 PM,6:46 PM[d],6:49:00 PM,6:54 PM[n],6:59:00 PM,7:04 PM[d],7:10:00 PM,7:16 PM[n],7:20:00 PM,7:29 PM[d],7:39:00 PM,7:41 PM[n],7:50:00 PM,7:54 PM[d],8:02:00 PM,8:07 PM[n],8:12:00 PM,8:37:00 PM,8:48:00 PM,8:59:00 PM,9:11:00 PM,9:27:00 PM,9:37:00 PM,9:49:00 PM,10:01:00 PM,10:13:00 PM,10:24:00 PM,10:36:00 PM,10:48:00 PM,11:00:00 PM,11:12:00 PM,11:20:00 PM,11:31:00 PM,11:44:00 PM,12:03:00 AM,12:20:00 AM,12:39:00 AM,12:50:00 AM,1:02:00 AM,1:20:00 AM,
HURONTARIO ST at DUNDAS ST W,4:41:00 AM,4:53:00 AM,5:04:00 AM,5:14 AM[d],5:24:00 AM,5:31 AM[d],5:42:00 AM,5:47 AM[d],5:58:00 AM,6:01 AM[d],6:14:00 AM,6:22 AM[d],6:29:00 AM,6:35 AM[d],6:42:00 AM,6:51 AM[d],6:56:00 AM,7:02 AM[d],7:07:00 AM,7:13 AM[d],7:19:00 AM,7:29:00 AM,7:30 AM[d],7:31:00 AM,7:39 AM[d],7:43:00 AM,7:49:00 AM,7:54:00 AM,7:58 AM[d],8:06:00 AM,8:11 AM[d],8:12 AM[G],8:19:00 AM,8:23 AM[d],8:31:00 AM,8:35 AM[d],8:43:00 AM,8:48 AM[d],8:55:00 AM,9:01 AM[d],9:06:00 AM,9:11 AM[d],9:19:00 AM,9:24 AM[d],9:28:00 AM,9:34 AM[d],9:40:00 AM,9:46 AM[d],9:52:00 AM,9:57 AM[d],10:03:00 AM,10:08 AM[d],10:14:00 AM,10:19 AM[d],10:27:00 AM,10:36 AM[d],10:45:00 AM,10:52 AM[d],10:59:00 AM,11:07 AM[d],11:15:00 AM,11:23 AM[d],11:31:00 AM,11:39 AM[d],11:47:00 AM,11:55 AM[d],12:04:00 PM,12:12 PM[d],12:20:00 PM,12:28 PM[d],12:37:00 PM,12:45 PM[d],12:53:00 PM,1:01 PM[d],1:09:00 PM,1:17 PM[d],1:26:00 PM,1:34 PM[d],1:42:00 PM,1:50 PM[d],1:58:00 PM,2:06 PM[d],2:14:00 PM,2:22 PM[d],2:30:00 PM,2:38 PM[d],2:46:00 PM,2:54 PM[d],3:03:00 PM,3:09 PM[n],3:16:00 PM,3:23 PM[d],3:30:00 PM,3:36 PM[n],3:43:00 PM,3:49 PM[d],3:55:00 PM,4:02 PM[n],4:07:00 PM,4:13 PM[d],4:19:00 PM,4:26 PM[n],4:31:00 PM,4:37 PM[d],4:44:00 PM,4:50 PM[n],4:55:00 PM,5:01 PM[d],5:08:00 PM,5:13 PM[n],5:17:00 PM,5:24 PM[d],5:29:00 PM,5:37 PM[n],5:43:00 PM,5:49 PM[d],5:55:00 PM,6:02 PM[n],6:06:00 PM,6:12 PM[d],6:17:00 PM,6:23 PM[n],6:27:00 PM,6:32 PM[d],6:37:00 PM,6:44 PM[n],6:49:00 PM,6:54 PM[d],6:57:00 PM,7:02 PM[n],7:07:00 PM,7:12 PM[d],7:18:00 PM,7:24 PM[n],7:28:00 PM,7:37 PM[d],7:47:00 PM,7:49 PM[n],7:58:00 PM,8:02 PM[d],8:10:00 PM,8:15 PM[n],8:20:00 PM,8:45:00 PM,8:56:00 PM,9:07:00 PM,9:19:00 PM,9:34:00 PM,9:44:00 PM,9:56:00 PM,10:08:00 PM,10:20:00 PM,10:31:00 PM,10:43:00 PM,10:55:00 PM,11:06:00 PM,11:18:00 PM,11:26:00 PM,11:37:00 PM,11:50:00 PM,12:09:00 AM,12:26:00 AM,12:45:00 AM,12:56:00 AM,1:08:00 AM,1:26:00 AM,
HURONTARIO ST at HARBORN RD,4:44:00 AM,4:56:00 AM,5:07:00 AM,5:28:00 AM,5:46:00 AM,6:03:00 AM,6:20:00 AM,6:35:00 AM,6:48:00 AM,7:02:00 AM,7:14:00 AM,7:26:00 AM,7:36:00 AM,7:38:00 AM,7:50:00 AM,7:56:00 AM,8:01:00 AM,8:13:00 AM,8:19 AM[G],8:26:00 AM,8:38:00 AM,8:50:00 AM,9:02:00 AM,9:12:00 AM,9:25:00 AM,9:34:00 AM,9:46:00 AM,9:58:00 AM,10:09:00 AM,10:20:00 AM,10:33:00 AM,10:51:00 AM,11:05:00 AM,11:21:00 AM,11:37:00 AM,11:53:00 AM,12:10:00 PM,12:26:00 PM,12:43:00 PM,12:59:00 PM,1:15:00 PM,1:32:00 PM,1:48:00 PM,2:05:00 PM,2:21:00 PM,2:37:00 PM,2:53:00 PM,3:10:00 PM,3:23:00 PM,3:37:00 PM,3:50:00 PM,4:02:00 PM,4:14:00 PM,4:26:00 PM,4:38:00 PM,4:51:00 PM,5:02:00 PM,5:15:00 PM,5:24:00 PM,5:36:00 PM,5:50:00 PM,6:02:00 PM,6:12:00 PM,6:23:00 PM,6:33:00 PM,6:43:00 PM,6:55:00 PM,7:03:00 PM,7:13:00 PM,7:23:00 PM,7:33:00 PM,7:52:00 PM,8:03:00 PM,8:15:00 PM,8:25:00 PM,8:49:00 PM,9:00:00 PM,9:11:00 PM,9:23:00 PM,9:38:00 PM,9:48:00 PM,10:00:00 PM,10:12:00 PM,10:24:00 PM,10:35:00 PM,10:47:00 PM,10:59:00 PM,11:10:00 PM,11:22:00 PM,11:30:00 PM,11:41:00 PM,11:54:00 PM,12:13:00 AM,12:30:00 AM,12:49:00 AM,1:00:00 AM,1:12:00 AM,1:30:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO ST south of INDIAN VALLEY TRAIL,4:46:00 AM,4:58:00 AM,5:09:00 AM,5:30:00 AM,5:48:00 AM,6:05:00 AM,6:22:00 AM,6:37:00 AM,6:50:00 AM,7:05:00 AM,7:17:00 AM,7:29:00 AM,7:39:00 AM,7:41:00 AM,7:53:00 AM,7:59:00 AM,8:04:00 AM,8:16:00 AM,8:22 AM[G],8:29:00 AM,8:41:00 AM,8:53:00 AM,9:05:00 AM,9:15:00 AM,9:27:00 AM,9:36:00 AM,9:48:00 AM,10:00:00 AM,10:11:00 AM,10:22:00 AM,10:35:00 AM,10:53:00 AM,11:07:00 AM,11:23:00 AM,11:39:00 AM,11:55:00 AM,12:12:00 PM,12:28:00 PM,12:45:00 PM,1:01:00 PM,1:17:00 PM,1:34:00 PM,1:50:00 PM,2:07:00 PM,2:23:00 PM,2:39:00 PM,2:55:00 PM,3:12:00 PM,3:25:00 PM,3:39:00 PM,3:52:00 PM,4:04:00 PM,4:16:00 PM,4:28:00 PM,4:40:00 PM,4:53:00 PM,5:04:00 PM,5:17:00 PM,5:26:00 PM,5:38:00 PM,5:52:00 PM,6:04:00 PM,6:14:00 PM,6:25:00 PM,6:35:00 PM,6:45:00 PM,6:57:00 PM,7:05:00 PM,7:15:00 PM,7:25:00 PM,7:35:00 PM,7:54:00 PM,8:05:00 PM,8:17:00 PM,8:27:00 PM,8:51:00 PM,9:02:00 PM,9:13:00 PM,9:25:00 PM,9:40:00 PM,9:50:00 PM,10:02:00 PM,10:14:00 PM,10:26:00 PM,10:37:00 PM,10:49:00 PM,11:01:00 PM,11:12:00 PM,11:24:00 PM,11:32:00 PM,11:43:00 PM,11:56:00 PM,12:15:00 AM,12:32:00 AM,12:51:00 AM,1:02:00 AM,1:14:00 AM,1:32:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO ST at MINEOLA RD W,4:46:00 AM,4:58:00 AM,5:09:00 AM,5:30:00 AM,5:48:00 AM,6:05:00 AM,6:22:00 AM,6:38:00 AM,6:51:00 AM,7:06:00 AM,7:18:00 AM,7:30:00 AM,7:40:00 AM,7:42:00 AM,7:54:00 AM,8:00:00 AM,8:05:00 AM,8:17:00 AM,8:23 AM[G],8:30:00 AM,8:42:00 AM,8:54:00 AM,9:06:00 AM,9:16:00 AM,9:28:00 AM,9:37:00 AM,9:49:00 AM,10:01:00 AM,10:12:00 AM,10:23:00 AM,10:36:00 AM,10:54:00 AM,11:08:00 AM,11:24:00 AM,11:40:00 AM,11:56:00 AM,12:13:00 PM,12:29:00 PM,12:46:00 PM,1:02:00 PM,1:18:00 PM,1:35:00 PM,1:51:00 PM,2:08:00 PM,2:24:00 PM,2:40:00 PM,2:56:00 PM,3:13:00 PM,3:26:00 PM,3:40:00 PM,3:53:00 PM,4:05:00 PM,4:17:00 PM,4:29:00 PM,4:41:00 PM,4:54:00 PM,5:05:00 PM,5:18:00 PM,5:27:00 PM,5:39:00 PM,5:53:00 PM,6:05:00 PM,6:14:00 PM,6:25:00 PM,6:35:00 PM,6:45:00 PM,6:57:00 PM,7:05:00 PM,7:15:00 PM,7:25:00 PM,7:35:00 PM,7:54:00 PM,8:05:00 PM,8:17:00 PM,8:27:00 PM,8:51:00 PM,9:02:00 PM,9:13:00 PM,9:25:00 PM,9:40:00 PM,9:50:00 PM,10:02:00 PM,10:14:00 PM,10:26:00 PM,10:37:00 PM,10:49:00 PM,11:01:00 PM,11:12:00 PM,11:24:00 PM,11:32:00 PM,11:43:00 PM,11:56:00 PM,12:15:00 AM,12:32:00 AM,12:51:00 AM,1:02:00 AM,1:14:00 AM,1:32:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORT CREDIT GO STATION PLATFORM C,4:50:00 AM,5:02:00 AM,5:13:00 AM,5:34:00 AM,5:52:00 AM,6:09:00 AM,6:26:00 AM,6:42:00 AM,6:55:00 AM,7:10:00 AM,7:22:00 AM,7:34:00 AM,7:44:00 AM,7:46:00 AM,7:58:00 AM,8:04:00 AM,8:09:00 AM,8:21:00 AM,8:27 AM[G],8:34:00 AM,8:46:00 AM,8:58:00 AM,9:10:00 AM,9:20:00 AM,9:32:00 AM,9:41:00 AM,9:53:00 AM,10:05:00 AM,10:16:00 AM,10:27:00 AM,10:40:00 AM,10:58:00 AM,11:12:00 AM,11:28:00 AM,11:44:00 AM,12:00:00 PM,12:17:00 PM,12:33:00 PM,12:50:00 PM,1:06:00 PM,1:22:00 PM,1:39:00 PM,1:55:00 PM,2:12:00 PM,2:28:00 PM,2:44:00 PM,3:00:00 PM,3:17:00 PM,3:30:00 PM,3:44:00 PM,3:57:00 PM,4:09:00 PM,4:21:00 PM,4:33:00 PM,4:45:00 PM,4:58:00 PM,5:09:00 PM,5:22:00 PM,5:31:00 PM,5:43:00 PM,5:57:00 PM,6:09:00 PM,6:18:00 PM,6:29:00 PM,6:39:00 PM,6:49:00 PM,7:01:00 PM,7:09:00 PM,7:19:00 PM,7:29:00 PM,7:39:00 PM,7:58:00 PM,8:09:00 PM,8:21:00 PM,8:31:00 PM,8:55:00 PM,9:06:00 PM,9:17:00 PM,9:29:00 PM,9:44:00 PM,9:54:00 PM,10:06:00 PM,10:18:00 PM,10:30:00 PM,10:41:00 PM,10:53:00 PM,11:05:00 PM,11:16:00 PM,11:28:00 PM,11:36:00 PM,11:47:00 PM,12:00:00 AM,12:19:00 AM,12:36:00 AM,12:55:00 AM,1:06:00 AM,1:18:00 AM,1:36:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
