CLARKSON GO STATION PLATFORM A,4:45:00 AM,5:18:00 AM,5:51:00 AM,6:24:00 AM,6:57:00 AM,7:30:00 AM,8:03:00 AM,8:36:00 AM,9:09:00 AM,9:42:00 AM,10:15:00 AM,10:48:00 AM,11:21:00 AM,11:54:00 AM,12:27:00 PM,1:00:00 PM,1:33:00 PM,2:06:00 PM,2:39:00 PM,3:12:00 PM,3:45:00 PM,4:18:00 PM,4:51:00 PM,5:24:00 PM,5:57:00 PM,6:30:00 PM,7:03:00 PM,7:36:00 PM,8:09:00 PM,8:42:00 PM,9:15:00 PM,9:48:00 PM,10:21:00 PM,10:54:00 PM,11:27:00 PM,12:00:00 AM,12:33:00 AM,1:18:00 AM
SOUTHDOWN RD at TRUSCOTT DR,4:48:00 AM,5:21:00 AM,5:54:00 AM,6:27:00 AM,7:00:00 AM,7:33:00 AM,8:06:00 AM,8:39:00 AM,9:12:00 AM,9:45:00 AM,10:18:00 AM,10:51:00 AM,11:24:00 AM,11:57:00 AM,12:30:00 PM,1:03:00 PM,1:36:00 PM,2:09:00 PM,2:42:00 PM,3:15:00 PM,3:48:00 PM,4:21:00 PM,4:54:00 PM,5:27:00 PM,6:00:00 PM,6:33:00 PM,7:06:00 PM,7:39:00 PM,8:12:00 PM,8:45:00 PM,9:18:00 PM,9:51:00 PM,10:24:00 PM,10:57:00 PM,11:30:00 PM,12:03:00 AM,12:36:00 AM,1:21:00 AM
ERIN MILLS PKY at FOWLER DR,4:51:00 AM,5:24:00 AM,5:57:00 AM,6:30:00 AM,7:03:00 AM,7:36:00 AM,8:09:00 AM,8:42:00 AM,9:15:00 AM,9:48:00 AM,10:21:00 AM,10:54:00 AM,11:27:00 AM,12:00:00 PM,12:33:00 PM,1:06:00 PM,1:39:00 PM,2:12:00 PM,2:45:00 PM,3:18:00 PM,3:51:00 PM,4:24:00 PM,4:57:00 PM,5:30:00 PM,6:03:00 PM,6:36:00 PM,7:09:00 PM,7:42:00 PM,8:15:00 PM,8:48:00 PM,9:21:00 PM,9:54:00 PM,10:27:00 PM,11:00:00 PM,11:33:00 PM,12:06:00 AM,12:39:00 AM,1:24:00 AM
ERIN MILLS PKY at DUNDAS ST W,4:55:00 AM,5:28:00 AM,6:01:00 AM,6:34:00 AM,7:07:00 AM,7:40:00 AM,8:13:00 AM,8:46:00 AM,9:19:00 AM,9:52:00 AM,10:25:00 AM,10:58:00 AM,11:31:00 AM,12:04:00 PM,12:37:00 PM,1:10:00 PM,1:43:00 PM,2:16:00 PM,2:49:00 PM,3:22:00 PM,3:55:00 PM,4:28:00 PM,5:01:00 PM,5:34:00 PM,6:07:00 PM,6:40:00 PM,7:13:00 PM,7:46:00 PM,8:19:00 PM,8:52:00 PM,9:25:00 PM,9:58:00 PM,10:31:00 PM,11:04:00 PM,11:37:00 PM,12:10:00 AM,12:43:00 AM,1:28:00 AM
SOUTH MILLWAY at FIFTH LINE W,4:57:00 AM,5:30:00 AM,6:03:00 AM,6:36:00 AM,7:09:00 AM,7:42:00 AM,8:15:00 AM,8:48:00 AM,9:21:00 AM,9:54:00 AM,10:27:00 AM,11:00:00 AM,11:33:00 AM,12:06:00 PM,12:39:00 PM,1:12:00 PM,1:45:00 PM,2:18:00 PM,2:51:00 PM,3:24:00 PM,3:57:00 PM,4:30:00 PM,5:03:00 PM,5:36:00 PM,6:09:00 PM,6:42:00 PM,7:15:00 PM,7:48:00 PM,8:21:00 PM,8:54:00 PM,9:27:00 PM,10:00:00 PM,10:33:00 PM,11:06:00 PM,11:39:00 PM,12:12:00 AM,12:45:00 AM,1:30:00 AM
SOUTH COMMON CENTRE BUS TERMINAL PLATFORM D,5:02:00 AM,5:35:00 AM,6:08:00 AM,6:41:00 AM,7:14:00 AM,7:47:00 AM,8:20:00 AM,8:53:00 AM,9:26:00 AM,9:59:00 AM,10:32:00 AM,11:05:00 AM,11:38:00 AM,12:11:00 PM,12:44:00 PM,1:17:00 PM,1:50:00 PM,2:23:00 PM,2:56:00 PM,3:29:00 PM,4:02:00 PM,4:35:00 PM,5:08:00 PM,5:41:00 PM,6:14:00 PM,6:47:00 PM,7:20:00 PM,7:53:00 PM,8:26:00 PM,8:59:00 PM,9:32:00 PM,10:05:00 PM,10:38:00 PM,11:11:00 PM,11:44:00 PM,12:17:00 AM,12:50:00 AM,1:35:00 AM
GLEN ERIN DR at FOLKWAY DR,5:05:00 AM,5:38:00 AM,6:11:00 AM,6:44:00 AM,7:17:00 AM,7:50:00 AM,8:23:00 AM,8:56:00 AM,9:29:00 AM,10:02:00 AM,10:35:00 AM,11:08:00 AM,11:41:00 AM,12:14:00 PM,12:47:00 PM,1:20:00 PM,1:53:00 PM,2:26:00 PM,2:59:00 PM,3:32:00 PM,4:05:00 PM,4:38:00 PM,5:11:00 PM,5:44:00 PM,6:17:00 PM,6:50:00 PM,7:23:00 PM,7:56:00 PM,8:29:00 PM,9:02:00 PM,9:35:00 PM,10:08:00 PM,10:41:00 PM,11:14:00 PM,11:47:00 PM,12:20:00 AM,12:53:00 AM,1:38:00 AM
GLEN ERIN DR at EGLINTON AVE,5:08:00 AM,5:41:00 AM,6:14:00 AM,6:47:00 AM,7:20:00 AM,7:53:00 AM,8:26:00 AM,8:59:00 AM,9:32:00 AM,10:05:00 AM,10:38:00 AM,11:11:00 AM,11:44:00 AM,12:17:00 PM,12:50:00 PM,1:23:00 PM,1:56:00 PM,2:29:00 PM,3:02:00 PM,3:35:00 PM,4:08:00 PM,4:41:00 PM,5:14:00 PM,5:47:00 PM,6:20:00 PM,6:53:00 PM,7:26:00 PM,7:59:00 PM,8:32:00 PM,9:05:00 PM,9:38:00 PM,10:11:00 PM,10:44:00 PM,11:17:00 PM,11:50:00 PM,12:23:00 AM,12:56:00 AM,1:41:00 AM
ERIN MILLS TOWN CENTRE BUS TERMINAL PLATFORM A,5:14:00 AM,5:47:00 AM,6:20:00 AM,6:53:00 AM,7:26:00 AM,7:59:00 AM,8:32:00 AM,9:05:00 AM,9:38:00 AM,10:11:00 AM,10:44:00 AM,11:17:00 AM,11:50:00 AM,12:23:00 PM,12:56:00 PM,1:29:00 PM,2:02:00 PM,2:35:00 PM,3:08:00 PM,3:41:00 PM,4:14:00 PM,4:47:00 PM,5:20:00 PM,5:53:00 PM,6:26:00 PM,6:59:00 PM,7:32:00 PM,8:05:00 PM,8:38:00 PM,9:11:00 PM,9:44:00 PM,10:17:00 PM,10:50:00 PM,11:23:00 PM,11:56:00 PM,12:29:00 AM,1:02:00 AM,1:47:00 AM
GLEN ERIN DR at THOMAS ST,5:19:00 AM,5:52:00 AM,6:25:00 AM,6:58:00 AM,7:31:00 AM,8:04:00 AM,8:37:00 AM,9:10:00 AM,9:43:00 AM,10:16:00 AM,10:49:00 AM,11:22:00 AM,11:55:00 AM,12:28:00 PM,1:01:00 PM,1:34:00 PM,2:07:00 PM,2:40:00 PM,3:13:00 PM,3:46:00 PM,4:19:00 PM,4:52:00 PM,5:25:00 PM,5:58:00 PM,6:31:00 PM,7:04:00 PM,7:37:00 PM,8:10:00 PM,8:43:00 PM,9:16:00 PM,9:49:00 PM,10:22:00 PM,10:55:00 PM,11:28:00 PM,12:01:00 AM,12:34:00 AM,1:07:00 AM,1:52:00 AM
