OGDEN AVE at STRATHY AVE,2:45 PM[G],2:50 PM[G]
CAWTHRA RD at NORTH SERVICE RD,2:51 PM[G],2:56 PM[G]
CAWTHRA RD at DUNDAS ST,2:54 PM[G],2:59 PM[G]
CAWTHRA RD at SANTEE GATE,2:57 PM[G],3:02 PM[G]
BURNHAMTHORPE RD E at MOLLY AVE,3:00 PM[G],3:05 PM[G]
BURNHAMTHORPE RD E at HURONTARIO ST,3:05 PM[G],3:10 PM[G]
CITY CENTRE BUS TERMINAL PLATFORM L,3:11 PM[G],3:16 PM[G]
