ISLINGTON SUBWAY BUS TERMINAL PLATFORM A,5:25:00 AM,6:40:00 AM,6:57:00 AM,7:12:00 AM,7:27:00 AM,7:40:00 AM,8:00:00 AM,8:15:00 AM,8:30:00 AM,8:45:00 AM,9:00:00 AM,9:15:00 AM,9:30:00 AM,9:51:00 AM
DUNDAS ST at BILLINGHAM RD,5:31:00 AM,6:46:00 AM,7:03:00 AM,7:18:00 AM,7:33:00 AM,7:46:00 AM,8:06:00 AM,8:21:00 AM,8:37:00 AM,8:52:00 AM,9:06:00 AM,9:21:00 AM,9:36:00 AM,9:57:00 AM
MISSISSAUGA RD at DERRY RD,5:47:00 AM,7:03:00 AM,7:21:00 AM,7:39:00 AM,7:54:00 AM,8:07:00 AM,8:27:00 AM,8:42:00 AM,8:56:00 AM,9:09:00 AM,9:22:00 AM,9:36:00 AM,9:51:00 AM,10:12:00 AM
FINANCIAL DR FIRST STOP south of SYNTEX CRT,5:49:00 AM,7:06:00 AM,7:24:00 AM,7:42:00 AM,7:57:00 AM,8:10:00 AM,8:29:00 AM,8:44:00 AM,8:58:00 AM,9:11:00 AM,9:24:00 AM,9:38:00 AM,9:53:00 AM,10:14:00 AM
FINANCIAL DR FOURTH STOP south of SYNTEX CRT,5:51:00 AM,7:08:00 AM,7:26:00 AM,7:44:00 AM,7:59:00 AM,8:12:00 AM,8:31:00 AM,8:46:00 AM,8:59:00 AM,9:12:00 AM,9:25:00 AM,9:39:00 AM,9:54:00 AM,10:15:00 AM
MEADOWVALE BLVD at MISSISSAUGA RD,5:55:00 AM,7:13:00 AM,7:31:00 AM,7:49:00 AM,8:04:00 AM,8:17:00 AM,8:36:00 AM,8:51:00 AM,9:03:00 AM,9:16:00 AM,9:29:00 AM,9:43:00 AM,9:58:00 AM,10:19:00 AM
SYNTEX DR at DERRY RD,5:58:00 AM,7:16:00 AM,7:34:00 AM,7:52:00 AM,8:07:00 AM,8:20:00 AM,8:39:00 AM,8:54:00 AM,9:06:00 AM,9:18:00 AM,9:31:00 AM,9:45:00 AM,10:00:00 AM,10:21:00 AM
ARGENTIA RD at MISSISSAUGA RD,6:04:00 AM,7:24:00 AM,7:42:00 AM,8:00:00 AM,8:15:00 AM,8:27:00 AM,8:45:00 AM,8:59:00 AM,9:11:00 AM,9:22:00 AM,9:34:00 AM,9:48:00 AM,10:03:00 AM,10:24:00 AM
ARGENTIA RD at CREDITVIEW RD,6:07:00 AM,7:27:00 AM,7:45:00 AM,8:03:00 AM,8:18:00 AM,8:29:00 AM,8:47:00 AM,9:01:00 AM,9:13:00 AM,9:24:00 AM,9:36:00 AM,9:50:00 AM,10:05:00 AM,10:26:00 AM
