TRELAWNY CIR at MOCKINGBIRD LANES,6:03:00 AM,6:27:00 AM,6:49:00 AM,7:11:00 AM,7:36:00 AM
TRELAWNY CIRCLE at DOUG LEAVENS BLVD,6:07:00 AM,6:31:00 AM,6:53:00 AM,7:15:00 AM,7:40:00 AM
LISGAR DR north of DOUG LEAVENS BLVD,6:08:00 AM,6:32:00 AM,6:54:00 AM,7:16:00 AM,7:41:00 AM
LISGAR DR at YARROW AVE,6:10:00 AM,6:34:00 AM,6:56:00 AM,7:18:00 AM,7:43:00 AM
ROSEHURST DR at WATERFALL CRES (north leg),6:14:00 AM,6:38:00 AM,7:00:00 AM,7:22:00 AM,7:47:00 AM
TENTH LINE at DOVERWOOD DR,6:17:00 AM,6:41:00 AM,7:03:00 AM,7:25:00 AM,7:50:00 AM
LISGAR GO STATION PLATFORM A,6:19:00 AM,6:43:00 AM,7:05:00 AM,7:27:00 AM,7:52:00 AM
