TRILLIUM HOSPITAL BUS TERMINAL,5:23:00 AM,5:46:00 AM,6:07:00 AM,6:30:00 AM,6:48:00 AM,6:56:00 AM,7:10:00 AM,7:18:00 AM,7:35:00 AM,7:51:00 AM,8:08:00 AM,8:25:00 AM,8:41:00 AM,8:58:00 AM,9:12:00 AM,9:33:00 AM,9:57:00 AM,10:19:00 AM,10:42:00 AM,11:05:00 AM,11:27:00 AM,11:50:00 AM,12:13:00 PM,12:34:00 PM,12:57:00 PM,1:19:00 PM,1:42:00 PM,2:07:00 PM,2:29:00 PM,2:55:00 PM,3:08:00 PM,3:20:00 PM,3:42:00 PM,3:57:00 PM,4:14:00 PM,4:29:00 PM,4:47:00 PM,5:03:00 PM,5:21:00 PM,5:35:00 PM,5:53:00 PM,6:09:00 PM,6:26:00 PM,6:40:00 PM,6:56:00 PM,7:17:00 PM,7:39:00 PM,7:59:00 PM,8:22:00 PM,8:43:00 PM,9:05:00 PM,9:26:00 PM,9:48:00 PM,10:09:00 PM,10:31:00 PM,10:52:00 PM,11:14:00 PM,11:35:00 PM
CONFEDERATION PKY at DUNDAS ST,5:27:00 AM,5:50:00 AM,6:11:00 AM,6:34:00 AM,6:52:00 AM,7:00:00 AM,7:14:00 AM,7:22:00 AM,7:39:00 AM,7:55:00 AM,8:12:00 AM,8:29:00 AM,8:45:00 AM,9:02:00 AM,9:16:00 AM,9:37:00 AM,10:01:00 AM,10:23:00 AM,10:46:00 AM,11:09:00 AM,11:31:00 AM,11:54:00 AM,12:17:00 PM,12:38:00 PM,1:01:00 PM,1:23:00 PM,1:46:00 PM,2:11:00 PM,2:33:00 PM,2:59:00 PM,3:12:00 PM,3:24:00 PM,3:46:00 PM,4:01:00 PM,4:18:00 PM,4:33:00 PM,4:51:00 PM,5:07:00 PM,5:25:00 PM,5:39:00 PM,5:57:00 PM,6:13:00 PM,6:30:00 PM,6:43:00 PM,6:59:00 PM,7:20:00 PM,7:42:00 PM,8:02:00 PM,8:25:00 PM,8:46:00 PM,9:08:00 PM,9:29:00 PM,9:51:00 PM,10:12:00 PM,10:34:00 PM,10:55:00 PM,11:17:00 PM,11:38:00 PM
REDMOND RD at FAIRVIEW RD,5:32:00 AM,5:55:00 AM,6:16:00 AM,6:40:00 AM,6:58:00 AM,7:06:00 AM,7:20:00 AM,7:28:00 AM,7:45:00 AM,8:01:00 AM,8:18:00 AM,8:35:00 AM,8:51:00 AM,9:07:00 AM,9:21:00 AM,9:42:00 AM,10:06:00 AM,10:28:00 AM,10:51:00 AM,11:14:00 AM,11:36:00 AM,11:59:00 AM,12:22:00 PM,12:43:00 PM,1:06:00 PM,1:28:00 PM,1:51:00 PM,2:16:00 PM,2:39:00 PM,3:05:00 PM,3:18:00 PM,3:30:00 PM,3:52:00 PM,4:07:00 PM,4:24:00 PM,4:39:00 PM,4:57:00 PM,5:13:00 PM,5:31:00 PM,5:45:00 PM,6:03:00 PM,6:19:00 PM,6:36:00 PM,6:49:00 PM,7:05:00 PM,7:26:00 PM,7:48:00 PM,8:08:00 PM,8:31:00 PM,8:52:00 PM,9:14:00 PM,9:35:00 PM,9:57:00 PM,10:18:00 PM,10:40:00 PM,11:01:00 PM,11:23:00 PM,11:44:00 PM
CONFEDERATION PKY at BURNHAMTHORPE RD,5:36:00 AM,5:59:00 AM,6:20:00 AM,6:44:00 AM,7:02:00 AM,7:10:00 AM,7:24:00 AM,7:32:00 AM,7:49:00 AM,8:05:00 AM,8:22:00 AM,8:39:00 AM,8:55:00 AM,9:11:00 AM,9:25:00 AM,9:46:00 AM,10:10:00 AM,10:32:00 AM,10:55:00 AM,11:18:00 AM,11:40:00 AM,12:03:00 PM,12:26:00 PM,12:47:00 PM,1:10:00 PM,1:32:00 PM,1:55:00 PM,2:20:00 PM,2:43:00 PM,3:09:00 PM,3:22:00 PM,3:34:00 PM,3:56:00 PM,4:11:00 PM,4:28:00 PM,4:43:00 PM,5:01:00 PM,5:17:00 PM,5:35:00 PM,5:49:00 PM,6:07:00 PM,6:23:00 PM,6:39:00 PM,6:52:00 PM,7:08:00 PM,7:29:00 PM,7:51:00 PM,8:11:00 PM,8:34:00 PM,8:55:00 PM,9:17:00 PM,9:38:00 PM,10:00:00 PM,10:21:00 PM,10:43:00 PM,11:04:00 PM,11:26:00 PM,11:47:00 PM
RATHBURN RD at LIVING ARTS DR,5:38:00 AM,6:01:00 AM,6:22:00 AM,6:47:00 AM,7:05:00 AM,7:13:00 AM,7:27:00 AM,7:35:00 AM,7:52:00 AM,8:08:00 AM,8:25:00 AM,8:42:00 AM,8:58:00 AM,9:13:00 AM,9:27:00 AM,9:48:00 AM,10:12:00 AM,10:34:00 AM,10:57:00 AM,11:20:00 AM,11:42:00 AM,12:05:00 PM,12:28:00 PM,12:49:00 PM,1:12:00 PM,1:34:00 PM,1:57:00 PM,2:22:00 PM,2:46:00 PM,3:12:00 PM,3:25:00 PM,3:37:00 PM,3:59:00 PM,4:14:00 PM,4:31:00 PM,4:46:00 PM,5:04:00 PM,5:20:00 PM,5:38:00 PM,5:52:00 PM,6:10:00 PM,6:26:00 PM,6:42:00 PM,6:55:00 PM,7:11:00 PM,7:32:00 PM,7:54:00 PM,8:14:00 PM,8:37:00 PM,8:58:00 PM,9:20:00 PM,9:41:00 PM,10:03:00 PM,10:24:00 PM,10:46:00 PM,11:07:00 PM,11:29:00 PM,11:50:00 PM
CITY CENTRE BUS TERMINAL PLATFORM J,5:41:00 AM,6:04:00 AM,6:25:00 AM,6:50:00 AM,7:08:00 AM,7:16:00 AM,7:30:00 AM,7:38:00 AM,7:55:00 AM,8:11:00 AM,8:28:00 AM,8:45:00 AM,9:01:00 AM,9:16:00 AM,9:30:00 AM,9:51:00 AM,10:15:00 AM,10:37:00 AM,11:00:00 AM,11:23:00 AM,11:45:00 AM,12:08:00 PM,12:31:00 PM,12:52:00 PM,1:15:00 PM,1:37:00 PM,2:00:00 PM,2:25:00 PM,2:49:00 PM,3:15:00 PM,3:28:00 PM,3:40:00 PM,4:02:00 PM,4:17:00 PM,4:34:00 PM,4:49:00 PM,5:07:00 PM,5:23:00 PM,5:41:00 PM,5:55:00 PM,6:13:00 PM,6:29:00 PM,6:45:00 PM,6:58:00 PM,7:14:00 PM,7:35:00 PM,7:57:00 PM,8:17:00 PM,8:40:00 PM,9:01:00 PM,9:23:00 PM,9:44:00 PM,10:06:00 PM,10:27:00 PM,10:49:00 PM,11:10:00 PM,11:32:00 PM,11:53:00 PM
