DREAM CREST RD at CINNAMON RD,3:23 PM[G]
WINTERTON WAY east of TERRY FOX WAY,3:26 PM[G]
CEREMONIAL DR at FAIRWIND DR,3:30 PM[G]
KINGSBRIDGE GARDEN CIRCLE at WINFIELD TERRACE,3:32 PM[G]
KINGSBRIDGE GARDEN CIRCLE at TUCANA CRT,3:35 PM[G]
CITY CENTRE BUS TERMINAL DROP OFF,
