WESTWOOD MALL BUS TERMINAL PLATFORM J,7:31:00 AM,8:06:00 AM,8:41:00 AM,9:16:00 AM,9:51:00 AM,10:26:00 AM,11:01:00 AM,11:36:00 AM,12:11:00 PM,12:46:00 PM,1:21 PM[b],1:56 PM[b],2:31 PM[b],3:06 PM[b],3:41 PM[b],4:16 PM[b],4:51 PM[b],5:26:00 PM,6:01:00 PM,6:36:00 PM,7:10:00 PM,7:40:00 PM,8:10:00 PM,8:40:00 PM,9:10:00 PM,9:40:00 PM,10:40:00 PM,11:40:00 PM,12:40:00 AM
GOREWAY DR at ETUDE DR,7:34:00 AM,8:09:00 AM,8:44:00 AM,9:19:00 AM,9:54:00 AM,10:29:00 AM,11:04:00 AM,11:39:00 AM,12:14:00 PM,12:49:00 PM,1:24 PM[b],1:59 PM[b],2:34 PM[b],3:09 PM[b],3:44 PM[b],4:19 PM[b],4:54 PM[b],5:29:00 PM,6:04:00 PM,6:39:00 PM,7:13:00 PM,7:43:00 PM,8:13:00 PM,8:43:00 PM,9:13:00 PM,9:43:00 PM,10:43:00 PM,11:43:00 PM,12:43:00 AM
DERRY RD at REXWOOD RD,7:37:00 AM,8:12:00 AM,8:47:00 AM,9:22:00 AM,9:57:00 AM,10:32:00 AM,11:07:00 AM,11:42:00 AM,12:17:00 PM,12:52:00 PM,1:27 PM[b],2:02 PM[b],2:37 PM[b],3:12 PM[b],3:47 PM[b],4:22 PM[b],4:57 PM[b],5:32:00 PM,6:07:00 PM,6:42:00 PM,7:15:00 PM,7:45:00 PM,8:15:00 PM,8:45:00 PM,9:15:00 PM,9:45:00 PM,10:45:00 PM,11:45:00 PM,12:45:00 AM
REXDALE BLVD at 27 HWY,7:43:00 AM,8:18:00 AM,8:53:00 AM,9:28:00 AM,10:03:00 AM,10:38:00 AM,11:13:00 AM,11:48:00 AM,12:23:00 PM,12:58:00 PM,1:33 PM[b],2:08 PM[b],2:43 PM[b],3:18 PM[b],3:53 PM[b],4:28 PM[b],5:03:00 PM,5:38:00 PM,6:13:00 PM,6:48:00 PM,7:20:00 PM,7:50:00 PM,8:20:00 PM,8:50:00 PM,9:20:00 PM,9:50:00 PM,10:50:00 PM,11:50:00 PM,12:50:00 AM
BURNHAMTHORPE RD at THE EAST MALL,7:53:00 AM,8:28:00 AM,9:03:00 AM,9:38:00 AM,10:13:00 AM,10:48:00 AM,11:23:00 AM,11:58:00 AM,12:33:00 PM,1:08 PM[b],1:43 PM[b],2:18 PM[b],2:53 PM[b],3:28 PM[b],4:03 PM[b],4:38 PM[b],5:13:00 PM,5:48:00 PM,6:23:00 PM,6:58:00 PM,7:30:00 PM,8:00:00 PM,8:30:00 PM,9:00:00 PM,9:30:00 PM,10:00:00 PM,11:00:00 PM,12:00:00 AM,1:00:00 AM
BURNHAMTHORPE RD at KIPLING AVE,7:57:00 AM,8:32:00 AM,9:07:00 AM,9:42:00 AM,10:17:00 AM,10:52:00 AM,11:27:00 AM,12:02:00 PM,12:37:00 PM,1:12 PM[b],1:47 PM[b],2:22 PM[b],2:57 PM[b],3:32 PM[b],4:07 PM[b],4:42 PM[b],5:17:00 PM,5:52:00 PM,6:27:00 PM,7:02:00 PM,7:33:00 PM,8:03:00 PM,8:33:00 PM,9:03:00 PM,9:33:00 PM,10:03:00 PM,11:03:00 PM,12:03:00 AM,1:03:00 AM
ISLINGTON SUBWAY DROP OFF,8:01:00 AM,8:36:00 AM,9:11:00 AM,9:46:00 AM,10:21:00 AM,10:56:00 AM,11:31:00 AM,12:06:00 PM,12:41:00 PM,1:16 PM[b],1:51 PM[b],2:26 PM[b],3:01 PM[b],3:36 PM[b],4:11 PM[b],4:46 PM[b],5:21:00 PM,5:56:00 PM,6:31:00 PM,7:06:00 PM,7:36:00 PM,8:06:00 PM,8:36:00 PM,9:06:00 PM,9:36:00 PM,10:06:00 PM,11:06:00 PM,12:06:00 AM,1:06:00 AM
ISLINGTON SUBWAY BUS TERMINAL PLATFORM E,8:02:00 AM,8:37:00 AM,9:12:00 AM,9:47:00 AM,10:22:00 AM,10:57:00 AM,11:32:00 AM,12:07:00 PM,12:42:00 PM,1:17 PM[b],1:52 PM[b],2:27 PM[b],3:02 PM[b],3:37 PM[b],4:12 PM[b],4:47 PM[b],5:22:00 PM,5:57:00 PM,6:32:00 PM,7:07:00 PM,7:37:00 PM,8:07:00 PM,8:37:00 PM,9:07:00 PM,9:37:00 PM,10:07:00 PM,11:07:00 PM,12:07:00 AM,1:07:00 AM
