CITY CENTRE BUS TERMINAL PLATFORM K,8:00 AM[G]
KINGSBRIDGE GARDEN CIRCLE at TUCANA CRT,8:05 AM[G]
KINGSBRIDGE GARDEN CIRCLE at REGENTS TERRACE,8:08 AM[G]
FAIRWIND DR at CEREMONIAL DR,8:10 AM[G]
WINTERTON WAY at TERRY FOX WAY,8:14 AM[G]
DREAM CREST RD at LISMIC BLVD,8:17 AM[G]
