LONG BRANCH GO STATION,4:56:00 AM,5:20:00 AM,5:47:00 AM,6:04:00 AM,6:21:00 AM,6:36:00 AM,6:50:00 AM,7:05:00 AM,7:19:00 AM,7:34:00 AM,7:48:00 AM,8:03:00 AM,8:17:00 AM,8:32:00 AM,8:46:00 AM,9:02:00 AM,9:15:00 AM,9:28:00 AM,9:45:00 AM,10:04:00 AM,10:23:00 AM,10:42:00 AM,11:01:00 AM,11:20:00 AM,11:39:00 AM,11:58:00 AM,12:17:00 PM,12:36:00 PM,12:55:00 PM,1:14:00 PM,1:32:00 PM,1:52:00 PM,2:11:00 PM,2:30:00 PM,2:49:00 PM,3:11:00 PM,3:24:00 PM,3:38:00 PM,3:54:00 PM,4:06:00 PM,4:22:00 PM,4:34:00 PM,4:48:00 PM,5:01:00 PM,5:16:00 PM,5:30:00 PM,5:44:00 PM,5:58:00 PM,6:12:00 PM,6:26:00 PM,6:40:00 PM,6:54:00 PM,7:10:00 PM,7:30:00 PM,7:53:00 PM,8:18:00 PM,8:43:00 PM,9:08:00 PM,9:36:00 PM,9:58:00 PM,10:19:00 PM,10:54:00 PM,11:27:00 PM,12:02:00 AM,12:39:00 AM,1:20:00 AM
LAKESHORE RD E at OGDEN AVE,5:00:00 AM,5:24:00 AM,5:51:00 AM,6:08:00 AM,6:25:00 AM,6:40:00 AM,6:55:00 AM,7:10:00 AM,7:24:00 AM,7:39:00 AM,7:53:00 AM,8:08:00 AM,8:22:00 AM,8:37:00 AM,8:51:00 AM,9:06:00 AM,9:19:00 AM,9:32:00 AM,9:49:00 AM,10:08:00 AM,10:27:00 AM,10:46:00 AM,11:05:00 AM,11:24:00 AM,11:43:00 AM,12:02:00 PM,12:21:00 PM,12:40:00 PM,12:59:00 PM,1:18:00 PM,1:36:00 PM,1:56:00 PM,2:15:00 PM,2:34:00 PM,2:53:00 PM,3:15:00 PM,3:28:00 PM,3:42:00 PM,3:58:00 PM,4:10:00 PM,4:27:00 PM,4:39:00 PM,4:53:00 PM,5:06:00 PM,5:21:00 PM,5:35:00 PM,5:49:00 PM,6:03:00 PM,6:17:00 PM,6:31:00 PM,6:44:00 PM,6:58:00 PM,7:14:00 PM,7:34:00 PM,7:57:00 PM,8:22:00 PM,8:47:00 PM,9:12:00 PM,9:40:00 PM,10:02:00 PM,10:23:00 PM,10:58:00 PM,11:31:00 PM,12:06:00 AM,12:43:00 AM,1:24:00 AM
LAKESHORE RD E at CAWTHRA RD,5:03:00 AM,5:27:00 AM,5:54:00 AM,6:11:00 AM,6:28:00 AM,6:43:00 AM,6:58:00 AM,7:13:00 AM,7:27:00 AM,7:42:00 AM,7:56:00 AM,8:11:00 AM,8:25:00 AM,8:40:00 AM,8:54:00 AM,9:09:00 AM,9:22:00 AM,9:35:00 AM,9:52:00 AM,10:11:00 AM,10:30:00 AM,10:49:00 AM,11:08:00 AM,11:27:00 AM,11:46:00 AM,12:05:00 PM,12:24:00 PM,12:43:00 PM,1:02:00 PM,1:21:00 PM,1:39:00 PM,1:59:00 PM,2:18:00 PM,2:37:00 PM,2:56:00 PM,3:18:00 PM,3:31:00 PM,3:45:00 PM,4:01:00 PM,4:13:00 PM,4:30:00 PM,4:42:00 PM,4:56:00 PM,5:09:00 PM,5:24:00 PM,5:38:00 PM,5:52:00 PM,6:06:00 PM,6:20:00 PM,6:34:00 PM,6:47:00 PM,7:01:00 PM,7:17:00 PM,7:37:00 PM,8:00:00 PM,8:25:00 PM,8:50:00 PM,9:15:00 PM,9:43:00 PM,10:05:00 PM,10:26:00 PM,11:01:00 PM,11:34:00 PM,12:09:00 AM,12:46:00 AM,1:27:00 AM
LAKESHORE RD E at HURONTARIO ST,5:08:00 AM,5:32:00 AM,5:59:00 AM,6:16:00 AM,6:33:00 AM,6:48:00 AM,7:03:00 AM,7:18:00 AM,7:32:00 AM,7:47:00 AM,8:01:00 AM,8:16:00 AM,8:30:00 AM,8:45:00 AM,8:59:00 AM,9:14:00 AM,9:27:00 AM,9:40:00 AM,9:56:00 AM,10:15:00 AM,10:34:00 AM,10:53:00 AM,11:12:00 AM,11:31:00 AM,11:50:00 AM,12:09:00 PM,12:28:00 PM,12:47:00 PM,1:06:00 PM,1:25:00 PM,1:43:00 PM,2:03:00 PM,2:22:00 PM,2:41:00 PM,3:00:00 PM,3:23:00 PM,3:36:00 PM,3:50:00 PM,4:06:00 PM,4:18:00 PM,4:35:00 PM,4:47:00 PM,5:01:00 PM,5:14:00 PM,5:29:00 PM,5:43:00 PM,5:57:00 PM,6:11:00 PM,6:25:00 PM,6:39:00 PM,6:52:00 PM,7:06:00 PM,7:21:00 PM,7:41:00 PM,8:04:00 PM,8:29:00 PM,8:54:00 PM,9:19:00 PM,9:47:00 PM,10:09:00 PM,10:30:00 PM,11:05:00 PM,11:38:00 PM,12:13:00 AM,12:50:00 AM,1:31:00 AM
PORT CREDIT GO STATION PLATFORM D,5:14:00 AM,5:35:00 AM,6:02:00 AM,6:19:00 AM,6:36:00 AM,6:51:00 AM,7:07:00 AM,7:22:00 AM,7:36:00 AM,7:51:00 AM,8:05:00 AM,8:20:00 AM,8:34:00 AM,8:49:00 AM,9:03:00 AM,9:18:00 AM,9:31:00 AM,9:44:00 AM,10:00:00 AM,10:19:00 AM,10:38:00 AM,10:57:00 AM,11:16:00 AM,11:35:00 AM,11:54:00 AM,12:13:00 PM,12:32:00 PM,12:51:00 PM,1:10:00 PM,1:29:00 PM,1:47:00 PM,2:07:00 PM,2:26:00 PM,2:45:00 PM,3:09:00 PM,3:27:00 PM,3:40:00 PM,3:54:00 PM,4:10:00 PM,4:22:00 PM,4:40:00 PM,4:52:00 PM,5:06:00 PM,5:19:00 PM,5:34:00 PM,5:48:00 PM,6:02:00 PM,6:15:00 PM,6:29:00 PM,6:43:00 PM,6:56:00 PM,7:10:00 PM,7:25:00 PM,7:45:00 PM,8:07:00 PM,8:32:00 PM,8:57:00 PM,9:22:00 PM,9:50:00 PM,10:12:00 PM,10:33:00 PM,11:08:00 PM,11:41:00 PM,12:16:00 AM,12:59:00 AM,1:40:00 AM
LAKESHORE RD W at MISSISSAUGA RD,5:18:00 AM,5:39:00 AM,6:06:00 AM,6:23:00 AM,6:40:00 AM,6:55:00 AM,7:11:00 AM,7:26:00 AM,7:40:00 AM,7:55:00 AM,8:09:00 AM,8:24:00 AM,8:38:00 AM,8:53:00 AM,9:07:00 AM,9:22:00 AM,9:35:00 AM,9:48:00 AM,10:04:00 AM,10:23:00 AM,10:42:00 AM,11:01:00 AM,11:20:00 AM,11:39:00 AM,11:58:00 AM,12:17:00 PM,12:36:00 PM,12:55:00 PM,1:14:00 PM,1:33:00 PM,1:51:00 PM,2:11:00 PM,2:30:00 PM,2:49:00 PM,3:13:00 PM,3:31:00 PM,3:44:00 PM,3:58:00 PM,4:14:00 PM,4:26:00 PM,4:44:00 PM,4:56:00 PM,5:10:00 PM,5:23:00 PM,5:38:00 PM,5:52:00 PM,6:06:00 PM,6:19:00 PM,6:33:00 PM,6:47:00 PM,7:00:00 PM,7:14:00 PM,7:29:00 PM,7:49:00 PM,8:11:00 PM,8:36:00 PM,9:01:00 PM,9:26:00 PM,9:54:00 PM,10:16:00 PM,10:37:00 PM,11:12:00 PM,11:45:00 PM,12:20:00 AM,1:03:00 AM,1:44:00 AM
LAKESHORE RD W at LORNE PARK RD,5:23:00 AM,5:44:00 AM,6:11:00 AM,6:28:00 AM,6:45:00 AM,7:00:00 AM,7:16:00 AM,7:31:00 AM,7:45:00 AM,8:00:00 AM,8:14:00 AM,8:29:00 AM,8:43:00 AM,8:58:00 AM,9:12:00 AM,9:27:00 AM,9:40:00 AM,9:53:00 AM,10:09:00 AM,10:28:00 AM,10:47:00 AM,11:06:00 AM,11:25:00 AM,11:44:00 AM,12:03:00 PM,12:22:00 PM,12:41:00 PM,1:00:00 PM,1:19:00 PM,1:38:00 PM,1:56:00 PM,2:16:00 PM,2:35:00 PM,2:54:00 PM,3:18:00 PM,3:36:00 PM,3:49:00 PM,4:03:00 PM,4:19:00 PM,4:31:00 PM,4:49:00 PM,5:01:00 PM,5:15:00 PM,5:28:00 PM,5:43:00 PM,5:57:00 PM,6:11:00 PM,6:24:00 PM,6:38:00 PM,6:52:00 PM,7:05:00 PM,7:19:00 PM,7:34:00 PM,7:54:00 PM,8:16:00 PM,8:41:00 PM,9:06:00 PM,9:31:00 PM,9:59:00 PM,10:21:00 PM,10:42:00 PM,11:17:00 PM,11:50:00 PM,12:25:00 AM,1:08:00 AM,1:49:00 AM
LAKESHORE RD W at MEADOW WOOD RD,5:27:00 AM,5:48:00 AM,6:15:00 AM,6:32:00 AM,6:49:00 AM,7:04:00 AM,7:20:00 AM,7:35:00 AM,7:49:00 AM,8:04:00 AM,8:18:00 AM,8:33:00 AM,8:47:00 AM,9:02:00 AM,9:16:00 AM,9:31:00 AM,9:43:00 AM,9:56:00 AM,10:12:00 AM,10:31:00 AM,10:50:00 AM,11:09:00 AM,11:28:00 AM,11:47:00 AM,12:06:00 PM,12:25:00 PM,12:44:00 PM,1:03:00 PM,1:22:00 PM,1:41:00 PM,1:59:00 PM,2:19:00 PM,2:38:00 PM,2:57:00 PM,3:22:00 PM,3:40:00 PM,3:53:00 PM,4:07:00 PM,4:23:00 PM,4:35:00 PM,4:53:00 PM,5:05:00 PM,5:19:00 PM,5:32:00 PM,5:47:00 PM,6:01:00 PM,6:15:00 PM,6:28:00 PM,6:42:00 PM,6:56:00 PM,7:09:00 PM,7:22:00 PM,7:37:00 PM,7:57:00 PM,8:19:00 PM,8:44:00 PM,9:09:00 PM,9:34:00 PM,10:02:00 PM,10:24:00 PM,10:45:00 PM,11:20:00 PM,11:53:00 PM,12:28:00 AM,1:11:00 AM,1:52:00 AM
CLARKSON GO STATION PLATFORM D,5:32:00 AM,5:53:00 AM,6:20:00 AM,6:37:00 AM,6:54:00 AM,7:10:00 AM,7:26:00 AM,7:41:00 AM,7:55:00 AM,8:10:00 AM,8:24:00 AM,8:39:00 AM,8:53:00 AM,9:07:00 AM,9:21:00 AM,9:36:00 AM,9:48:00 AM,10:01:00 AM,10:17:00 AM,10:36:00 AM,10:55:00 AM,11:14:00 AM,11:33:00 AM,11:52:00 AM,12:11:00 PM,12:30:00 PM,12:49:00 PM,1:08:00 PM,1:27:00 PM,1:46:00 PM,2:04:00 PM,2:24:00 PM,2:43:00 PM,3:02:00 PM,3:27:00 PM,3:45:00 PM,3:58:00 PM,4:12:00 PM,4:28:00 PM,4:40:00 PM,4:58:00 PM,5:10:00 PM,5:24:00 PM,5:37:00 PM,5:52:00 PM,6:06:00 PM,6:20:00 PM,6:33:00 PM,6:47:00 PM,7:01:00 PM,7:14:00 PM,7:27:00 PM,7:42:00 PM,8:02:00 PM,8:24:00 PM,8:49:00 PM,9:14:00 PM,9:39:00 PM,10:07:00 PM,10:29:00 PM,10:50:00 PM,11:25:00 PM,11:58:00 PM,12:33:00 AM,1:16:00 AM,1:57:00 AM
