CREDITVIEW RD south of WILLOW WAY,2:32 PM[G]
CREDITVIEW RD at CUTHBERT AVE,2:36 PM[G]
EGLINTON AVE W east of CREDITVIEW RD,2:37 PM[G]
EGLINTON AVE W at WAINSCOT DR,2:40 PM[G]
EGLINTON AVE W at MAVIS RD,2:43 PM[G]
EGLINTON AVE W at CONFEDERATION PKY,2:46 PM[G]
EGLINTON AVE W at KINGSBRIDGE GARDEN CIRCLE,2:48 PM[G]
KINGSBRIDGE GARDEN CIRCLE at WINFIELD TERRACE,2:49 PM[G]
KINGSBRIDGE GARDEN CIRCLE at TUCANA CRT,2:51 PM[G]
CITY CENTRE BUS TERMINAL DROP OFF,2:56 PM[G]
