TOMKEN RD south of EGLINTON AVE,2:15 PM[G]
TOMKEN RD at RATHBURN RD,2:18 PM[G]
TOMKEN RD at BURNHAMTHORPE RD,2:20 PM[G]
TOMKEN RD south of BURNHAMTHORPE RD,2:21 PM[G]
TOMKEN RD at BLOOR ST,2:24 PM[G]
MISSISSAUGA VALLEY BLVD south of BLOOR ST,2:27 PM[G]
MISSISSAUGA VALLEY BLVD at CLIFF RD,2:30 PM[G]
MISSISSAUGA VALLEY BLVD at CENTRAL PKY E,2:33 PM[G]
HURONTARIO ST at ELM DR E,2:34 PM[G]
DUKE OF YORK BLVD at PRINCESS ROYAL DR,2:39 PM[G]
CITY CENTRE BUS TERMINAL DROP OFF,2:41 PM[G]
