WESTWOOD MALL BUS TERMINAL PLATFORM F,6:30:00 AM,7:05:00 AM,7:40:00 AM,8:15:00 AM,8:50:00 AM,9:25:00 AM,10:00:00 AM,10:35:00 AM,11:10:00 AM,11:45:00 AM,12:20:00 PM,12:55:00 PM,1:30:00 PM,2:05:00 PM,2:40:00 PM,3:15:00 PM,3:50:00 PM,4:25:00 PM,5:00:00 PM,5:35:00 PM,6:10:00 PM,6:45:00 PM,7:20:00 PM,7:55:00 PM,8:30:00 PM,9:05:00 PM,9:40:00 PM
DARCEL AVE at BRANDON GATE DR,6:35:00 AM,7:10:00 AM,7:45:00 AM,8:20:00 AM,8:55:00 AM,9:30:00 AM,10:05:00 AM,10:40:00 AM,11:15:00 AM,11:50:00 AM,12:25:00 PM,1:00:00 PM,1:35:00 PM,2:10:00 PM,2:45:00 PM,3:20:00 PM,3:55:00 PM,4:30:00 PM,5:05:00 PM,5:40:00 PM,6:15:00 PM,6:50:00 PM,7:25:00 PM,8:00:00 PM,8:35:00 PM,9:10:00 PM,9:45:00 PM
FINCH AVE east of HUMBERLINE DR,6:39:00 AM,7:14:00 AM,7:49:00 AM,8:24:00 AM,8:59:00 AM,9:34:00 AM,10:09:00 AM,10:44:00 AM,11:19:00 AM,11:54:00 AM,12:29:00 PM,1:04:00 PM,1:39:00 PM,2:14:00 PM,2:49:00 PM,3:24:00 PM,3:59:00 PM,4:34:00 PM,5:09:00 PM,5:44:00 PM,6:19:00 PM,6:54:00 PM,7:29:00 PM,8:04:00 PM,8:39:00 PM,9:14:00 PM,9:49:00 PM
HUMBER COLLEGE BLVD at FINCH AVE W,6:40:00 AM,7:15:00 AM,7:50:00 AM,8:25:00 AM,9:00:00 AM,9:35:00 AM,10:10:00 AM,10:45:00 AM,11:20:00 AM,11:55:00 AM,12:30:00 PM,1:05:00 PM,1:40:00 PM,2:15:00 PM,2:50:00 PM,3:25:00 PM,4:00:00 PM,4:35:00 PM,5:10:00 PM,5:45:00 PM,6:20:00 PM,6:55:00 PM,7:30:00 PM,8:05:00 PM,8:40:00 PM,9:15:00 PM,9:50:00 PM
HUMBER COLLEGE NORTH CAMPUS PLATFORM A,6:42:00 AM,7:17:00 AM,7:52:00 AM,8:27:00 AM,9:02:00 AM,9:37:00 AM,10:12:00 AM,10:47:00 AM,11:22:00 AM,11:57:00 AM,12:32:00 PM,1:07:00 PM,1:42:00 PM,2:17:00 PM,2:52:00 PM,3:27:00 PM,4:02:00 PM,4:37:00 PM,5:12:00 PM,5:47:00 PM,6:22:00 PM,6:57:00 PM,7:32:00 PM,8:07:00 PM,8:42:00 PM,9:17:00 PM,9:52:00 PM
HUMBER COLLEGE BLVD at WESTMORE DR,6:45:00 AM,7:20:00 AM,7:55:00 AM,8:30:00 AM,9:05:00 AM,9:40:00 AM,10:15:00 AM,10:50:00 AM,11:25:00 AM,12:00:00 PM,12:35:00 PM,1:10:00 PM,1:45:00 PM,2:20:00 PM,2:55:00 PM,3:30:00 PM,4:05:00 PM,4:40:00 PM,5:15:00 PM,5:50:00 PM,6:25:00 PM,7:00:00 PM,7:35:00 PM,8:10:00 PM,8:45:00 PM,9:20:00 PM,9:55:00 PM
