HURONTARIO ST at COURTNEYPARK DR E,4:59:00 AM,5:14:00 AM,5:29:00 AM,5:46:00 AM,6:04:00 AM,6:24:00 AM,6:43:00 AM,6:57:00 AM,7:08:00 AM,7:21:00 AM,7:32:00 AM,7:45:00 AM,7:57:00 AM,8:09:00 AM,8:21:00 AM,8:33:00 AM,8:44:00 AM,8:57:00 AM,9:09:00 AM,9:20:00 AM,9:32:00 AM,9:44:00 AM,9:54:00 AM,10:07:00 AM,10:19:00 AM,10:34:00 AM,10:50:00 AM,11:06:00 AM,11:21:00 AM,11:38:00 AM,11:54:00 AM,12:10:00 PM,12:27:00 PM,12:44:00 PM,1:00:00 PM,1:16:00 PM,1:32:00 PM,1:48:00 PM,2:04:00 PM,2:20:00 PM,2:30:00 PM,2:42:00 PM,2:54:00 PM,3:05:00 PM,3:17:00 PM,3:29:00 PM,3:43:00 PM,3:45:00 PM,3:55:00 PM,4:06:00 PM,4:20:00 PM,4:33:00 PM,4:47:00 PM,4:59:00 PM,5:11:00 PM,5:23:00 PM,5:35:00 PM,5:47:00 PM,6:00:00 PM,6:09:00 PM,6:21:00 PM,6:32:00 PM,6:42:00 PM,6:55:00 PM,7:06:00 PM,7:17:00 PM,7:30:00 PM,7:44:00 PM,7:56:00 PM,8:14:00 PM,8:26:00 PM,8:38:00 PM,8:49:00 PM,8:59:00 PM,9:10:00 PM,9:22:00 PM,9:34:00 PM,9:45:00 PM,9:57:00 PM,10:09:00 PM,10:20:00 PM,10:32:00 PM,10:44:00 PM,10:54:00 PM,11:07:00 PM,11:19:00 PM,11:27:00 PM,11:43:00 PM,12:00:00 AM,12:14:00 AM,12:27:00 AM,12:40:00 AM,12:59:00 AM,1:18:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO ST at DERRY RD E,5:01:00 AM,5:16:00 AM,5:31:00 AM,5:49:00 AM,6:07:00 AM,6:27:00 AM,6:46:00 AM,7:00:00 AM,7:11:00 AM,7:24:00 AM,7:35:00 AM,7:48:00 AM,8:00:00 AM,8:12:00 AM,8:24:00 AM,8:36:00 AM,8:47:00 AM,9:00:00 AM,9:12:00 AM,9:23:00 AM,9:35:00 AM,9:47:00 AM,9:57:00 AM,10:10:00 AM,10:22:00 AM,10:37:00 AM,10:53:00 AM,11:09:00 AM,11:24:00 AM,11:41:00 AM,11:57:00 AM,12:13:00 PM,12:30:00 PM,12:47:00 PM,1:03:00 PM,1:19:00 PM,1:35:00 PM,1:51:00 PM,2:07:00 PM,2:23:00 PM,2:33:00 PM,2:45:00 PM,2:57:00 PM,3:08:00 PM,3:20:00 PM,3:32:00 PM,3:46:00 PM,3:49:00 PM,3:59:00 PM,4:11:00 PM,4:25:00 PM,4:38:00 PM,4:52:00 PM,5:04:00 PM,5:16:00 PM,5:28:00 PM,5:40:00 PM,5:52:00 PM,6:05:00 PM,6:14:00 PM,6:26:00 PM,6:36:00 PM,6:46:00 PM,6:59:00 PM,7:10:00 PM,7:20:00 PM,7:33:00 PM,7:47:00 PM,7:59:00 PM,8:16:00 PM,8:28:00 PM,8:40:00 PM,8:51:00 PM,9:01:00 PM,9:12:00 PM,9:24:00 PM,9:36:00 PM,9:47:00 PM,9:59:00 PM,10:11:00 PM,10:22:00 PM,10:34:00 PM,10:46:00 PM,10:56:00 PM,11:09:00 PM,11:21:00 PM,11:29:00 PM,11:45:00 PM,12:02:00 AM,12:16:00 AM,12:29:00 AM,12:42:00 AM,1:01:00 AM,1:20:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO & 407 PARK and RIDE PLATFORM A,5:04:00 AM,5:19:00 AM,5:34:00 AM,5:52:00 AM,6:10:00 AM,6:30:00 AM,6:49:00 AM,7:03:00 AM,7:14:00 AM,7:27:00 AM,7:38:00 AM,7:51:00 AM,8:03:00 AM,8:15:00 AM,8:27:00 AM,8:39:00 AM,8:50:00 AM,9:03:00 AM,9:15:00 AM,9:26:00 AM,9:38:00 AM,9:50:00 AM,10:00:00 AM,10:13:00 AM,10:25:00 AM,10:40:00 AM,10:56:00 AM,11:12:00 AM,11:27:00 AM,11:44:00 AM,12:00:00 PM,12:16:00 PM,12:33:00 PM,12:50:00 PM,1:06:00 PM,1:22:00 PM,1:38:00 PM,1:54:00 PM,2:10:00 PM,2:26:00 PM,2:36:00 PM,2:48:00 PM,3:00:00 PM,3:11:00 PM,3:23:00 PM,3:35:00 PM,3:49:00 PM,3:52:00 PM,4:02:00 PM,4:14:00 PM,4:28:00 PM,4:41:00 PM,4:55:00 PM,5:07:00 PM,5:19:00 PM,5:31:00 PM,5:43:00 PM,5:55:00 PM,6:08:00 PM,6:17:00 PM,6:29:00 PM,6:39:00 PM,6:49:00 PM,7:02:00 PM,7:13:00 PM,7:23:00 PM,7:36:00 PM,7:50:00 PM,8:02:00 PM,8:19:00 PM,8:31:00 PM,8:43:00 PM,8:54:00 PM,9:04:00 PM,9:15:00 PM,9:27:00 PM,9:39:00 PM,9:50:00 PM,10:02:00 PM,10:14:00 PM,10:25:00 PM,10:37:00 PM,10:49:00 PM,10:59:00 PM,11:12:00 PM,11:24:00 PM,11:32:00 PM,11:48:00 PM,12:05:00 AM,12:19:00 AM,12:32:00 AM,12:45:00 AM,1:04:00 AM,1:23:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA RD E east of HURONTARIO ST,5:19 AM[d],5:50 AM[d],6:29 AM[d],6:59 AM[d],7:22 AM[d],7:45 AM[d],8:10 AM[d],8:34 AM[d],9:01 AM[d],9:23 AM[d],9:46 AM[d],10:10 AM[d],10:38 AM[d],11:09 AM[d],11:40 AM[d],12:15 PM[d],12:48 PM[d],1:20 PM[d],1:52 PM[d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNEDY RD at BRUNEL RD,5:22 AM[d],5:53 AM[d],6:32 AM[d],7:03 AM[d],7:26 AM[d],7:49 AM[d],8:14 AM[d],8:38 AM[d],9:05 AM[d],9:26 AM[d],9:49 AM[d],10:13 AM[d],10:41 AM[d],11:12 AM[d],11:43 AM[d],12:18 PM[d],12:51 PM[d],1:23 PM[d],1:55 PM[d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDSTONE DR west of HURONTARIO ST,5:05 AM[k],5:25 AM[d],5:35 AM[k],5:56 AM[d],6:08 AM[k],6:35 AM[d],6:43 AM[k],7:07 AM[d],7:09 AM[k],7:30 AM[d],7:31 AM[k],7:52 AM[d],7:57 AM[k],8:17 AM[d],8:22 AM[k],8:41 AM[d],8:46 AM[k],9:08 AM[d],9:11 AM[k],9:29 AM[d],9:35 AM[k],9:52 AM[d],9:58 AM[k],10:16 AM[d],10:21 AM[k],10:44 AM[d],10:55 AM[k],11:15 AM[d],11:25 AM[k],11:46 AM[d],11:58 AM[k],12:21 PM[d],12:31 PM[k],12:54 PM[d],1:04 PM[k],1:26 PM[d],1:36 PM[k],1:58 PM[d],2:08 PM[k],2:23 PM[n],2:34 PM[k],2:44 PM[n],2:57 PM[k],3:07 PM[n],3:18 PM[k],3:31 PM[n],3:44 PM[k],3:54 PM[n],4:06 PM[k],4:18 PM[n],4:30 PM[k],4:45 PM[n],4:56 PM[k],5:09 PM[n],5:21 PM[k],5:31 PM[n],5:45 PM[k],5:57 PM[n],6:07 PM[k],6:18 PM[n],6:30 PM[k],6:41 PM[n],6:54 PM[k],7:06 PM[n],7:19 PM[k],7:33 PM[n],7:49 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDSTONE DR at AVEBURY RD,5:05 AM[k],5:25 AM[d],5:35 AM[k],5:56 AM[d],6:08 AM[k],6:35 AM[d],6:43 AM[k],7:07 AM[d],7:09 AM[k],7:30 AM[d],7:31 AM[k],7:52 AM[d],7:57 AM[k],8:17 AM[d],8:22 AM[k],8:41 AM[d],8:46 AM[k],9:08 AM[d],9:11 AM[k],9:29 AM[d],9:35 AM[k],9:52 AM[d],9:58 AM[k],10:16 AM[d],10:21 AM[k],10:44 AM[d],10:55 AM[k],11:15 AM[d],11:25 AM[k],11:46 AM[d],11:58 AM[k],12:21 PM[d],12:31 PM[k],12:54 PM[d],1:04 PM[k],1:26 PM[d],1:36 PM[k],1:58 PM[d],2:08 PM[k],2:34 PM[k],2:57 PM[k],3:18 PM[k],3:44 PM[k],4:06 PM[k],4:30 PM[k],4:56 PM[k],5:21 PM[k],5:45 PM[k],6:07 PM[k],6:30 PM[k],6:54 PM[k],7:19 PM[k],7:49 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVEBURY RD at BRITANNIA RD W,5:26 AM[d],5:57 AM[d],6:36 AM[d],7:08 AM[d],7:31 AM[d],7:53 AM[d],8:18 AM[d],8:42 AM[d],9:09 AM[d],9:30 AM[d],9:53 AM[d],10:17 AM[d],10:45 AM[d],11:16 AM[d],11:47 AM[d],12:22 PM[d],12:55 PM[d],1:27 PM[d],1:59 PM[d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVEBURY RD at MATHESON BLVD W,5:07 AM[k],5:37 AM[k],6:10 AM[k],6:45 AM[k],7:11 AM[k],7:34 AM[k],8:00 AM[k],8:25 AM[k],8:49 AM[k],9:13 AM[k],9:37 AM[k],10:00 AM[k],10:23 AM[k],10:57 AM[k],11:27 AM[k],12:00 PM[k],12:33 PM[k],1:06 PM[k],1:38 PM[k],2:10 PM[k],2:36 PM[k],2:59 PM[k],3:20 PM[k],3:46 PM[k],4:08 PM[k],4:33 PM[k],4:59 PM[k],5:23 PM[k],5:47 PM[k],6:09 PM[k],6:32 PM[k],6:56 PM[k],7:21 PM[k],7:51 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALBOURNE ST at CHEDWORTH WAY,5:09 AM[k],5:39 AM[k],6:12 AM[k],6:47 AM[k],7:13 AM[k],7:37 AM[k],8:03 AM[k],8:28 AM[k],8:52 AM[k],9:15 AM[k],9:39 AM[k],10:02 AM[k],10:25 AM[k],10:59 AM[k],11:29 AM[k],12:02 PM[k],12:35 PM[k],1:08 PM[k],1:40 PM[k],2:12 PM[k],2:38 PM[k],3:01 PM[k],3:22 PM[k],3:48 PM[k],4:11 PM[k],4:36 PM[k],5:02 PM[k],5:25 PM[k],5:49 PM[k],6:11 PM[k],6:34 PM[k],6:58 PM[k],7:23 PM[k],7:53 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA RD W east of AVEBURY RD,5:12 AM[k],5:26 AM[d],5:43 AM[k],5:57 AM[d],6:16 AM[k],6:36 AM[d],6:51 AM[k],7:08 AM[d],7:17 AM[k],7:31 AM[d],7:41 AM[k],7:53 AM[d],8:07 AM[k],8:18 AM[d],8:32 AM[k],8:42 AM[d],8:55 AM[k],9:09 AM[d],9:18 AM[k],9:30 AM[d],9:42 AM[k],9:53 AM[d],10:05 AM[k],10:17 AM[d],10:28 AM[k],10:45 AM[d],11:02 AM[k],11:16 AM[d],11:31 AM[k],11:47 AM[d],12:04 PM[k],12:22 PM[d],12:39 PM[k],12:55 PM[d],1:12 PM[k],1:27 PM[d],1:44 PM[k],1:59 PM[d],2:16 PM[k],2:42 PM[k],3:05 PM[k],3:26 PM[k],3:52 PM[k],4:15 PM[k],4:41 PM[k],5:06 PM[k],5:29 PM[k],5:53 PM[k],6:14 PM[k],6:37 PM[k],7:01 PM[k],7:25 PM[k],7:55 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA RD W west of HURONTARIO ST,5:13 AM[k],5:27 AM[d],5:44 AM[k],5:58 AM[d],6:17 AM[k],6:37 AM[d],6:52 AM[k],7:09 AM[d],7:18 AM[k],7:32 AM[d],7:42 AM[k],7:54 AM[d],8:08 AM[k],8:19 AM[d],8:33 AM[k],8:43 AM[d],8:56 AM[k],9:10 AM[d],9:19 AM[k],9:31 AM[d],9:43 AM[k],9:54 AM[d],10:06 AM[k],10:18 AM[d],10:29 AM[k],10:46 AM[d],11:03 AM[k],11:17 AM[d],11:32 AM[k],11:48 AM[d],12:05 PM[k],12:23 PM[d],12:40 PM[k],12:56 PM[d],1:13 PM[k],1:28 PM[d],1:45 PM[k],2:00 PM[d],2:17 PM[k],2:43 PM[k],3:06 PM[k],3:27 PM[k],3:53 PM[k],4:16 PM[k],4:42 PM[k],5:07 PM[k],5:30 PM[k],5:54 PM[k],6:15 PM[k],6:38 PM[k],7:02 PM[k],7:26 PM[k],7:56 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURONTARIO ST south of BRITANNIA RD,5:13 AM[k],5:27 AM[d],5:44 AM[k],5:58 AM[d],6:18 AM[k],6:37 AM[d],6:53 AM[k],7:09 AM[d],7:19 AM[k],7:32 AM[d],7:43 AM[k],7:54 AM[d],8:09 AM[k],8:19 AM[d],8:34 AM[k],8:43 AM[d],8:57 AM[k],9:10 AM[d],9:19 AM[k],9:31 AM[d],9:43 AM[k],9:54 AM[d],10:06 AM[k],10:18 AM[d],10:29 AM[k],10:46 AM[d],11:03 AM[k],11:17 AM[d],11:32 AM[k],11:48 AM[d],12:05 PM[k],12:23 PM[d],12:40 PM[k],12:56 PM[d],1:13 PM[k],1:28 PM[d],1:45 PM[k],2:00 PM[d],2:17 PM[k],2:43 PM[k],3:06 PM[k],3:28 PM[k],3:54 PM[k],4:17 PM[k],4:43 PM[k],5:08 PM[k],5:30 PM[k],5:54 PM[k],6:15 PM[k],6:38 PM[k],7:02 PM[k],7:26 PM[k],7:56 PM[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY CENTRE BUS TERMINAL DROP OFF,3:17 PM[G],3:19 PM[G],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
