DUNDAS ST at ERINDALE STATION RD,4:00:00 AM,4:33:00 AM,5:00:00 AM,5:16:00 AM,5:40:00 AM,5:56:00 AM,6:06 AM[b],6:15:00 AM,6:26 AM[b],6:37:00 AM,6:47 AM[b],7:00:00 AM,7:08 AM[b],7:15 AM[b],7:22:00 AM,7:34 AM[b],7:44:00 AM,7:54 AM[b],8:04:00 AM,8:14 AM[b],8:24:00 AM,8:34 AM[b],8:44:00 AM,8:54 AM[b],9:04:00 AM,9:13 AM[b],9:24:00 AM,9:37:00 AM,9:48 AM[b],9:59:00 AM,10:09 AM[b],10:19:00 AM,10:29 AM[b],10:37:00 AM,10:46 AM[b],10:55 AM[b],11:00:00 AM,11:07 AM[b],11:14 AM[b],11:29:00 AM,11:43 AM[b],11:58:00 AM,12:12 PM[b],12:27:00 PM,12:41 PM[b],12:56:00 PM,1:10 PM[b],1:25:00 PM,1:39 PM[b],1:54:00 PM,2:10 PM[b],2:24:00 PM,2:37 PM[b],2:50:00 PM,3:04 PM[b],3:19:00 PM,3:33 PM[b],3:44:00 PM,3:54 PM[b],4:05:00 PM,4:15 PM[b],4:25:00 PM,4:35 PM[b],4:44:00 PM,4:54 PM[b],5:06:00 PM,5:14 PM[b],5:24:00 PM,5:34 PM[b],5:44:00 PM,5:54 PM[b],6:04:00 PM,6:09 PM[b],6:14 PM[b],6:23:00 PM,6:28 PM[b],6:33:00 PM,6:38 PM[b],6:43:00 PM,6:52 PM[b],7:02:00 PM,7:12 PM[b],7:22:00 PM,7:32 PM[b],7:37 PM[b],7:42:00 PM,7:50 PM[b],7:57:00 PM,8:05 PM[b],8:21:00 PM,8:36 PM[b],8:49:00 PM,9:03 PM[b],9:17:00 PM,9:32 PM[b],9:46:00 PM,10:00 PM[b],10:14:00 PM,10:28 PM[b],10:42:00 PM,10:56 PM[b],11:10:00 PM,11:24 PM[b],11:38:00 PM,11:52 PM[b],12:06:00 AM,12:20:00 AM,12:34:00 AM,12:48:00 AM,1:02:00 AM,1:16:00 AM,1:30:00 AM,1:50:00 AM,2:12:00 AM,2:40:00 AM,3:08:00 AM
DUNDAS ST east of ERIN MILLS PKY,4:08:00 AM,4:41:00 AM,5:08:00 AM,5:24:00 AM,5:48:00 AM,6:04:00 AM,6:23:00 AM,6:46:00 AM,7:09:00 AM,7:31:00 AM,7:53:00 AM,8:13:00 AM,8:33:00 AM,8:52:00 AM,9:11:00 AM,9:31:00 AM,9:44:00 AM,10:06:00 AM,10:26:00 AM,10:44:00 AM,11:07:00 AM,11:36:00 AM,12:05:00 PM,12:34:00 PM,1:03:00 PM,1:32:00 PM,2:01:00 PM,2:31:00 PM,2:59:00 PM,3:28:00 PM,3:53:00 PM,4:14:00 PM,4:34:00 PM,4:53:00 PM,5:15:00 PM,5:33:00 PM,5:53:00 PM,6:13:00 PM,6:32:00 PM,6:42:00 PM,6:52:00 PM,7:09:00 PM,7:29:00 PM,7:49:00 PM,8:04:00 PM,8:28:00 PM,8:56:00 PM,9:24:00 PM,9:53:00 PM,10:21:00 PM,10:49:00 PM,11:17:00 PM,11:45:00 PM,12:13:00 AM,12:27:00 AM,12:41:00 AM,12:55:00 AM,1:09:00 AM,1:23:00 AM,1:37:00 AM,1:57:00 AM,2:19:00 AM,2:47:00 AM,3:15:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNDAS ST at FIFTH LINE WEST,4:09:00 AM,4:42:00 AM,5:09:00 AM,5:25:00 AM,5:49:00 AM,6:05:00 AM,6:24:00 AM,6:47:00 AM,7:10:00 AM,7:32:00 AM,7:54:00 AM,8:14:00 AM,8:34:00 AM,8:53:00 AM,9:12:00 AM,9:32:00 AM,9:45:00 AM,10:07:00 AM,10:27:00 AM,10:45:00 AM,11:08:00 AM,11:37:00 AM,12:06:00 PM,12:35:00 PM,1:04:00 PM,1:33:00 PM,2:02:00 PM,2:32:00 PM,3:00:00 PM,3:29:00 PM,3:54:00 PM,4:15:00 PM,4:35:00 PM,4:54:00 PM,5:16:00 PM,5:34:00 PM,5:54:00 PM,6:14:00 PM,6:33:00 PM,6:43:00 PM,6:53:00 PM,7:10:00 PM,7:30:00 PM,7:50:00 PM,8:05:00 PM,8:29:00 PM,8:57:00 PM,9:25:00 PM,9:54:00 PM,10:22:00 PM,10:50:00 PM,11:18:00 PM,11:46:00 PM,12:14:00 AM,12:28:00 AM,12:42:00 AM,12:56:00 AM,1:10:00 AM,1:24:00 AM,1:38:00 AM,1:58:00 AM,2:20:00 AM,2:48:00 AM,3:16:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNDAS ST at WINSTON CHURCHILL BLVD,4:13:00 AM,4:46:00 AM,5:13:00 AM,5:29:00 AM,5:53:00 AM,6:09:00 AM,6:28:00 AM,6:51:00 AM,7:14:00 AM,7:36:00 AM,7:58:00 AM,8:18:00 AM,8:38:00 AM,8:57:00 AM,9:16:00 AM,9:36:00 AM,9:49:00 AM,10:11:00 AM,10:31:00 AM,10:49:00 AM,11:12:00 AM,11:41:00 AM,12:10:00 PM,12:39:00 PM,1:08:00 PM,1:37:00 PM,2:06:00 PM,2:37:00 PM,3:05:00 PM,3:34:00 PM,3:59:00 PM,4:20:00 PM,4:39:00 PM,4:58:00 PM,5:20:00 PM,5:38:00 PM,5:58:00 PM,6:18:00 PM,6:37:00 PM,6:47:00 PM,6:57:00 PM,7:14:00 PM,7:34:00 PM,7:54:00 PM,8:09:00 PM,8:33:00 PM,9:01:00 PM,9:29:00 PM,9:58:00 PM,10:26:00 PM,10:54:00 PM,11:22:00 PM,11:50:00 PM,12:18:00 AM,12:32:00 AM,12:46:00 AM,1:00:00 AM,1:14:00 AM,1:28:00 AM,1:42:00 AM,2:02:00 AM,2:24:00 AM,2:52:00 AM,3:20:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGA BLVD at LAIRD RD,4:16:00 AM,4:49:00 AM,5:16:00 AM,5:32:00 AM,5:56:00 AM,6:12:00 AM,6:31:00 AM,6:54:00 AM,7:17:00 AM,7:39:00 AM,8:01:00 AM,8:21:00 AM,8:41:00 AM,9:00:00 AM,9:19:00 AM,9:39:00 AM,9:52:00 AM,10:14:00 AM,10:34:00 AM,10:52:00 AM,11:15:00 AM,11:44:00 AM,12:13:00 PM,12:42:00 PM,1:11:00 PM,1:40:00 PM,2:09:00 PM,2:40:00 PM,3:08:00 PM,3:37:00 PM,4:02:00 PM,4:23:00 PM,4:42:00 PM,5:01:00 PM,5:23:00 PM,5:41:00 PM,6:01:00 PM,6:21:00 PM,6:40:00 PM,6:50:00 PM,7:00:00 PM,7:17:00 PM,7:37:00 PM,7:57:00 PM,8:12:00 PM,8:36:00 PM,9:04:00 PM,9:32:00 PM,10:01:00 PM,10:29:00 PM,10:57:00 PM,11:25:00 PM,11:53:00 PM,12:21:00 AM,12:35:00 AM,12:49:00 AM,1:03:00 AM,1:17:00 AM,1:31:00 AM,1:45:00 AM,2:05:00 AM,2:27:00 AM,2:55:00 AM,3:23:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAIRD RD west of RIDGEWAY DR,4:16:00 AM,4:49:00 AM,5:16:00 AM,5:32:00 AM,5:56:00 AM,6:12:00 AM,6:31:00 AM,6:54:00 AM,7:17:00 AM,7:39:00 AM,8:01:00 AM,8:21:00 AM,8:41:00 AM,9:00:00 AM,9:19:00 AM,9:39:00 AM,9:52:00 AM,10:14:00 AM,10:34:00 AM,10:52:00 AM,11:15:00 AM,11:44:00 AM,12:13:00 PM,12:42:00 PM,1:11:00 PM,1:40:00 PM,2:09:00 PM,2:40:00 PM,3:08:00 PM,3:37:00 PM,4:02:00 PM,4:23:00 PM,4:42:00 PM,5:01:00 PM,5:23:00 PM,5:41:00 PM,6:01:00 PM,6:21:00 PM,6:40:00 PM,6:50:00 PM,7:00:00 PM,7:17:00 PM,7:37:00 PM,7:57:00 PM,8:12:00 PM,8:36:00 PM,9:04:00 PM,9:32:00 PM,10:01:00 PM,10:29:00 PM,10:57:00 PM,11:25:00 PM,11:53:00 PM,12:21:00 AM,12:35:00 AM,12:49:00 AM,1:03:00 AM,1:17:00 AM,1:31:00 AM,1:45:00 AM,2:05:00 AM,2:27:00 AM,2:55:00 AM,3:23:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY of TORONTO at MISSISSAUGA CAMPUS,6:15 AM[b],6:36 AM[b],6:57 AM[b],7:18 AM[b],7:25 AM[b],7:44 AM[b],8:04 AM[b],8:24 AM[b],8:43 AM[b],9:03 AM[b],9:22 AM[b],9:57 AM[b],10:18 AM[b],10:38 AM[b],10:55 AM[b],11:04 AM[b],11:16 AM[b],11:23 AM[b],11:52 AM[b],12:21 PM[b],12:50 PM[b],1:19 PM[b],1:48 PM[b],2:19 PM[b],2:47 PM[b],3:14 PM[b],3:43 PM[b],4:04 PM[b],4:25 PM[b],4:44 PM[b],5:03 PM[b],5:23 PM[b],5:43 PM[b],6:03 PM[b],6:18 PM[b],6:23 PM[b],6:37 PM[b],6:47 PM[b],7:00 PM[b],7:20 PM[b],7:40 PM[b],7:45 PM[b],7:58 PM[b],8:13 PM[b],8:44 PM[b],9:11 PM[b],9:40 PM[b],10:08 PM[b],10:36 PM[b],11:04 PM[b],11:32 PM[b],12:00 AM[b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE COLLEGEWAY west of SOUTH MILLWAY,6:20 AM[b],6:41 AM[b],7:02 AM[b],7:23 AM[b],7:30 AM[b],7:50 AM[b],8:10 AM[b],8:30 AM[b],8:49 AM[b],9:09 AM[b],9:28 AM[b],10:03 AM[b],10:24 AM[b],10:44 AM[b],11:01 AM[b],11:10 AM[b],11:22 AM[b],11:29 AM[b],11:58 AM[b],12:27 PM[b],12:56 PM[b],1:25 PM[b],1:54 PM[b],2:25 PM[b],2:53 PM[b],3:20 PM[b],3:49 PM[b],4:10 PM[b],4:31 PM[b],4:50 PM[b],5:09 PM[b],5:29 PM[b],5:49 PM[b],6:09 PM[b],6:24 PM[b],6:29 PM[b],6:43 PM[b],6:53 PM[b],7:05 PM[b],7:25 PM[b],7:45 PM[b],7:50 PM[b],8:03 PM[b],8:18 PM[b],8:49 PM[b],9:16 PM[b],9:45 PM[b],10:13 PM[b],10:41 PM[b],11:09 PM[b],11:37 PM[b],12:05 AM[b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE COLLEGEWAY at SOUTH COMMON CENTRE ACCESS RD,6:21 AM[b],6:42 AM[b],7:03 AM[b],7:24 AM[b],7:31 AM[b],7:51 AM[b],8:11 AM[b],8:31 AM[b],8:50 AM[b],9:10 AM[b],9:29 AM[b],10:04 AM[b],10:25 AM[b],10:45 AM[b],11:02 AM[b],11:11 AM[b],11:23 AM[b],11:30 AM[b],11:59 AM[b],12:28 PM[b],12:57 PM[b],1:26 PM[b],1:55 PM[b],2:26 PM[b],2:54 PM[b],3:21 PM[b],3:50 PM[b],4:11 PM[b],4:32 PM[b],4:51 PM[b],5:10 PM[b],5:30 PM[b],5:50 PM[b],6:10 PM[b],6:25 PM[b],6:30 PM[b],6:44 PM[b],6:54 PM[b],7:06 PM[b],7:26 PM[b],7:46 PM[b],7:51 PM[b],8:04 PM[b],8:19 PM[b],8:50 PM[b],9:17 PM[b],9:46 PM[b],10:14 PM[b],10:42 PM[b],11:10 PM[b],11:38 PM[b],12:06 AM[b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH COMMON CENTRE BUS TERMINAL PLATFORM A,6:22 AM[b],6:43 AM[b],7:04 AM[b],7:25 AM[b],7:33 AM[b],7:53 AM[b],8:13 AM[b],8:33 AM[b],8:52 AM[b],9:12 AM[b],9:31 AM[b],10:06 AM[b],10:27 AM[b],10:47 AM[b],11:04 AM[b],11:13 AM[b],11:25 AM[b],11:32 AM[b],12:01 PM[b],12:30 PM[b],12:59 PM[b],1:28 PM[b],1:57 PM[b],2:28 PM[b],2:56 PM[b],3:23 PM[b],3:52 PM[b],4:13 PM[b],4:34 PM[b],4:53 PM[b],5:12 PM[b],5:32 PM[b],5:52 PM[b],6:12 PM[b],6:27 PM[b],6:32 PM[b],6:46 PM[b],6:56 PM[b],7:08 PM[b],7:28 PM[b],7:48 PM[b],7:53 PM[b],8:06 PM[b],8:21 PM[b],8:51 PM[b],9:18 PM[b],9:47 PM[b],10:15 PM[b],10:43 PM[b],11:11 PM[b],11:39 PM[b],12:07 AM[b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
