STREETSVILLE GO STATION PLATFORM A,4:58:00 PM,5:35:00 PM,5:51:00 PM,6:09:00 PM,6:27:00 PM,7:07:00 PM,7:52:00 PM
ERIN MILLS PKY at THOMAS ST,5:04:00 PM,5:41:00 PM,5:57:00 PM,6:15:00 PM,6:33:00 PM,7:13:00 PM,7:58:00 PM
ERIN MILLS PKY at ERIN CENTRE BLVD,5:08:00 PM,5:45:00 PM,6:01:00 PM,6:19:00 PM,6:37:00 PM,7:16:00 PM,8:01:00 PM
ERIN MILLS PKY at CREDIT VALLEY RD,5:10:00 PM,5:47:00 PM,6:03:00 PM,6:21:00 PM,6:39:00 PM,7:18:00 PM,8:03:00 PM
ARTESIAN DR west of WINSTON CHURCHILL BLVD,5:14:00 PM,5:51:00 PM,6:07:00 PM,6:25:00 PM,6:43:00 PM,7:22:00 PM,8:07:00 PM
ARTESIAN DR at SEBASTIAN DR,5:17:00 PM,5:54:00 PM,6:10:00 PM,6:28:00 PM,6:46:00 PM,7:25:00 PM,8:10:00 PM
MIDDLESEX GATE at EGLINTON AVE,5:19:00 PM,5:56:00 PM,6:12:00 PM,6:30:00 PM,6:48:00 PM,7:27:00 PM,8:12:00 PM
EGLINTON AVE at MIDDLESEX GATE,5:19:00 PM,5:56:00 PM,6:12:00 PM,6:30:00 PM,6:48:00 PM,7:27:00 PM,8:12:00 PM
