SHERWAY GARDENS BUS TERMINAL,8:40:00 AM,9:25:00 AM,10:10:00 AM,10:55:00 AM,11:40:00 AM,12:25:00 PM,1:10:00 PM,1:55:00 PM,2:40:00 PM,3:25:00 PM,4:10:00 PM,4:55:00 PM,5:40:00 PM,6:25:00 PM,7:10:00 PM,7:55:00 PM,,
DIXIE RD at KENDALL RD,8:44:00 AM,9:29:00 AM,10:14:00 AM,10:59:00 AM,11:44:00 AM,12:29:00 PM,1:14:00 PM,1:59:00 PM,2:44:00 PM,3:29:00 PM,4:14:00 PM,4:59:00 PM,5:44:00 PM,6:29:00 PM,7:14:00 PM,7:59:00 PM,,
DIXIE MALL BUS TERMINAL PLATFORM A,8:47:00 AM,9:32:00 AM,10:17:00 AM,11:02:00 AM,11:47:00 AM,12:32:00 PM,1:17:00 PM,2:02:00 PM,2:47:00 PM,3:32:00 PM,4:17:00 PM,5:02:00 PM,5:47:00 PM,6:32:00 PM,7:17:00 PM,8:02:00 PM,,
NORTH SERVICE RD at STANFIELD RD,8:50:00 AM,9:35:00 AM,10:20:00 AM,11:05:00 AM,11:50:00 AM,12:35:00 PM,1:20:00 PM,2:05:00 PM,2:50:00 PM,3:35:00 PM,4:20:00 PM,5:05:00 PM,5:50:00 PM,6:35:00 PM,7:20:00 PM,8:05:00 PM,,
NORTH SERVICE RD at CAWTHRA RD,8:53:00 AM,9:38:00 AM,10:23:00 AM,11:08:00 AM,11:53:00 AM,12:38:00 PM,1:23:00 PM,2:08:00 PM,2:53:00 PM,3:38:00 PM,4:23:00 PM,5:08:00 PM,5:53:00 PM,6:38:00 PM,7:23:00 PM,8:08:00 PM,,
TEDWYN DR at FELINA CRT,8:55:00 AM,9:40:00 AM,10:25:00 AM,11:10:00 AM,11:55:00 AM,12:40:00 PM,1:25:00 PM,2:10:00 PM,2:55:00 PM,3:40:00 PM,4:25:00 PM,5:10:00 PM,5:55:00 PM,6:40:00 PM,7:25:00 PM,8:10:00 PM,,
NORTH SERVICE RD west of CLIFF RD,8:59:00 AM,9:44:00 AM,10:29:00 AM,11:14:00 AM,11:59:00 AM,12:44:00 PM,1:29:00 PM,2:14:00 PM,2:59:00 PM,3:44:00 PM,4:29:00 PM,5:14:00 PM,5:59:00 PM,6:44:00 PM,7:29:00 PM,8:14:00 PM,,
CAMILLA RD at NORTH SERVICE RD,9:00:00 AM,9:45:00 AM,10:30:00 AM,11:15:00 AM,12:00:00 PM,12:45:00 PM,1:30:00 PM,2:15:00 PM,3:00:00 PM,3:45:00 PM,4:30:00 PM,5:15:00 PM,6:00:00 PM,6:45:00 PM,7:30:00 PM,8:15:00 PM,,
PAISLEY BLVD at HURONTARIO ST,9:03:00 AM,9:48:00 AM,10:33:00 AM,11:18:00 AM,12:03:00 PM,12:48:00 PM,1:33:00 PM,2:18:00 PM,3:03:00 PM,3:48:00 PM,4:33:00 PM,5:18:00 PM,6:03:00 PM,6:48:00 PM,7:33:00 PM,8:18:00 PM,,
QUEENSWAY at CONFEDERATION PKY,7:35:00 AM,8:20:00 AM,9:05:00 AM,9:50:00 AM,10:35:00 AM,11:20:00 AM,12:05:00 PM,12:50:00 PM,1:35:00 PM,2:20:00 PM,3:05:00 PM,3:50:00 PM,4:35:00 PM,5:20:00 PM,6:05:00 PM,6:50:00 PM,7:35:00 PM,8:20:00 PM
CONFEDERATION PKY north of QUEENSWAY,7:35:00 AM,8:20:00 AM,9:05:00 AM,9:50:00 AM,10:35:00 AM,11:20:00 AM,12:05:00 PM,12:50:00 PM,1:35:00 PM,2:20:00 PM,3:05:00 PM,3:50:00 PM,4:35:00 PM,5:20:00 PM,6:05:00 PM,6:50:00 PM,7:35:00 PM,8:20:00 PM
HURON PARK ACCESS RD at QUEENSWAY,7:43:00 AM,8:28:00 AM,9:13:00 AM,9:58:00 AM,10:43:00 AM,11:28:00 AM,12:13:00 PM,12:58:00 PM,1:43:00 PM,2:28:00 PM,3:13:00 PM,3:58:00 PM,4:43:00 PM,5:28:00 PM,6:13:00 PM,6:58:00 PM,7:43:00 PM,8:28:00 PM
DUNDAS ST at WOLFEDALE RD,7:49:00 AM,8:34:00 AM,9:19:00 AM,10:04:00 AM,10:49:00 AM,11:34:00 AM,12:19:00 PM,1:04:00 PM,1:49:00 PM,2:34:00 PM,3:19:00 PM,4:04:00 PM,4:49:00 PM,5:34:00 PM,6:19:00 PM,7:04:00 PM,7:49:00 PM,8:34:00 PM
GLENGARRY RD at DUNDAS ST,7:51:00 AM,8:36:00 AM,9:21:00 AM,10:06:00 AM,10:51:00 AM,11:36:00 AM,12:21:00 PM,1:06:00 PM,1:51:00 PM,2:36:00 PM,3:21:00 PM,4:06:00 PM,4:51:00 PM,5:36:00 PM,6:21:00 PM,7:06:00 PM,7:51:00 PM,8:36:00 PM
