OGDEN AVE at STRATHY AVE,2:39 PM[G]
OGDEN AVE south of STRATHY AVE,2:41 PM[G]
ATWATER AVE west of CAWTHRA RD,2:44 PM[G]
MINEOLA RD at HURONTARIO ST,2:49 PM[G]
HURONTARIO ST at LAKESHORE RD E,2:52 PM[G]
LAKESHORE RD W at MISSISSAUGA RD,2:55 PM[G]
LAKESHORE RD W at LORNE PARK RD,3:00 PM[G]
TRUSCOTT DR west of LORNE PARK RD,3:04 PM[G]
TRUSCOTT DR at DAVEBROOK RD,3:09 PM[G]
SOUTHDOWN RD at TRUSCOTT DR,3:09 PM[G]
CLARKSON GO STATION PLATFORM C,3:12 PM[G]
