SOUTH COMMON CENTRE BUS TERMINAL PLATFORM E,7:47 AM[G]
BURNHAMTHORPE RD W at LOYALIST DR,7:53 AM[G]
UNITY DR THIRD STOP west of PEPPER MILL CRT,7:58 AM[G]
SLADEVIEW CRES west of RIDGEWAY DR,8:02 AM[G]
