CITY CENTRE BUS TERMINAL PLATFORM J,8:11:00 AM,8:33:00 AM,8:55:00 AM,9:17:00 AM,9:39:00 AM,10:01:00 AM,10:23:00 AM,10:45:00 AM,11:07:00 AM,11:29:00 AM,11:51:00 AM,12:13:00 PM,12:35:00 PM,12:57:00 PM,1:19:00 PM,1:41:00 PM,2:03:00 PM,2:25:00 PM,2:47:00 PM,3:09:00 PM,3:31:00 PM,3:53:00 PM,4:15:00 PM,4:37:00 PM,4:59:00 PM,5:21:00 PM,5:43:00 PM,6:05:00 PM,6:27:00 PM,6:49:00 PM
RATHBURN RD at LIVING ARTS DR,8:13:00 AM,8:35:00 AM,8:57:00 AM,9:19:00 AM,9:41:00 AM,10:03:00 AM,10:25:00 AM,10:47:00 AM,11:09:00 AM,11:31:00 AM,11:53:00 AM,12:15:00 PM,12:37:00 PM,12:59:00 PM,1:21:00 PM,1:43:00 PM,2:05:00 PM,2:27:00 PM,2:49:00 PM,3:11:00 PM,3:33:00 PM,3:55:00 PM,4:17:00 PM,4:39:00 PM,5:01:00 PM,5:23:00 PM,5:45:00 PM,6:07:00 PM,6:29:00 PM,6:51:00 PM
CENTRAL PKY west of COPERNICUS DR,8:18:00 AM,8:40:00 AM,9:02:00 AM,9:24:00 AM,9:46:00 AM,10:08:00 AM,10:30:00 AM,10:52:00 AM,11:14:00 AM,11:36:00 AM,11:58:00 AM,12:20:00 PM,12:42:00 PM,1:04:00 PM,1:26:00 PM,1:48:00 PM,2:10:00 PM,2:32:00 PM,2:54:00 PM,3:16:00 PM,3:38:00 PM,4:00:00 PM,4:22:00 PM,4:44:00 PM,5:06:00 PM,5:28:00 PM,5:50:00 PM,6:12:00 PM,6:34:00 PM,6:56:00 PM
CONFEDERATION PKY at DUNDAS ST,8:26:00 AM,8:48:00 AM,9:10:00 AM,9:32:00 AM,9:54:00 AM,10:16:00 AM,10:38:00 AM,11:00:00 AM,11:22:00 AM,11:44:00 AM,12:06:00 PM,12:28:00 PM,12:50:00 PM,1:12:00 PM,1:34:00 PM,1:56:00 PM,2:18:00 PM,2:40:00 PM,3:02:00 PM,3:24:00 PM,3:46:00 PM,4:08:00 PM,4:30:00 PM,4:52:00 PM,5:14:00 PM,5:36:00 PM,5:58:00 PM,6:20:00 PM,6:42:00 PM,7:04:00 PM
TRILLIUM HOSPITAL BUS TERMINAL,8:30:00 AM,8:52:00 AM,9:14:00 AM,9:36:00 AM,9:58:00 AM,10:20:00 AM,10:42:00 AM,11:04:00 AM,11:26:00 AM,11:48:00 AM,12:10:00 PM,12:32:00 PM,12:54:00 PM,1:16:00 PM,1:38:00 PM,2:00:00 PM,2:22:00 PM,2:44:00 PM,3:06:00 PM,3:28:00 PM,3:50:00 PM,4:12:00 PM,4:34:00 PM,4:56:00 PM,5:18:00 PM,5:40:00 PM,6:02:00 PM,6:24:00 PM,6:46:00 PM,7:08:00 PM
