DUKE OF YORK BLVD at WEBB DR,6:27:00 AM,7:07:00 AM,7:42:00 AM,8:12:00 AM
REDMOND RD at WEBB DR,6:30:00 AM,7:10:00 AM,7:45:00 AM,8:15:00 AM
REDMOND RD at FAIRVIEW RD,6:33:00 AM,7:13:00 AM,7:48:00 AM,8:18:00 AM
FAIRVIEW RD at JOAN DR,6:37:00 AM,7:17:00 AM,7:52:00 AM,8:22:00 AM
COOKSVILLE GO STATION PLATFORM A,6:42:00 AM,7:22:00 AM,7:57:00 AM,8:27:00 AM
