MEADOWVALE TOWN CENTRE BUS TERMINAL PLATFORM G,5:57 AM[b],6:37 AM[b],7:17 AM[b],7:57 AM[b],8:37 AM[b],9:17 AM[b],10:00 AM[b],10:37 AM[b],11:17 AM[b],11:57 AM[b],12:37 PM[b],1:17 PM[b],1:57 PM[b],2:34 PM[b],3:17 PM[b],3:57 PM[b],4:37 PM[b],5:17 PM[b],5:57 PM[b],6:37 PM[b],7:17 PM[b],7:57 PM[b],8:37 PM[b],9:20 PM[b]
MONTEVIDEO RD north of AQUITAINE AVE,6:00 AM[b],6:40 AM[b],7:20 AM[b],8:00 AM[b],8:40 AM[b],9:20 AM[b],10:03 AM[b],10:40 AM[b],11:20 AM[b],12:00 PM[b],12:40 PM[b],1:20 PM[b],2:00 PM[b],2:37 PM[b],3:20 PM[b],4:00 PM[b],4:40 PM[b],5:20 PM[b],6:00 PM[b],6:40 PM[b],7:20 PM[b],8:00 PM[b],8:40 PM[b],9:23 PM[b]
DERRY RD at GLEN ERIN DR,6:03 AM[b],6:43 AM[b],7:23 AM[b],8:03 AM[b],8:43 AM[b],9:23 AM[b],10:06 AM[b],10:43 AM[b],11:23 AM[b],12:03 PM[b],12:43 PM[b],1:23 PM[b],2:03 PM[b],2:40 PM[b],3:23 PM[b],4:03 PM[b],4:43 PM[b],5:23 PM[b],6:03 PM[b],6:43 PM[b],7:23 PM[b],8:03 PM[b],8:43 PM[b],9:26 PM[b]
MONTEVIDEO RD at AQUITAINE AVE,6:10 AM[b],6:50 AM[b],7:30 AM[b],8:10 AM[b],8:50 AM[b],9:30 AM[b],10:13 AM[b],10:50 AM[b],11:30 AM[b],12:10 PM[b],12:50 PM[b],1:30 PM[b],2:10 PM[b],2:47 PM[b],3:30 PM[b],4:10 PM[b],4:50 PM[b],5:30 PM[b],6:10 PM[b],6:50 PM[b],7:30 PM[b],8:10 PM[b],8:50 PM[b],9:33 PM[b]
AQUITAINE AVE FIRST STOP west of MONTEVIDEO RD,6:10 AM[b],6:50 AM[b],7:30 AM[b],8:10 AM[b],8:50 AM[b],9:30 AM[b],10:13 AM[b],10:50 AM[b],11:30 AM[b],12:10 PM[b],12:50 PM[b],1:30 PM[b],2:10 PM[b],2:47 PM[b],3:30 PM[b],4:10 PM[b],4:50 PM[b],5:30 PM[b],6:10 PM[b],6:50 PM[b],7:30 PM[b],8:10 PM[b],8:50 PM[b],9:33 PM[b]
MEADOWVALE TOWN CENTRE BUS TERMINAL PLATFORM G,6:12 AM[b],6:52 AM[b],7:32 AM[b],8:12 AM[b],8:52 AM[b],9:32 AM[b],10:15 AM[b],10:52 AM[b],11:32 AM[b],12:12 PM[b],12:52 PM[b],1:32 PM[b],2:12 PM[b],2:49 PM[b],3:32 PM[b],4:12 PM[b],4:52 PM[b],5:32 PM[b],6:12 PM[b],6:52 PM[b],7:32 PM[b],8:12 PM[b],8:52 PM[b],9:35 PM[b]
