MATHESON BLVD E west of WHITTLE RD,6:25:00 AM,6:40:00 AM,6:55:00 AM,7:13:00 AM,7:31:00 AM,7:49:00 AM,8:07:00 AM,8:25:00 AM,8:43:00 AM,3:05:00 PM,3:20:00 PM,3:35:00 PM,3:53:00 PM,4:11:00 PM,4:29:00 PM,4:47:00 PM,5:05:00 PM,5:23:00 PM,5:41:00 PM
WATLINE AVE east of HURONTARIO ST,6:26:00 AM,6:41:00 AM,6:57:00 AM,7:15:00 AM,7:33:00 AM,7:51:00 AM,8:09:00 AM,8:27:00 AM,8:44:00 AM,3:06:00 PM,3:21:00 PM,3:37:00 PM,3:55:00 PM,4:13:00 PM,4:31:00 PM,4:49:00 PM,5:07:00 PM,5:25:00 PM,5:43:00 PM
TRADERS BLVD at KENNEDY RD,6:29:00 AM,6:44:00 AM,7:00:00 AM,7:18:00 AM,7:36:00 AM,7:54:00 AM,8:12:00 AM,8:30:00 AM,8:47:00 AM,3:09:00 PM,3:24:00 PM,3:40:00 PM,3:58:00 PM,4:16:00 PM,4:34:00 PM,4:53:00 PM,5:11:00 PM,5:29:00 PM,5:47:00 PM
WATLINE AVE FOURTH STOP west KENNEDY RD,6:32:00 AM,6:47:00 AM,7:03:00 AM,7:21:00 AM,7:39:00 AM,7:57:00 AM,8:15:00 AM,8:33:00 AM,8:50:00 AM,3:12:00 PM,3:27:00 PM,3:43:00 PM,4:01:00 PM,4:19:00 PM,4:37:00 PM,4:56:00 PM,5:14:00 PM,5:32:00 PM,5:50:00 PM
MCADAM RD FIRST STOP south of WATLINE AVE,6:32:00 AM,6:47:00 AM,7:04:00 AM,7:22:00 AM,7:40:00 AM,7:58:00 AM,8:16:00 AM,8:34:00 AM,8:50:00 AM,3:12:00 PM,3:27:00 PM,3:44:00 PM,4:02:00 PM,4:20:00 PM,4:38:00 PM,4:57:00 PM,5:15:00 PM,5:33:00 PM,5:51:00 PM
MCADAM RD at MATHESON BLVD E,6:34:00 AM,6:49:00 AM,7:06:00 AM,7:24:00 AM,7:42:00 AM,8:00:00 AM,8:18:00 AM,8:36:00 AM,8:52:00 AM,3:14:00 PM,3:29:00 PM,3:46:00 PM,4:04:00 PM,4:22:00 PM,4:40:00 PM,4:59:00 PM,5:17:00 PM,5:35:00 PM,5:53:00 PM
MATHESON BLVD E west of WHITTLE RD,6:37:00 AM,6:52:00 AM,7:09:00 AM,7:27:00 AM,7:45:00 AM,8:03:00 AM,8:21:00 AM,8:39:00 AM,8:55:00 AM,3:17:00 PM,3:32:00 PM,3:49:00 PM,4:07:00 PM,4:25:00 PM,4:43:00 PM,5:02:00 PM,5:20:00 PM,5:38:00 PM,5:56:00 PM
