CLARKSON GO STATION PLATFORM B,9:40:00 AM,10:25:00 AM,11:10:00 AM,11:55:00 AM,12:40:00 PM,1:25:00 PM,2:10:00 PM,2:55:00 PM,3:40:00 PM,4:25:00 PM,5:10:00 PM,5:55:00 PM,6:40:00 PM,7:25:00 PM,8:16:00 PM,8:55:00 PM
ROYAL WINDSOR DR SECOND STOP west of AVONHEAD RD,9:45:00 AM,10:30:00 AM,11:15:00 AM,12:00:00 PM,12:45:00 PM,1:30:00 PM,2:15:00 PM,3:00:00 PM,3:45:00 PM,4:30:00 PM,5:15:00 PM,6:00:00 PM,6:45:00 PM,7:30:00 PM,8:21:00 PM,9:00:00 PM
ROYAL WINDSOR DR THIRD STOP west of AVONHEAD RD,9:45:00 AM,10:30:00 AM,11:15:00 AM,12:00:00 PM,12:45:00 PM,1:30:00 PM,2:15:00 PM,3:00:00 PM,3:45:00 PM,4:30:00 PM,5:15:00 PM,6:00:00 PM,6:45:00 PM,7:30:00 PM,8:21:00 PM,9:00:00 PM
ROYAL WINDSOR DR at WINSTON CHURCHILL BLVD,9:46:00 AM,10:31:00 AM,11:16:00 AM,12:01:00 PM,12:46:00 PM,1:31:00 PM,2:16:00 PM,3:01:00 PM,3:46:00 PM,4:31:00 PM,5:16:00 PM,6:01:00 PM,6:46:00 PM,7:31:00 PM,8:22:00 PM,9:01:00 PM
WINSTON CHURCHILL BLVD at TRUSCOTT DR,9:48:00 AM,10:33:00 AM,11:18:00 AM,12:03:00 PM,12:48:00 PM,1:33:00 PM,2:18:00 PM,3:03:00 PM,3:48:00 PM,4:33:00 PM,5:18:00 PM,6:03:00 PM,6:48:00 PM,7:33:00 PM,8:24:00 PM,9:03:00 PM
PLYMOUTH DR at WINSTON CHURCHILL BLVD,9:51:00 AM,10:36:00 AM,11:21:00 AM,12:06:00 PM,12:51:00 PM,1:36:00 PM,2:21:00 PM,3:06:00 PM,3:51:00 PM,4:36:00 PM,5:21:00 PM,6:06:00 PM,6:51:00 PM,7:36:00 PM,8:27:00 PM,9:06:00 PM
BRISTOL CIRCLE at LONDON LANE,9:53:00 AM,10:38:00 AM,11:23:00 AM,12:08:00 PM,12:53:00 PM,1:38:00 PM,2:23:00 PM,3:08:00 PM,3:53:00 PM,4:38:00 PM,5:23:00 PM,6:08:00 PM,6:53:00 PM,7:38:00 PM,8:29:00 PM,9:08:00 PM
BRISTOL CIRCLE at WINSTON PARK DR,9:53:00 AM,10:38:00 AM,11:23:00 AM,12:08:00 PM,12:53:00 PM,1:38:00 PM,2:23:00 PM,3:08:00 PM,3:53:00 PM,4:38:00 PM,5:23:00 PM,6:08:00 PM,6:53:00 PM,7:38:00 PM,8:29:00 PM,9:08:00 PM
WINSTON CHURCHILL BLVD at DUNDAS ST W,9:57:00 AM,10:42:00 AM,11:27:00 AM,12:12:00 PM,12:57:00 PM,1:42:00 PM,2:27:00 PM,3:12:00 PM,3:57:00 PM,4:42:00 PM,5:27:00 PM,6:12:00 PM,6:57:00 PM,7:42:00 PM,8:33:00 PM,9:12:00 PM
WINSTON CHURCHILL BLVD at DUNDAS ST,9:57:00 AM,10:42:00 AM,11:27:00 AM,12:12:00 PM,12:57:00 PM,1:42:00 PM,2:27:00 PM,3:12:00 PM,3:57:00 PM,4:42:00 PM,5:27:00 PM,6:12:00 PM,6:57:00 PM,7:42:00 PM,8:33:00 PM,9:12:00 PM
WINSTON CHURCHILL BLVD at BURNHAMTHORPE RD,10:02:00 AM,10:47:00 AM,11:32:00 AM,12:17:00 PM,1:02:00 PM,1:47:00 PM,2:32:00 PM,3:17:00 PM,4:02:00 PM,4:47:00 PM,5:32:00 PM,6:17:00 PM,7:02:00 PM,7:47:00 PM,8:38:00 PM,9:17:00 PM
WINSTON CHURCHILL BLVD at EGLINTON AVE,10:07:00 AM,10:52:00 AM,11:37:00 AM,12:22:00 PM,1:07:00 PM,1:52:00 PM,2:37:00 PM,3:22:00 PM,4:07:00 PM,4:52:00 PM,5:37:00 PM,6:22:00 PM,7:07:00 PM,7:52:00 PM,8:43:00 PM,9:22:00 PM
WINSTON CHURCHILL BLVD at THOMAS ST,10:11:00 AM,10:56:00 AM,11:41:00 AM,12:26:00 PM,1:11:00 PM,1:56:00 PM,2:41:00 PM,3:26:00 PM,4:11:00 PM,4:56:00 PM,5:41:00 PM,6:26:00 PM,7:11:00 PM,7:56:00 PM,8:47:00 PM,9:26:00 PM
WINSTON CHURCHILL BLVD at BRITANNIA RD,10:14:00 AM,10:59:00 AM,11:44:00 AM,12:29:00 PM,1:14:00 PM,1:59:00 PM,2:44:00 PM,3:29:00 PM,4:14:00 PM,4:59:00 PM,5:44:00 PM,6:29:00 PM,7:14:00 PM,7:59:00 PM,8:50:00 PM,9:29:00 PM
WINSTON CHURCHILL BLVD at BATTLEFORD RD,10:17:00 AM,11:02:00 AM,11:47:00 AM,12:32:00 PM,1:17:00 PM,2:02:00 PM,2:47:00 PM,3:32:00 PM,4:17:00 PM,5:02:00 PM,5:47:00 PM,6:32:00 PM,7:17:00 PM,8:02:00 PM,8:53:00 PM,9:32:00 PM
MEADOWVALE TOWN CENTRE BUS TERMINAL PLATFORM C,10:20:00 AM,11:05:00 AM,11:50:00 AM,12:35:00 PM,1:20:00 PM,2:05:00 PM,2:50:00 PM,3:35:00 PM,4:20:00 PM,5:05:00 PM,5:50:00 PM,6:35:00 PM,7:20:00 PM,8:05:00 PM,8:56:00 PM,9:35:00 PM
