SILKEN LAUMANN WAY at BRITANNIA RD W,6:21:00 AM,7:02:00 AM,4:43:00 PM,5:14:00 PM,5:37:00 PM,6:06:00 PM,6:22:00 PM,6:44:00 PM,7:02:00 PM,7:23:00 PM,,,,,
CREDITVIEW RD at HIGHBROOK AVE,6:25:00 AM,6:46:00 AM,7:06:00 AM,7:17:00 AM,7:42:00 AM,8:10:00 AM,8:33:00 AM,4:47:00 PM,5:18:00 PM,5:41:00 PM,6:10:00 PM,6:26:00 PM,6:48:00 PM,7:06:00 PM,7:27:00 PM
CREDITVIEW RD at BRISTOL RD,6:29:00 AM,6:50:00 AM,7:10:00 AM,7:21:00 AM,7:46:00 AM,8:14:00 AM,8:37:00 AM,4:51:00 PM,5:22:00 PM,5:45:00 PM,6:14:00 PM,6:30:00 PM,6:52:00 PM,7:10:00 PM,7:31:00 PM
CREDITVIEW RD at CUTHBERT AVE,6:32:00 AM,6:53:00 AM,7:13:00 AM,7:24:00 AM,7:49:00 AM,8:17:00 AM,8:40:00 AM,4:54:00 PM,5:25:00 PM,5:48:00 PM,6:17:00 PM,6:33:00 PM,6:55:00 PM,7:13:00 PM,7:34:00 PM
CREDITVIEW RD at EGLINTON AVE,6:33:00 AM,6:54:00 AM,7:14:00 AM,7:25:00 AM,7:50:00 AM,8:18:00 AM,8:41:00 AM,4:55:00 PM,5:26:00 PM,5:49:00 PM,6:18:00 PM,6:34:00 PM,6:56:00 PM,7:14:00 PM,7:35:00 PM
ERINDALE GO STATION PLATFORM B,6:37:00 AM,6:58:00 AM,7:18:00 AM,7:29:00 AM,7:54:00 AM,8:22:00 AM,8:45:00 AM,4:59:00 PM,5:30:00 PM,5:53:00 PM,6:22:00 PM,6:38:00 PM,7:00:00 PM,7:18:00 PM,7:39:00 PM
