PORT CREDIT GO STATION PLATFORM B,6:13:00 AM,6:34:00 AM,6:55:00 AM,7:16:00 AM,7:37:00 AM,7:58:00 AM,8:19:00 AM,8:40:00 AM,9:03:00 AM,9:27:00 AM,9:51:00 AM,10:15:00 AM,10:39:00 AM,11:03:00 AM,11:27:00 AM,11:51:00 AM,12:15:00 PM,12:39:00 PM,1:03:00 PM,1:27:00 PM,1:51:00 PM,2:15:00 PM,2:39:00 PM,3:02:00 PM,3:26:00 PM,3:50:00 PM,4:14:00 PM,4:38:00 PM,5:02:00 PM,5:26:00 PM,5:49:00 PM,6:12:00 PM,6:35:00 PM,6:58:00 PM,7:21:00 PM,7:44:00 PM,8:05:00 PM,8:26:00 PM
LAKESHORE RD E east of ELIZABETH ST,6:15:00 AM,6:36:00 AM,6:57:00 AM,7:18:00 AM,7:39:00 AM,8:00:00 AM,8:21:00 AM,8:42:00 AM,9:05:00 AM,9:29:00 AM,9:53:00 AM,10:17:00 AM,10:41:00 AM,11:05:00 AM,11:29:00 AM,11:53:00 AM,12:17:00 PM,12:41:00 PM,1:05:00 PM,1:29:00 PM,1:53:00 PM,2:17:00 PM,2:41:00 PM,3:04:00 PM,3:28:00 PM,3:52:00 PM,4:16:00 PM,4:40:00 PM,5:04:00 PM,5:28:00 PM,5:51:00 PM,6:14:00 PM,6:37:00 PM,7:00:00 PM,7:23:00 PM,7:46:00 PM,8:07:00 PM,8:28:00 PM
HURONTARIO ST at MINEOLA RD E,6:18:00 AM,6:39:00 AM,7:00:00 AM,7:21:00 AM,7:42:00 AM,8:03:00 AM,8:24:00 AM,8:45:00 AM,9:08:00 AM,9:32:00 AM,9:56:00 AM,10:20:00 AM,10:44:00 AM,11:08:00 AM,11:32:00 AM,11:56:00 AM,12:20:00 PM,12:44:00 PM,1:08:00 PM,1:32:00 PM,1:56:00 PM,2:20:00 PM,2:44:00 PM,3:07:00 PM,3:31:00 PM,3:55:00 PM,4:19:00 PM,4:43:00 PM,5:07:00 PM,5:31:00 PM,5:54:00 PM,6:17:00 PM,6:40:00 PM,7:03:00 PM,7:26:00 PM,7:49:00 PM,8:10:00 PM,8:31:00 PM
HURONTARIO ST at QUEENSWAY,6:21:00 AM,6:42:00 AM,7:03:00 AM,7:24:00 AM,7:45:00 AM,8:06:00 AM,8:27:00 AM,8:48:00 AM,9:11:00 AM,9:35:00 AM,9:59:00 AM,10:23:00 AM,10:47:00 AM,11:11:00 AM,11:36:00 AM,12:00:00 PM,12:24:00 PM,12:48:00 PM,1:12:00 PM,1:36:00 PM,2:00:00 PM,2:24:00 PM,2:48:00 PM,3:11:00 PM,3:35:00 PM,3:59:00 PM,4:23:00 PM,4:47:00 PM,5:11:00 PM,5:35:00 PM,5:58:00 PM,6:21:00 PM,6:44:00 PM,7:07:00 PM,7:30:00 PM,7:53:00 PM,8:14:00 PM,8:35:00 PM
HURONTARIO ST at PAISLEY BLVD E,6:22:00 AM,6:43:00 AM,7:04:00 AM,7:25:00 AM,7:46:00 AM,8:07:00 AM,8:28:00 AM,8:49:00 AM,9:12:00 AM,9:36:00 AM,10:00:00 AM,10:24:00 AM,10:48:00 AM,11:12:00 AM,11:37:00 AM,12:01:00 PM,12:25:00 PM,12:49:00 PM,1:13:00 PM,1:37:00 PM,2:01:00 PM,2:25:00 PM,2:49:00 PM,3:12:00 PM,3:36:00 PM,4:00:00 PM,4:24:00 PM,4:48:00 PM,5:12:00 PM,5:36:00 PM,5:59:00 PM,6:22:00 PM,6:45:00 PM,7:08:00 PM,7:31:00 PM,7:54:00 PM,8:15:00 PM,8:36:00 PM
HURONTARIO ST at DUNDAS ST E,6:24:00 AM,6:45:00 AM,7:06:00 AM,7:27:00 AM,7:48:00 AM,8:09:00 AM,8:30:00 AM,8:51:00 AM,9:14:00 AM,9:38:00 AM,10:02:00 AM,10:26:00 AM,10:50:00 AM,11:14:00 AM,11:39:00 AM,12:03:00 PM,12:27:00 PM,12:51:00 PM,1:15:00 PM,1:39:00 PM,2:03:00 PM,2:27:00 PM,2:51:00 PM,3:14:00 PM,3:38:00 PM,4:02:00 PM,4:26:00 PM,4:50:00 PM,5:14:00 PM,5:38:00 PM,6:01:00 PM,6:24:00 PM,6:47:00 PM,7:10:00 PM,7:33:00 PM,7:56:00 PM,8:17:00 PM,8:38:00 PM
HURONTARIO ST at BURNHAMTHORPE RD E,6:28:00 AM,6:49:00 AM,7:10:00 AM,7:31:00 AM,7:52:00 AM,8:13:00 AM,8:34:00 AM,8:55:00 AM,9:19:00 AM,9:43:00 AM,10:07:00 AM,10:31:00 AM,10:55:00 AM,11:19:00 AM,11:44:00 AM,12:08:00 PM,12:32:00 PM,12:56:00 PM,1:20:00 PM,1:44:00 PM,2:08:00 PM,2:32:00 PM,2:56:00 PM,3:19:00 PM,3:43:00 PM,4:07:00 PM,4:31:00 PM,4:55:00 PM,5:19:00 PM,5:43:00 PM,6:06:00 PM,6:29:00 PM,6:52:00 PM,7:15:00 PM,7:37:00 PM,8:00:00 PM,8:21:00 PM,8:42:00 PM
HURONTARIO ST at EGLINTON AVE E,6:33:00 AM,6:54:00 AM,7:15:00 AM,7:36:00 AM,7:57:00 AM,8:18:00 AM,8:39:00 AM,9:00:00 AM,9:25:00 AM,9:49:00 AM,10:13:00 AM,10:37:00 AM,11:01:00 AM,11:26:00 AM,11:51:00 AM,12:15:00 PM,12:39:00 PM,1:03:00 PM,1:27:00 PM,1:51:00 PM,2:15:00 PM,2:39:00 PM,3:03:00 PM,3:27:00 PM,3:51:00 PM,4:15:00 PM,4:39:00 PM,5:03:00 PM,5:26:00 PM,5:50:00 PM,6:13:00 PM,6:36:00 PM,6:59:00 PM,7:21:00 PM,7:42:00 PM,8:05:00 PM,8:26:00 PM,8:47:00 PM
HURONTARIO ST at MATHESON BLVD E,6:37:00 AM,6:58:00 AM,7:19:00 AM,7:40:00 AM,8:01:00 AM,8:22:00 AM,8:43:00 AM,9:04:00 AM,9:29:00 AM,9:53:00 AM,10:17:00 AM,10:41:00 AM,11:05:00 AM,11:30:00 AM,11:55:00 AM,12:19:00 PM,12:43:00 PM,1:07:00 PM,1:31:00 PM,1:55:00 PM,2:19:00 PM,2:43:00 PM,3:07:00 PM,3:31:00 PM,3:55:00 PM,4:19:00 PM,4:43:00 PM,5:07:00 PM,5:30:00 PM,5:54:00 PM,6:17:00 PM,6:39:00 PM,7:02:00 PM,7:24:00 PM,7:45:00 PM,8:08:00 PM,8:29:00 PM,8:50:00 PM
HURONTARIO ST at BRITANNIA RD E,6:39:00 AM,7:00:00 AM,7:21:00 AM,7:42:00 AM,8:03:00 AM,8:24:00 AM,8:45:00 AM,9:06:00 AM,9:31:00 AM,9:55:00 AM,10:19:00 AM,10:43:00 AM,11:07:00 AM,11:32:00 AM,11:57:00 AM,12:21:00 PM,12:45:00 PM,1:09:00 PM,1:33:00 PM,1:57:00 PM,2:21:00 PM,2:45:00 PM,3:09:00 PM,3:33:00 PM,3:57:00 PM,4:21:00 PM,4:45:00 PM,5:09:00 PM,5:32:00 PM,5:56:00 PM,6:19:00 PM,6:41:00 PM,7:04:00 PM,7:26:00 PM,7:47:00 PM,8:10:00 PM,8:31:00 PM,8:52:00 PM
