TOMKEN RD south of EGLINTON AVE,2:18 PM[G]
TOMKEN RD at RATHBURN RD,2:21 PM[G]
TOMKEN RD at BURNHAMTHORPE RD,2:23 PM[G]
TOMKEN RD south of BURNHAMTHORPE RD,2:24 PM[G]
BLOOR ST at DIXIE RD,2:31 PM[G]
BLOOR ST at MILL RD,2:37 PM[G]
BLOOR ST at THE EAST MALL,2:41 PM[G]
BLOOR ST at AUKLAND RD,2:45 PM[G]
ISLINGTON SUBWAY DROP OFF,2:51 PM[G]
