WESTWOOD MALL BUS TERMINAL PLATFORM G,5:06:00 AM,5:24:00 AM,5:35:00 AM,5:51:00 AM,6:05:00 AM,6:21:00 AM,6:36:00 AM,6:50:00 AM,7:04:00 AM,7:14:00 AM,7:25:00 AM,7:36:00 AM,7:48:00 AM,8:00:00 AM,8:12:00 AM,8:25:00 AM,8:38:00 AM,8:50:00 AM,9:02:00 AM,9:12:00 AM,9:21:00 AM,9:35:00 AM,9:47:00 AM,9:58:00 AM,10:08:00 AM,10:22:00 AM,10:35:00 AM,10:48:00 AM,11:06:00 AM,11:21:00 AM,11:37:00 AM,11:50:00 AM,12:03:00 PM,12:18:00 PM,12:32:00 PM,12:52:00 PM,1:04:00 PM,1:20:00 PM,1:33:00 PM,1:43:00 PM,1:57:00 PM,2:11:00 PM,2:23:00 PM,2:31:00 PM,2:45:00 PM,2:58:00 PM,3:10:00 PM,3:18:00 PM,3:30:00 PM,3:44:00 PM,3:57:00 PM,4:07:00 PM,4:22:00 PM,4:33:00 PM,4:48:00 PM,5:02:00 PM,5:15:00 PM,5:25:00 PM,5:39:00 PM,5:50:00 PM,6:04:00 PM,6:16:00 PM,6:28:00 PM,6:40:00 PM,6:50:00 PM,7:02:00 PM,7:12:00 PM,7:33:00 PM,7:54:00 PM,8:14:00 PM,8:34:00 PM,8:54:00 PM,9:14:00 PM,9:34:00 PM,9:53:00 PM,10:14:00 PM
NORTHWEST DR at AMERICAN DR,5:15:00 AM,5:33:00 AM,5:44:00 AM,6:00:00 AM,6:14:00 AM,6:30:00 AM,6:45:00 AM,6:59:00 AM,7:13:00 AM,7:23:00 AM,7:34:00 AM,7:45:00 AM,7:57:00 AM,8:09:00 AM,8:21:00 AM,8:34:00 AM,8:47:00 AM,8:59:00 AM,9:11:00 AM,9:21:00 AM,9:30:00 AM,9:43:00 AM,9:55:00 AM,10:06:00 AM,10:16:00 AM,10:30:00 AM,10:43:00 AM,10:56:00 AM,11:14:00 AM,11:29:00 AM,11:45:00 AM,11:58:00 AM,12:11:00 PM,12:26:00 PM,12:40:00 PM,1:00:00 PM,1:12:00 PM,1:28:00 PM,1:41:00 PM,1:51:00 PM,2:05:00 PM,2:19:00 PM,2:31:00 PM,2:39:00 PM,2:53:00 PM,3:06:00 PM,3:18:00 PM,3:26:00 PM,3:39:00 PM,3:53:00 PM,4:06:00 PM,4:16:00 PM,4:31:00 PM,4:42:00 PM,4:57:00 PM,5:11:00 PM,5:24:00 PM,5:34:00 PM,5:48:00 PM,5:59:00 PM,6:12:00 PM,6:24:00 PM,6:36:00 PM,6:48:00 PM,6:58:00 PM,7:10:00 PM,7:20:00 PM,7:41:00 PM,8:02:00 PM,8:22:00 PM,8:42:00 PM,9:02:00 PM,9:22:00 PM,9:42:00 PM,10:01:00 PM,10:22:00 PM
AIRPORT MONORAIL LINK STATION,5:18:00 AM,5:36:00 AM,5:47:00 AM,6:04:00 AM,6:18:00 AM,6:34:00 AM,6:49:00 AM,7:03:00 AM,7:17:00 AM,7:27:00 AM,7:38:00 AM,7:49:00 AM,8:01:00 AM,8:13:00 AM,8:25:00 AM,8:38:00 AM,8:51:00 AM,9:03:00 AM,9:15:00 AM,9:25:00 AM,9:33:00 AM,9:46:00 AM,9:58:00 AM,10:09:00 AM,10:19:00 AM,10:33:00 AM,10:46:00 AM,10:59:00 AM,11:17:00 AM,11:32:00 AM,11:48:00 AM,12:01:00 PM,12:14:00 PM,12:29:00 PM,12:43:00 PM,1:03:00 PM,1:15:00 PM,1:31:00 PM,1:44:00 PM,1:54:00 PM,2:08:00 PM,2:22:00 PM,2:35:00 PM,2:43:00 PM,2:57:00 PM,3:10:00 PM,3:22:00 PM,3:30:00 PM,3:43:00 PM,3:57:00 PM,4:10:00 PM,4:20:00 PM,4:35:00 PM,4:46:00 PM,5:01:00 PM,5:15:00 PM,5:28:00 PM,5:38:00 PM,5:52:00 PM,6:03:00 PM,6:16:00 PM,6:28:00 PM,6:39:00 PM,6:51:00 PM,7:01:00 PM,7:13:00 PM,7:23:00 PM,7:44:00 PM,8:05:00 PM,8:25:00 PM,8:45:00 PM,9:05:00 PM,9:25:00 PM,9:45:00 PM,10:04:00 PM,10:25:00 PM
CARLINGVIEW DR at DIXON RD,5:21:00 AM,5:39:00 AM,5:50:00 AM,6:07:00 AM,6:21:00 AM,6:37:00 AM,6:52:00 AM,7:06:00 AM,7:20:00 AM,7:30:00 AM,7:41:00 AM,7:52:00 AM,8:04:00 AM,8:16:00 AM,8:28:00 AM,8:41:00 AM,8:54:00 AM,9:06:00 AM,9:18:00 AM,9:28:00 AM,9:36:00 AM,9:49:00 AM,10:01:00 AM,10:12:00 AM,10:22:00 AM,10:36:00 AM,10:49:00 AM,11:02:00 AM,11:20:00 AM,11:35:00 AM,11:51:00 AM,12:04:00 PM,12:17:00 PM,12:32:00 PM,12:46:00 PM,1:06:00 PM,1:18:00 PM,1:34:00 PM,1:47:00 PM,1:57:00 PM,2:11:00 PM,2:25:00 PM,2:39:00 PM,2:47:00 PM,3:01:00 PM,3:14:00 PM,3:26:00 PM,3:34:00 PM,3:47:00 PM,4:01:00 PM,4:14:00 PM,4:24:00 PM,4:39:00 PM,4:50:00 PM,5:05:00 PM,5:19:00 PM,5:32:00 PM,5:42:00 PM,5:56:00 PM,6:07:00 PM,6:20:00 PM,6:32:00 PM,6:42:00 PM,6:54:00 PM,7:04:00 PM,7:16:00 PM,7:26:00 PM,7:47:00 PM,8:08:00 PM,8:28:00 PM,8:48:00 PM,9:08:00 PM,9:28:00 PM,9:48:00 PM,10:07:00 PM,10:28:00 PM
SKYMARK HUB,5:26:00 AM,5:44:00 AM,5:55:00 AM,6:13:00 AM,6:27:00 AM,6:43:00 AM,6:58:00 AM,7:13:00 AM,7:27:00 AM,7:37:00 AM,7:48:00 AM,7:59:00 AM,8:11:00 AM,8:23:00 AM,8:34:00 AM,8:47:00 AM,9:00:00 AM,9:12:00 AM,9:24:00 AM,9:34:00 AM,9:42:00 AM,9:55:00 AM,10:07:00 AM,10:18:00 AM,10:28:00 AM,10:42:00 AM,10:55:00 AM,11:08:00 AM,11:26:00 AM,11:41:00 AM,11:57:00 AM,12:10:00 PM,12:23:00 PM,12:38:00 PM,12:52:00 PM,1:12:00 PM,1:24:00 PM,1:40:00 PM,1:53:00 PM,2:03:00 PM,2:17:00 PM,2:31:00 PM,2:46:00 PM,2:54:00 PM,3:08:00 PM,3:21:00 PM,3:33:00 PM,3:41:00 PM,3:54:00 PM,4:08:00 PM,4:21:00 PM,4:31:00 PM,4:46:00 PM,4:57:00 PM,5:12:00 PM,5:26:00 PM,5:39:00 PM,5:49:00 PM,6:03:00 PM,6:13:00 PM,6:26:00 PM,6:38:00 PM,6:48:00 PM,7:00:00 PM,7:10:00 PM,7:22:00 PM,7:32:00 PM,7:52:00 PM,8:13:00 PM,8:33:00 PM,8:53:00 PM,9:13:00 PM,9:33:00 PM,9:53:00 PM,10:12:00 PM,10:33:00 PM
MATHESON BLVD FIRST STOP west of ORBITOR DR,5:28:00 AM,5:46:00 AM,5:57:00 AM,6:15:00 AM,6:29:00 AM,6:45:00 AM,7:00:00 AM,7:15:00 AM,7:29:00 AM,7:39:00 AM,7:50:00 AM,8:01:00 AM,8:13:00 AM,8:25:00 AM,8:36:00 AM,8:49:00 AM,9:02:00 AM,9:14:00 AM,9:26:00 AM,9:36:00 AM,9:44:00 AM,9:57:00 AM,10:09:00 AM,10:20:00 AM,10:30:00 AM,10:44:00 AM,10:57:00 AM,11:10:00 AM,11:28:00 AM,11:43:00 AM,11:59:00 AM,12:12:00 PM,12:25:00 PM,12:40:00 PM,12:54:00 PM,1:14:00 PM,1:26:00 PM,1:42:00 PM,1:55:00 PM,2:05:00 PM,2:19:00 PM,2:33:00 PM,2:48:00 PM,2:56:00 PM,3:10:00 PM,3:23:00 PM,3:35:00 PM,3:43:00 PM,3:56:00 PM,4:10:00 PM,4:23:00 PM,4:33:00 PM,4:48:00 PM,4:59:00 PM,5:14:00 PM,5:28:00 PM,5:41:00 PM,5:51:00 PM,6:05:00 PM,6:15:00 PM,6:28:00 PM,6:40:00 PM,6:50:00 PM,7:02:00 PM,7:12:00 PM,7:24:00 PM,7:34:00 PM,7:54:00 PM,8:15:00 PM,8:35:00 PM,8:55:00 PM,9:15:00 PM,9:35:00 PM,9:55:00 PM,10:14:00 PM,10:35:00 PM
CREEKBANK RD at EGLINTON AVE,5:31:00 AM,5:49:00 AM,6:00:00 AM,6:19:00 AM,6:33:00 AM,6:49:00 AM,7:04:00 AM,7:19:00 AM,7:33:00 AM,7:43:00 AM,7:54:00 AM,8:05:00 AM,8:17:00 AM,8:29:00 AM,8:40:00 AM,8:53:00 AM,9:06:00 AM,9:18:00 AM,9:30:00 AM,9:40:00 AM,9:48:00 AM,10:01:00 AM,10:13:00 AM,10:24:00 AM,10:34:00 AM,10:48:00 AM,11:01:00 AM,11:14:00 AM,11:32:00 AM,11:47:00 AM,12:03:00 PM,12:16:00 PM,12:29:00 PM,12:44:00 PM,12:58:00 PM,1:18:00 PM,1:30:00 PM,1:46:00 PM,1:59:00 PM,2:09:00 PM,2:23:00 PM,2:37:00 PM,2:52:00 PM,3:00:00 PM,3:14:00 PM,3:27:00 PM,3:39:00 PM,3:47:00 PM,4:00:00 PM,4:14:00 PM,4:27:00 PM,4:38:00 PM,4:53:00 PM,5:04:00 PM,5:19:00 PM,5:33:00 PM,5:46:00 PM,5:56:00 PM,6:09:00 PM,6:19:00 PM,6:32:00 PM,6:44:00 PM,6:54:00 PM,7:06:00 PM,7:16:00 PM,7:28:00 PM,7:37:00 PM,7:57:00 PM,8:18:00 PM,8:38:00 PM,8:58:00 PM,9:18:00 PM,9:38:00 PM,9:58:00 PM,10:17:00 PM,10:38:00 PM
DIXIE STATION WEST PLATFORM B,5:34:00 AM,5:52:00 AM,6:03:00 AM,6:22:00 AM,6:36:00 AM,6:52:00 AM,7:07:00 AM,7:22:00 AM,7:36:00 AM,7:46:00 AM,7:57:00 AM,8:08:00 AM,8:20:00 AM,8:32:00 AM,8:43:00 AM,8:56:00 AM,9:09:00 AM,9:21:00 AM,9:33:00 AM,9:43:00 AM,9:51:00 AM,10:04:00 AM,10:16:00 AM,10:27:00 AM,10:37:00 AM,10:51:00 AM,11:04:00 AM,11:17:00 AM,11:35:00 AM,11:50:00 AM,12:06:00 PM,12:19:00 PM,12:32:00 PM,12:47:00 PM,1:01:00 PM,1:21:00 PM,1:33:00 PM,1:49:00 PM,2:02:00 PM,2:12:00 PM,2:26:00 PM,2:40:00 PM,2:55:00 PM,3:03:00 PM,3:17:00 PM,3:30:00 PM,3:43:00 PM,3:51:00 PM,4:04:00 PM,4:18:00 PM,4:31:00 PM,4:42:00 PM,4:57:00 PM,5:08:00 PM,5:23:00 PM,5:37:00 PM,5:50:00 PM,6:00:00 PM,6:13:00 PM,6:23:00 PM,6:35:00 PM,6:47:00 PM,6:57:00 PM,7:09:00 PM,7:19:00 PM,7:31:00 PM,7:40:00 PM,8:00:00 PM,8:21:00 PM,8:41:00 PM,9:01:00 PM,9:21:00 PM,9:41:00 PM,10:01:00 PM,10:20:00 PM,10:41:00 PM
TOMKEN STATION WEST PLATFORM B,5:36:00 AM,5:54:00 AM,6:05:00 AM,6:24:00 AM,6:38:00 AM,6:54:00 AM,7:09:00 AM,7:24:00 AM,7:38:00 AM,7:48:00 AM,7:59:00 AM,8:10:00 AM,8:22:00 AM,8:34:00 AM,8:45:00 AM,8:58:00 AM,9:11:00 AM,9:23:00 AM,9:35:00 AM,9:45:00 AM,9:53:00 AM,10:06:00 AM,10:18:00 AM,10:29:00 AM,10:39:00 AM,10:53:00 AM,11:06:00 AM,11:19:00 AM,11:37:00 AM,11:52:00 AM,12:08:00 PM,12:21:00 PM,12:34:00 PM,12:49:00 PM,1:03:00 PM,1:23:00 PM,1:35:00 PM,1:51:00 PM,2:04:00 PM,2:14:00 PM,2:28:00 PM,2:42:00 PM,2:57:00 PM,3:05:00 PM,3:19:00 PM,3:32:00 PM,3:45:00 PM,3:53:00 PM,4:06:00 PM,4:20:00 PM,4:33:00 PM,4:44:00 PM,4:59:00 PM,5:10:00 PM,5:25:00 PM,5:39:00 PM,5:52:00 PM,6:02:00 PM,6:15:00 PM,6:25:00 PM,6:37:00 PM,6:49:00 PM,6:59:00 PM,7:11:00 PM,7:21:00 PM,7:33:00 PM,7:42:00 PM,8:02:00 PM,8:23:00 PM,8:43:00 PM,9:03:00 PM,9:23:00 PM,9:43:00 PM,10:03:00 PM,10:22:00 PM,10:43:00 PM
CAWTHRA STATION WEST PLATFORM B,5:37:00 AM,5:55:00 AM,6:06:00 AM,6:25:00 AM,6:39:00 AM,6:55:00 AM,7:10:00 AM,7:25:00 AM,7:39:00 AM,7:49:00 AM,8:00:00 AM,8:11:00 AM,8:23:00 AM,8:35:00 AM,8:46:00 AM,8:59:00 AM,9:12:00 AM,9:24:00 AM,9:36:00 AM,9:46:00 AM,9:54:00 AM,10:07:00 AM,10:19:00 AM,10:30:00 AM,10:40:00 AM,10:54:00 AM,11:07:00 AM,11:20:00 AM,11:38:00 AM,11:53:00 AM,12:09:00 PM,12:22:00 PM,12:35:00 PM,12:50:00 PM,1:04:00 PM,1:24:00 PM,1:36:00 PM,1:52:00 PM,2:05:00 PM,2:15:00 PM,2:29:00 PM,2:43:00 PM,2:58:00 PM,3:06:00 PM,3:20:00 PM,3:33:00 PM,3:46:00 PM,3:54:00 PM,4:07:00 PM,4:21:00 PM,4:34:00 PM,4:45:00 PM,5:00:00 PM,5:11:00 PM,5:26:00 PM,5:40:00 PM,5:53:00 PM,6:03:00 PM,6:16:00 PM,6:26:00 PM,6:38:00 PM,6:50:00 PM,7:00:00 PM,7:12:00 PM,7:22:00 PM,7:34:00 PM,7:43:00 PM,8:03:00 PM,8:24:00 PM,8:44:00 PM,9:04:00 PM,9:24:00 PM,9:44:00 PM,10:04:00 PM,10:23:00 PM,10:44:00 PM
