MEADOWVALE GO STATION PLATFORM A,5:03:00 PM,5:27:00 PM,5:47:00 PM,5:58:00 PM,6:13:00 PM,6:33:00 PM,7:14:00 PM
AQUITAINE AVE at GLEN ERIN DR,5:06:00 PM,5:30:00 PM,5:50:00 PM,6:01:00 PM,6:16:00 PM,6:36:00 PM,7:17:00 PM
AQUITAINE AVE at WINSTON CHURCHILL BLVD,5:07:00 PM,5:31:00 PM,5:51:00 PM,6:02:00 PM,6:17:00 PM,6:37:00 PM,7:18:00 PM
AQUITAINE AVE at EDENWOOD DR,5:07:00 PM,5:31:00 PM,5:51:00 PM,6:02:00 PM,6:17:00 PM,6:37:00 PM,7:18:00 PM
EDENWOOD DR at TOURS RD,5:11:00 PM,5:35:00 PM,5:55:00 PM,6:06:00 PM,6:21:00 PM,6:41:00 PM,7:22:00 PM
MONTEVIDEO RD at ATHERLY CRES (east leg),5:14:00 PM,5:38:00 PM,5:58:00 PM,6:09:00 PM,6:24:00 PM,6:44:00 PM,7:25:00 PM
GLEN ERIN DR at MEADOWVALE TOWN CTR CIRCLE (n leg),5:20:00 PM,5:44:00 PM,6:04:00 PM,6:15:00 PM,6:30:00 PM,6:50:00 PM,7:31:00 PM
