CENTRAL PKY E at HURONTARIO ST,7:45 AM[G]
MISSISSAUGA VALLEY BLVD at CENTRAL PKY E,7:49 AM[G]
MISSISSAUGA VALLEY BLVD at BLOOR ST,7:53 AM[G]
MISSISSAUGA VALLEY BLVD south of BLOOR ST,7:53 AM[G]
MISSISSAUGA VALLEY BLVD at CLIFF RD,7:55 AM[G]
CENTRAL PKY E at HURONTARIO ST,8:00 AM[G]
CONFEDERATION PKY at CENTRAL PKY W,8:04 AM[G]
