CLARKSON GO STATION PLATFORM E,5:27:00 AM,5:40:00 AM,5:54:00 AM,6:09:00 AM,6:24:00 AM,6:39:00 AM,6:54:00 AM,7:09:00 AM,7:24:00 AM,7:39:00 AM,7:54:00 AM,8:09:00 AM,8:26:00 AM,8:39:00 AM,8:54:00 AM,9:07:00 AM,9:21:00 AM,9:38:00 AM,9:51:00 AM,10:10:00 AM,10:34:00 AM,11:08:00 AM,11:42:00 AM,12:16:00 PM,12:50:00 PM,1:24:00 PM,1:57:00 PM,2:31:00 PM,2:50:00 PM,3:07:00 PM,3:25:00 PM,3:41:00 PM,3:56:00 PM,4:12:00 PM,4:27:00 PM,4:43:00 PM,4:58:00 PM,5:14:00 PM,5:31:00 PM,5:45:00 PM,6:00:00 PM,6:16:00 PM,6:31:00 PM,6:46:00 PM,7:06:00 PM,7:32:00 PM,7:58:00 PM,8:24:00 PM,8:50:00 PM,9:19:00 PM,9:42:00 PM,10:08:00 PM,10:34:00 PM,,,,,,,,
ERIN MILLS PKY at FOWLER DR,5:33:00 AM,5:46:00 AM,6:00:00 AM,6:15:00 AM,6:30:00 AM,6:45:00 AM,7:00:00 AM,7:16:00 AM,7:31:00 AM,7:46:00 AM,8:01:00 AM,8:16:00 AM,8:33:00 AM,8:46:00 AM,9:01:00 AM,9:14:00 AM,9:28:00 AM,9:45:00 AM,9:58:00 AM,10:17:00 AM,10:41:00 AM,11:15:00 AM,11:49:00 AM,12:23:00 PM,12:57:00 PM,1:31:00 PM,2:04:00 PM,2:37:00 PM,2:56:00 PM,3:13:00 PM,3:31:00 PM,3:48:00 PM,4:03:00 PM,4:19:00 PM,4:34:00 PM,4:50:00 PM,5:05:00 PM,5:21:00 PM,5:38:00 PM,5:52:00 PM,6:07:00 PM,6:23:00 PM,6:37:00 PM,6:52:00 PM,7:12:00 PM,7:37:00 PM,8:03:00 PM,8:29:00 PM,8:55:00 PM,9:24:00 PM,9:47:00 PM,10:13:00 PM,10:39:00 PM,,,,,,,,
DUNDAS ST W east of ERIN MILLS PKY,5:36:00 AM,5:49:00 AM,6:03:00 AM,6:18:00 AM,6:33:00 AM,6:48:00 AM,7:03:00 AM,7:19:00 AM,7:34:00 AM,7:49:00 AM,8:04:00 AM,8:19:00 AM,8:36:00 AM,8:49:00 AM,9:04:00 AM,9:17:00 AM,9:31:00 AM,9:48:00 AM,10:01:00 AM,10:20:00 AM,10:44:00 AM,11:18:00 AM,11:52:00 AM,12:26:00 PM,1:00:00 PM,1:34:00 PM,2:07:00 PM,2:40:00 PM,2:59:00 PM,3:16:00 PM,3:34:00 PM,3:51:00 PM,4:06:00 PM,4:22:00 PM,4:37:00 PM,4:53:00 PM,5:08:00 PM,5:24:00 PM,5:41:00 PM,5:55:00 PM,6:10:00 PM,6:26:00 PM,6:40:00 PM,6:55:00 PM,7:15:00 PM,7:40:00 PM,8:06:00 PM,8:32:00 PM,8:58:00 PM,9:27:00 PM,9:50:00 PM,10:16:00 PM,10:42:00 PM,,,,,,,,
UNIVERSITY of TORONTO at MISSISSAUGA CAMPUS,5:40:00 AM,5:53:00 AM,6:07:00 AM,6:23:00 AM,6:38:00 AM,6:53:00 AM,7:08:00 AM,7:24:00 AM,7:39:00 AM,7:54:00 AM,8:09:00 AM,8:24:00 AM,8:41:00 AM,8:54:00 AM,9:09:00 AM,9:22:00 AM,9:36:00 AM,9:53:00 AM,10:06:00 AM,10:25:00 AM,10:31:00 AM,10:49:00 AM,11:05:00 AM,11:23:00 AM,11:39:00 AM,11:57:00 AM,12:13:00 PM,12:31:00 PM,12:47:00 PM,1:05:00 PM,1:21:00 PM,1:39:00 PM,1:55:00 PM,2:12:00 PM,2:29:00 PM,2:45:00 PM,3:04:00 PM,3:21:00 PM,3:39:00 PM,3:56:00 PM,4:11:00 PM,4:27:00 PM,4:43:00 PM,4:59:00 PM,5:14:00 PM,5:30:00 PM,5:47:00 PM,6:01:00 PM,6:16:00 PM,6:32:00 PM,6:45:00 PM,7:00:00 PM,7:20:00 PM,7:45:00 PM,8:11:00 PM,8:37:00 PM,9:03:00 PM,9:32:00 PM,9:55:00 PM,10:21:00 PM,10:47:00 PM
SOUTH COMMON CENTRE BUS TERMINAL PLATFORM C,5:48:00 AM,6:01:00 AM,6:15:00 AM,6:31:00 AM,6:46:00 AM,7:01:00 AM,7:16:00 AM,7:32:00 AM,7:47:00 AM,8:02:00 AM,8:17:00 AM,8:32:00 AM,8:49:00 AM,9:02:00 AM,9:17:00 AM,9:30:00 AM,9:44:00 AM,10:01:00 AM,10:14:00 AM,10:33:00 AM,10:39:00 AM,10:57:00 AM,11:13:00 AM,11:31:00 AM,11:47:00 AM,12:05:00 PM,12:21:00 PM,12:39:00 PM,12:55:00 PM,1:13:00 PM,1:29:00 PM,1:47:00 PM,2:03:00 PM,2:20:00 PM,2:37:00 PM,2:53:00 PM,3:12:00 PM,3:29:00 PM,3:47:00 PM,4:04:00 PM,4:19:00 PM,4:35:00 PM,4:51:00 PM,5:07:00 PM,5:22:00 PM,5:38:00 PM,5:55:00 PM,6:09:00 PM,6:24:00 PM,6:40:00 PM,6:53:00 PM,7:08:00 PM,7:28:00 PM,7:53:00 PM,8:19:00 PM,8:45:00 PM,9:11:00 PM,9:40:00 PM,10:03:00 PM,10:29:00 PM,10:55:00 PM
ERIN MILLS PKY at FOLKWAY DR,5:51:00 AM,6:04:00 AM,6:18:00 AM,6:34:00 AM,6:49:00 AM,7:05:00 AM,7:20:00 AM,7:36:00 AM,7:51:00 AM,8:06:00 AM,8:21:00 AM,8:36:00 AM,8:53:00 AM,9:05:00 AM,9:20:00 AM,9:33:00 AM,9:47:00 AM,10:04:00 AM,10:17:00 AM,10:36:00 AM,10:42:00 AM,11:00:00 AM,11:16:00 AM,11:34:00 AM,11:50:00 AM,12:08:00 PM,12:24:00 PM,12:42:00 PM,12:58:00 PM,1:16:00 PM,1:32:00 PM,1:50:00 PM,2:06:00 PM,2:23:00 PM,2:41:00 PM,2:57:00 PM,3:16:00 PM,3:33:00 PM,3:51:00 PM,4:08:00 PM,4:23:00 PM,4:39:00 PM,4:55:00 PM,5:11:00 PM,5:26:00 PM,5:42:00 PM,5:59:00 PM,6:13:00 PM,6:28:00 PM,6:44:00 PM,6:57:00 PM,7:11:00 PM,7:31:00 PM,7:56:00 PM,8:22:00 PM,8:48:00 PM,9:14:00 PM,9:43:00 PM,10:06:00 PM,10:32:00 PM,10:58:00 PM
CITY CENTRE BUS TERMINAL PLATFORM L,5:58:00 AM,6:11:00 AM,6:26:00 AM,6:42:00 AM,6:57:00 AM,7:14:00 AM,7:29:00 AM,7:45:00 AM,8:00:00 AM,8:15:00 AM,8:30:00 AM,8:45:00 AM,9:02:00 AM,9:13:00 AM,9:28:00 AM,9:41:00 AM,9:55:00 AM,10:12:00 AM,10:25:00 AM,10:44:00 AM,10:50:00 AM,11:08:00 AM,11:24:00 AM,11:42:00 AM,11:58:00 AM,12:16:00 PM,12:32:00 PM,12:50:00 PM,1:06:00 PM,1:24:00 PM,1:40:00 PM,1:58:00 PM,2:14:00 PM,2:31:00 PM,2:49:00 PM,3:05:00 PM,3:24:00 PM,3:41:00 PM,3:59:00 PM,4:16:00 PM,4:31:00 PM,4:47:00 PM,5:03:00 PM,5:19:00 PM,5:34:00 PM,5:50:00 PM,6:07:00 PM,6:21:00 PM,6:35:00 PM,6:51:00 PM,7:03:00 PM,7:17:00 PM,7:37:00 PM,8:02:00 PM,8:28:00 PM,8:54:00 PM,9:20:00 PM,9:49:00 PM,10:12:00 PM,10:38:00 PM,11:04:00 PM
