WESTWOOD MALL BUS TERMINAL PLATFORM B,5:00:00 AM,5:26:00 AM,5:54:00 AM,6:22:00 AM,6:52:00 AM,7:20:00 AM,7:52:00 AM,8:22:00 AM,8:52:00 AM,9:22:00 AM,2:28:00 PM,2:48:00 PM,3:24:00 PM,4:01:00 PM,4:31:00 PM,5:03:00 PM,5:36:00 PM,6:01:00 PM,6:34:00 PM,6:59:00 PM
BEVERLEY ST at AIRPORT RD,5:05:00 AM,5:31:00 AM,6:00:00 AM,6:28:00 AM,6:58:00 AM,7:26:00 AM,7:58:00 AM,8:28:00 AM,8:58:00 AM,9:28:00 AM,2:34:00 PM,2:54:00 PM,3:31:00 PM,4:08:00 PM,4:38:00 PM,5:10:00 PM,5:43:00 PM,6:07:00 PM,6:40:00 PM,7:04:00 PM
NORTHWEST DR east of AIRPORT RD,5:10:00 AM,5:36:00 AM,6:06:00 AM,6:34:00 AM,7:04:00 AM,7:32:00 AM,8:04:00 AM,8:34:00 AM,9:04:00 AM,9:34:00 AM,2:40:00 PM,3:00:00 PM,3:38:00 PM,4:15:00 PM,4:45:00 PM,5:17:00 PM,5:50:00 PM,6:14:00 PM,6:47:00 PM,7:09:00 PM
NORTHAM DR at AIRWAY DR,5:15:00 AM,5:41:00 AM,6:11:00 AM,6:40:00 AM,7:10:00 AM,7:38:00 AM,8:10:00 AM,8:40:00 AM,9:09:00 AM,9:39:00 AM,2:45:00 PM,3:05:00 PM,3:44:00 PM,4:21:00 PM,4:51:00 PM,5:23:00 PM,5:55:00 PM,6:19:00 PM,6:52:00 PM,7:14:00 PM
AIRPORT MONORAIL LINK STATION,5:19:00 AM,5:45:00 AM,6:15:00 AM,6:44:00 AM,7:15:00 AM,7:43:00 AM,8:15:00 AM,8:45:00 AM,9:13:00 AM,9:43:00 AM,2:49:00 PM,3:09:00 PM,3:49:00 PM,4:26:00 PM,4:56:00 PM,5:28:00 PM,5:59:00 PM,6:23:00 PM,6:56:00 PM,7:18:00 PM
CARLINGVIEW DR at DIXON RD,5:23:00 AM,5:49:00 AM,6:19:00 AM,6:48:00 AM,7:19:00 AM,7:47:00 AM,8:19:00 AM,8:49:00 AM,9:17:00 AM,9:47:00 AM,2:53:00 PM,3:13:00 PM,3:53:00 PM,4:30:00 PM,5:00:00 PM,5:32:00 PM,6:03:00 PM,6:27:00 PM,7:00:00 PM,7:22:00 PM
SKYMARK HUB,5:30:00 AM,5:56:00 AM,6:27:00 AM,6:56:00 AM,7:27:00 AM,7:55:00 AM,8:27:00 AM,8:57:00 AM,9:24:00 AM,9:54:00 AM,3:00:00 PM,3:21:00 PM,4:01:00 PM,4:38:00 PM,5:08:00 PM,5:40:00 PM,6:10:00 PM,6:34:00 PM,7:07:00 PM,7:29:00 PM
