WESTWOOD MALL BUS TERMINAL PLATFORM A,6:30:00 AM,7:30:00 AM,8:30:00 AM,9:00:00 AM,9:30:00 AM,10:00:00 AM,10:30:00 AM,11:00:00 AM,11:30:00 AM,12:00:00 PM,12:30:00 PM,1:00:00 PM,1:30:00 PM,2:00:00 PM,2:30:00 PM,3:00:00 PM,3:30:00 PM,4:00:00 PM,4:30:00 PM,5:00:00 PM,5:30:00 PM,6:00:00 PM,6:30:00 PM,7:00:00 PM,7:30:00 PM,8:00:00 PM,9:00:00 PM,10:00:00 PM
CATALPA RD at BRANDON GATE DR,6:33:00 AM,7:33:00 AM,8:33:00 AM,9:03:00 AM,9:33:00 AM,10:03:00 AM,10:33:00 AM,11:03:00 AM,11:33:00 AM,12:03:00 PM,12:33:00 PM,1:03:00 PM,1:33:00 PM,2:03:00 PM,2:33:00 PM,3:03:00 PM,3:33:00 PM,4:03:00 PM,4:33:00 PM,5:03:00 PM,5:33:00 PM,6:03:00 PM,6:33:00 PM,7:03:00 PM,7:33:00 PM,8:03:00 PM,9:03:00 PM,10:03:00 PM
BRANDON GATE DR west of CATALPA RD,6:34:00 AM,7:34:00 AM,8:34:00 AM,9:04:00 AM,9:34:00 AM,10:04:00 AM,10:34:00 AM,11:04:00 AM,11:34:00 AM,12:04:00 PM,12:34:00 PM,1:04:00 PM,1:34:00 PM,2:04:00 PM,2:34:00 PM,3:04:00 PM,3:34:00 PM,4:04:00 PM,4:34:00 PM,5:04:00 PM,5:34:00 PM,6:04:00 PM,6:34:00 PM,7:04:00 PM,7:34:00 PM,8:04:00 PM,9:04:00 PM,10:04:00 PM
NETHERWOOD RD at BENAVON RD,6:38:00 AM,7:38:00 AM,8:38:00 AM,9:08:00 AM,9:38:00 AM,10:08:00 AM,10:38:00 AM,11:08:00 AM,11:38:00 AM,12:08:00 PM,12:38:00 PM,1:08:00 PM,1:38:00 PM,2:08:00 PM,2:38:00 PM,3:08:00 PM,3:38:00 PM,4:08:00 PM,4:38:00 PM,5:08:00 PM,5:38:00 PM,6:08:00 PM,6:38:00 PM,7:08:00 PM,7:38:00 PM,8:08:00 PM,9:08:00 PM,10:08:00 PM
BENAVON RD at REDSTONE RD,6:38:00 AM,7:38:00 AM,8:38:00 AM,9:08:00 AM,9:38:00 AM,10:08:00 AM,10:38:00 AM,11:08:00 AM,11:38:00 AM,12:08:00 PM,12:38:00 PM,1:08:00 PM,1:38:00 PM,2:08:00 PM,2:38:00 PM,3:08:00 PM,3:38:00 PM,4:08:00 PM,4:38:00 PM,5:08:00 PM,5:38:00 PM,6:08:00 PM,6:38:00 PM,7:08:00 PM,7:38:00 PM,8:08:00 PM,9:08:00 PM,10:08:00 PM
BEVERLEY ST at AIRPORT RD,6:44:00 AM,7:44:00 AM,8:44:00 AM,9:14:00 AM,9:44:00 AM,10:14:00 AM,10:44:00 AM,11:14:00 AM,11:44:00 AM,12:14:00 PM,12:44:00 PM,1:14:00 PM,1:44:00 PM,2:14:00 PM,2:44:00 PM,3:14:00 PM,3:44:00 PM,4:14:00 PM,4:44:00 PM,5:14:00 PM,5:44:00 PM,6:14:00 PM,6:44:00 PM,7:14:00 PM,7:44:00 PM,8:14:00 PM,9:14:00 PM,10:14:00 PM
HULL ST at AIRPORT RD,6:49:00 AM,7:49:00 AM,8:49:00 AM,9:19:00 AM,9:49:00 AM,10:19:00 AM,10:49:00 AM,11:19:00 AM,11:49:00 AM,12:19:00 PM,12:49:00 PM,1:19:00 PM,1:49:00 PM,2:19:00 PM,2:49:00 PM,3:19:00 PM,3:49:00 PM,4:19:00 PM,4:49:00 PM,5:19:00 PM,5:49:00 PM,6:19:00 PM,6:49:00 PM,7:19:00 PM,7:49:00 PM,8:19:00 PM,9:19:00 PM,10:19:00 PM
HULL ST at DERRY RD,6:49:00 AM,7:49:00 AM,8:49:00 AM,9:19:00 AM,9:49:00 AM,10:19:00 AM,10:49:00 AM,11:19:00 AM,11:49:00 AM,12:19:00 PM,12:49:00 PM,1:19:00 PM,1:49:00 PM,2:19:00 PM,2:49:00 PM,3:19:00 PM,3:49:00 PM,4:19:00 PM,4:49:00 PM,5:19:00 PM,5:49:00 PM,6:19:00 PM,6:49:00 PM,7:19:00 PM,7:49:00 PM,8:19:00 PM,9:19:00 PM,10:19:00 PM
DERRY RD at GOREWAY DR,6:52:00 AM,7:52:00 AM,8:52:00 AM,9:22:00 AM,9:52:00 AM,10:22:00 AM,10:52:00 AM,11:22:00 AM,11:52:00 AM,12:22:00 PM,12:52:00 PM,1:22:00 PM,1:52:00 PM,2:22:00 PM,2:52:00 PM,3:22:00 PM,3:52:00 PM,4:22:00 PM,4:52:00 PM,5:22:00 PM,5:52:00 PM,6:22:00 PM,6:52:00 PM,7:22:00 PM,7:52:00 PM,8:22:00 PM,9:22:00 PM,10:22:00 PM
DERRY RD east of GOREWAY DR,6:52:00 AM,7:52:00 AM,8:52:00 AM,9:22:00 AM,9:52:00 AM,10:22:00 AM,10:52:00 AM,11:22:00 AM,11:52:00 AM,12:22:00 PM,12:52:00 PM,1:22:00 PM,1:52:00 PM,2:22:00 PM,2:52:00 PM,3:22:00 PM,3:52:00 PM,4:22:00 PM,4:52:00 PM,5:22:00 PM,5:52:00 PM,6:22:00 PM,6:52:00 PM,7:22:00 PM,7:52:00 PM,8:22:00 PM,9:22:00 PM,10:22:00 PM
